"plh0189","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","Brandenburg","indirect migration background","","","","","3"
"Rather not true","1990","Mecklenburg-Western Pomerania","no migration background","113","0.219876496385648","0.183280243079667","0.25647274969163","3"
"Rather not true","1990","Hamburg","direct migration background","","","","","3"
"Rather not true","1990","Saxony-Anhalt","indirect migration background","","","","","3"
"Rather not true","1990","Hamburg","indirect migration background","","","","","3"
"Rather not true","1990","Hamburg","no migration background","","","","","3"
"Rather not true","1990","Saxony","direct migration background","6","","","","3"
"Rather not true","1990","Schleswig-Holstein","no migration background","","","","","3"
"Rather not true","1990","Schleswig-Holstein","indirect migration background","","","","","3"
"Rather not true","1990","Lower Saxony","direct migration background","","","","","3"
"Rather not true","1990","Bremen","no migration background","","","","","3"
"Rather not true","1990","Bremen","direct migration background","","","","","3"
"Rather not true","1990","Lower Saxony","indirect migration background","","","","","3"
"Rather not true","1990","Bavaria","indirect migration background","","","","","3"
"Rather not true","1990","Berlin","no migration background","48","0.164475340897019","0.121208661013902","0.207742020780135","3"
"Rather not true","1990","Berlin","indirect migration background","","","","","3"
"Rather not true","1990","Brandenburg","no migration background","151","0.220518536421284","0.190022432189071","0.251014640653498","3"
"Rather not true","1990","Brandenburg","direct migration background","4","","","","3"
"Rather not true","1990","Schleswig-Holstein","direct migration background","","","","","3"
"Rather not true","1990","Saxony-Anhalt","no migration background","146","0.18130415018906","0.154214540430949","0.20839375994717","3"
"Rather not true","1990","Saxony-Anhalt","direct migration background","5","","","","3"
"Rather not true","1990","Lower Saxony","no migration background","","","","","3"
"Rather not true","1990","Thuringia","direct migration background","9","","","","3"
"Rather not true","1990","Thuringia","indirect migration background","1","","","","3"
"Rather not true","1990","Mecklenburg-Western Pomerania","direct migration background","2","","","","3"
"Rather not true","1990","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"Rather not true","1990","Saxony","no migration background","274","0.219155377552466","0.196607420118821","0.241703334986112","3"
"Rather not true","1990","Saxony","indirect migration background","","","","","3"
"Rather not true","1990","Bremen","indirect migration background","","","","","3"
"Rather not true","1990","North Rhine-Westphalia","no migration background","","","","","3"
"Rather not true","1990","North Rhine-Westphalia","direct migration background","","","","","3"
"Rather not true","1990","North Rhine-Westphalia","indirect migration background","","","","","3"
"Rather not true","1990","Hesse","no migration background","","","","","3"
"Rather not true","1990","Hesse","direct migration background","","","","","3"
"Rather not true","1990","Rhineland-Palatinate,Saarland","indirect migration background","","","","","3"
"Rather not true","1990","Baden-Württemberg","no migration background","","","","","3"
"Rather not true","1990","Baden-Württemberg","direct migration background","","","","","3"
"Rather not true","1990","Baden-Württemberg","indirect migration background","","","","","3"
"Rather not true","1990","Bavaria","no migration background","","","","","3"
"Rather not true","1990","Bavaria","direct migration background","","","","","3"
"Rather not true","1990","Berlin","direct migration background","2","","","","3"
"Rather not true","1990","Thuringia","no migration background","126","0.167910860760429","0.140493647772121","0.195328073748737","3"
"Rather not true","1990","Hesse","indirect migration background","","","","","3"
"Rather not true","1990","Rhineland-Palatinate,Saarland","no migration background","","","","","3"
"Rather not true","1990","Rhineland-Palatinate,Saarland","direct migration background","","","","","3"
"Tends to agree","1990","Schleswig-Holstein","direct migration background","","","","","2"
"Tends to agree","1990","Hamburg","indirect migration background","","","","","2"
"Tends to agree","1990","Schleswig-Holstein","indirect migration background","","","","","2"
"Tends to agree","1990","Hamburg","no migration background","","","","","2"
"Tends to agree","1990","Schleswig-Holstein","no migration background","","","","","2"
"Tends to agree","1990","Lower Saxony","indirect migration background","","","","","2"
"Tends to agree","1990","Hesse","direct migration background","","","","","2"
"Tends to agree","1990","Hamburg","direct migration background","","","","","2"
"Tends to agree","1990","Lower Saxony","direct migration background","","","","","2"
"Tends to agree","1990","Bremen","direct migration background","","","","","2"
"Tends to agree","1990","Bremen","indirect migration background","","","","","2"
"Tends to agree","1990","North Rhine-Westphalia","direct migration background","","","","","2"
"Tends to agree","1990","Lower Saxony","no migration background","","","","","2"
"Tends to agree","1990","Thuringia","indirect migration background","","","","","2"
"Tends to agree","1990","Bremen","no migration background","","","","","2"
"Tends to agree","1990","North Rhine-Westphalia","no migration background","","","","","2"
"Tends to agree","1990","North Rhine-Westphalia","indirect migration background","","","","","2"
"Tends to agree","1990","Hesse","no migration background","","","","","2"
"Tends to agree","1990","Hesse","indirect migration background","","","","","2"
"Tends to agree","1990","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"Tends to agree","1990","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"Tends to agree","1990","Baden-Württemberg","no migration background","","","","","2"
"Tends to agree","1990","Saxony","indirect migration background","","","","","2"
"Tends to agree","1990","Saxony-Anhalt","indirect migration background","","","","","2"
"Tends to agree","1990","Thuringia","no migration background","57","0.0823121660991812","0.0621527250022481","0.102471607196114","2"
"Tends to agree","1990","Thuringia","direct migration background","3","","","","2"
"Tends to agree","1990","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"Tends to agree","1990","Baden-Württemberg","direct migration background","","","","","2"
"Tends to agree","1990","Bavaria","direct migration background","","","","","2"
"Tends to agree","1990","Bavaria","indirect migration background","","","","","2"
"Tends to agree","1990","Brandenburg","indirect migration background","","","","","2"
"Tends to agree","1990","Mecklenburg-Western Pomerania","no migration background","44","0.0938407038494261","0.0680737284404273","0.119607679258425","2"
"Tends to agree","1990","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"Tends to agree","1990","Saxony","no migration background","122","0.113476219678943","0.096188152036686","0.130764287321201","2"
"Tends to agree","1990","Saxony","direct migration background","7","","","","2"
"Tends to agree","1990","Saxony-Anhalt","no migration background","73","0.105912044099226","0.0842748780030069","0.127549210195445","2"
"Tends to agree","1990","Saxony-Anhalt","direct migration background","4","","","","2"
"Tends to agree","1990","Baden-Württemberg","indirect migration background","","","","","2"
"Tends to agree","1990","Bavaria","no migration background","","","","","2"
"Tends to agree","1990","Berlin","no migration background","25","","","","2"
"Tends to agree","1990","Berlin","indirect migration background","","","","","2"
"Tends to agree","1990","Brandenburg","no migration background","57","0.0902812917661704","0.0692012551029543","0.111361328429387","2"
"Tends to agree","1990","Brandenburg","direct migration background","1","","","","2"
"Tends to agree","1990","Mecklenburg-Western Pomerania","direct migration background","1","","","","2"
"Tends to agree","1990","Berlin","direct migration background","2","","","","2"
"Totally disagree","1990","Schleswig-Holstein","no migration background","","","","","4"
"Totally disagree","1990","Schleswig-Holstein","direct migration background","","","","","4"
"Totally disagree","1990","Hamburg","no migration background","","","","","4"
"Totally disagree","1990","Hamburg","direct migration background","","","","","4"
"Totally disagree","1990","Hamburg","indirect migration background","","","","","4"
"Totally disagree","1990","Hesse","indirect migration background","","","","","4"
"Totally disagree","1990","Rhineland-Palatinate,Saarland","no migration background","","","","","4"
"Totally disagree","1990","Schleswig-Holstein","indirect migration background","","","","","4"
"Totally disagree","1990","Rhineland-Palatinate,Saarland","indirect migration background","","","","","4"
"Totally disagree","1990","Baden-Württemberg","no migration background","","","","","4"
"Totally disagree","1990","Baden-Württemberg","direct migration background","","","","","4"
"Totally disagree","1990","Baden-Württemberg","indirect migration background","","","","","4"
"Totally disagree","1990","Bavaria","no migration background","","","","","4"
"Totally disagree","1990","Bavaria","direct migration background","","","","","4"
"Totally disagree","1990","Bavaria","indirect migration background","","","","","4"
"Totally disagree","1990","Berlin","no migration background","169","0.539654842030464","0.481481586915105","0.597828097145823","4"
"Totally disagree","1990","North Rhine-Westphalia","no migration background","","","","","4"
"Totally disagree","1990","North Rhine-Westphalia","direct migration background","","","","","4"
"Totally disagree","1990","North Rhine-Westphalia","indirect migration background","","","","","4"
"Totally disagree","1990","Hesse","no migration background","","","","","4"
"Totally disagree","1990","Hesse","direct migration background","","","","","4"
"Totally disagree","1990","Rhineland-Palatinate,Saarland","direct migration background","","","","","4"
"Totally disagree","1990","Lower Saxony","no migration background","","","","","4"
"Totally disagree","1990","Lower Saxony","direct migration background","","","","","4"
"Totally disagree","1990","Lower Saxony","indirect migration background","","","","","4"
"Totally disagree","1990","Bremen","no migration background","","","","","4"
"Totally disagree","1990","Bremen","direct migration background","","","","","4"
"Totally disagree","1990","Bremen","indirect migration background","","","","","4"
"Totally disagree","1990","Berlin","direct migration background","8","","","","4"
"Totally disagree","1990","Berlin","indirect migration background","","","","","4"
"Totally disagree","1990","Brandenburg","no migration background","421","0.569737911990368","0.533319331275292","0.606156492705444","4"
