"plh0189","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","in school","West Germany","","","",""
"True entirely","1990","in school","East Germany","1","","",""
"True entirely","1990","inadequately","West Germany","","","",""
"True entirely","1990","inadequately","East Germany","1","","",""
"True entirely","1990","general elemantary","West Germany","","","",""
"True entirely","1990","general elemantary","East Germany","65","0.150299272820006","0.119435009810362","0.18116353582965"
"True entirely","1990","middle vocational","West Germany","","","",""
"True entirely","1990","middle vocational","East Germany","225","0.0941225619898368","0.0827196545551233","0.10552546942455"
"True entirely","1990","vocational + Abi","West Germany","","","",""
"True entirely","1990","vocational + Abi","East Germany","7","","",""
"True entirely","1990","higher vocational","West Germany","","","",""
"True entirely","1990","higher vocational","East Germany","11","","",""
"True entirely","1990","higher education","West Germany","","","",""
"True entirely","1990","higher education","East Germany","71","0.0718329498577234","0.0557566466764295","0.0879092530390173"
"Tends to agree","1990","in school","West Germany","","","",""
"Tends to agree","1990","in school","East Germany","4","","",""
"Tends to agree","1990","inadequately","West Germany","","","",""
"Tends to agree","1990","inadequately","East Germany","","","",""
"Tends to agree","1990","general elemantary","West Germany","","","",""
"Tends to agree","1990","general elemantary","East Germany","76","0.156201554699114","0.124846575787995","0.187556533610233"
"Tends to agree","1990","middle vocational","West Germany","","","",""
"Tends to agree","1990","middle vocational","East Germany","217","0.0958966262115698","0.084398032834447","0.107395219588693"
"Tends to agree","1990","vocational + Abi","West Germany","","","",""
"Tends to agree","1990","vocational + Abi","East Germany","8","","",""
"Tends to agree","1990","higher vocational","West Germany","","","",""
"Tends to agree","1990","higher vocational","East Germany","6","","",""
"Tends to agree","1990","higher education","West Germany","","","",""
"Tends to agree","1990","higher education","East Germany","84","0.10213024612775","0.0832766098698981","0.120983882385601"
"Rather not true","1990","in school","West Germany","","","",""
"Rather not true","1990","in school","East Germany","6","","",""
"Rather not true","1990","inadequately","West Germany","","","",""
"Rather not true","1990","inadequately","East Germany","3","","",""
"Rather not true","1990","general elemantary","West Germany","","","",""
"Rather not true","1990","general elemantary","East Germany","125","0.24520290978859","0.20804747096262","0.28235834861456"
"Rather not true","1990","middle vocational","West Germany","","","",""
"Rather not true","1990","middle vocational","East Germany","484","0.193107949951901","0.177693011244066","0.208522888659736"
"Rather not true","1990","vocational + Abi","West Germany","","","",""
"Rather not true","1990","vocational + Abi","East Germany","24","","",""
"Rather not true","1990","higher vocational","West Germany","","","",""
"Rather not true","1990","higher vocational","East Germany","43","0.156936726128635","0.112552299119759","0.20132115313751"
"Rather not true","1990","higher education","West Germany","","","",""
"Rather not true","1990","higher education","East Germany","201","0.196445299705354","0.171708711025048","0.221181888385661"
"Totally disagree","1990","in school","West Germany","","","",""
"Totally disagree","1990","in school","East Germany","20","","",""
"Totally disagree","1990","inadequately","West Germany","","","",""
"Totally disagree","1990","inadequately","East Germany","7","","",""
"Totally disagree","1990","general elemantary","West Germany","","","",""
"Totally disagree","1990","general elemantary","East Germany","249","0.44829626269229","0.405344598195492","0.491247927189088"
"Totally disagree","1990","middle vocational","West Germany","","","",""
"Totally disagree","1990","middle vocational","East Germany","1593","0.616872861846693","0.597888181138161","0.635857542555224"
"Totally disagree","1990","vocational + Abi","West Germany","","","",""
"Totally disagree","1990","vocational + Abi","East Germany","41","0.536914634197163","0.427648331819894","0.646180936574432"
"Totally disagree","1990","higher vocational","West Germany","","","",""
"Totally disagree","1990","higher vocational","East Germany","198","0.765193298206422","0.713470851472904","0.81691574493994"
"Totally disagree","1990","higher education","West Germany","","","",""
"Totally disagree","1990","higher education","East Germany","635","0.629591504309172","0.599525122871482","0.659657885746863"
"True entirely","1991","in school","West Germany","","","",""
"True entirely","1991","in school","East Germany","1","","",""
"True entirely","1991","inadequately","West Germany","","","",""
"True entirely","1991","inadequately","East Germany","2","","",""
"True entirely","1991","general elemantary","West Germany","1","","",""
"True entirely","1991","general elemantary","East Germany","50","0.129935388657335","0.0990747331273069","0.160796044187363"
"True entirely","1991","middle vocational","West Germany","","","",""
