"plh0189","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","no migration background","Male","408","0.201224413229856","0.183792744440167","0.218656082019545","3"
"Rather not true","1990","no migration background","Female","450","0.199569022078474","0.183002906001043","0.216135138155904","3"
"Rather not true","1990","direct migration background","Male","9","","","","3"
"Rather not true","1990","direct migration background","Female","19","","","","3"
"Rather not true","1990","indirect migration background","Male","","","","","3"
"Rather not true","1990","indirect migration background","Female","1","","","","3"
"Tends to agree","1990","no migration background","Male","117","0.0661577060494952","0.0553505050725864","0.0769649070264041","2"
"Tends to agree","1990","direct migration background","Male","8","","","","2"
"Tends to agree","1990","direct migration background","Female","10","","","","2"
"Tends to agree","1990","indirect migration background","Male","","","","","2"
"Tends to agree","1990","no migration background","Female","261","0.132073945976338","0.118040570966034","0.146107320986642","2"
"Tends to agree","1990","indirect migration background","Female","","","","","2"
"Totally disagree","1990","no migration background","Male","1366","0.660791127507181","0.640206076739924","0.681376178274438","4"
"Totally disagree","1990","no migration background","Female","1292","0.552366860503779","0.53175642757197","0.572977293435589","4"
"Totally disagree","1990","direct migration background","Male","43","0.66682973803951","0.551351885529403","0.782307590549618","4"
"Totally disagree","1990","indirect migration background","Male","1","","","","4"
"Totally disagree","1990","direct migration background","Female","43","0.54493226660014","0.434420105127963","0.655444428072318","4"
"Totally disagree","1990","indirect migration background","Female","","","","","4"
"True entirely","1990","no migration background","Male","141","0.0718267532134679","0.0606002661531688","0.0830532402737671","1"
"True entirely","1990","no migration background","Female","233","0.115990171441409","0.102717714246018","0.1292626286368","1"
"True entirely","1990","direct migration background","Male","4","","","","1"
"True entirely","1990","direct migration background","Female","6","","","","1"
"True entirely","1990","indirect migration background","Male","","","","","1"
"True entirely","1990","indirect migration background","Female","","","","","1"
"Rather not true","1991","no migration background","Male","448","0.24614328207573","0.226900355516605","0.265386208634856","3"
"Rather not true","1991","no migration background","Female","518","0.256015307527732","0.23731355880447","0.274717056250995","3"
"Rather not true","1991","direct migration background","Male","14","","","","3"
"Rather not true","1991","direct migration background","Female","21","","","","3"
"Rather not true","1991","indirect migration background","Male","2","","","","3"
"Rather not true","1991","indirect migration background","Female","","","","","3"
"Tends to agree","1991","no migration background","Female","239","0.139639415907856","0.124786507067979","0.154492324747733","2"
"Tends to agree","1991","direct migration background","Male","9","","","","2"
"Tends to agree","1991","no migration background","Male","118","0.0714484006849717","0.0599421984967692","0.0829546028731742","2"
"Tends to agree","1991","direct migration background","Female","17","","","","2"
"Tends to agree","1991","indirect migration background","Male","","","","","2"
"Tends to agree","1991","indirect migration background","Female","","","","","2"
"Totally disagree","1991","no migration background","Male","1233","0.615415717022842","0.593683062226856","0.637148371818828","4"
"Totally disagree","1991","no migration background","Female","1139","0.503953053578674","0.482527912924311","0.525378194233036","4"
"Totally disagree","1991","direct migration background","Male","34","0.569565727202476","0.444281092188838","0.694850362216113","4"
"Totally disagree","1991","indirect migration background","Male","","","","","4"
"Totally disagree","1991","direct migration background","Female","35","0.450229949027018","0.341883842146433","0.558576055907602","4"
"Totally disagree","1991","indirect migration background","Female","1","","","","4"
"True entirely","1991","no migration background","Male","126","0.0669926002164559","0.0558242587068335","0.0781609417260783","1"
"True entirely","1991","no migration background","Female","196","0.100392222985738","0.08751435742341","0.113270088548065","1"
"True entirely","1991","direct migration background","Male","3","","","","1"
"True entirely","1991","direct migration background","Female","8","","","","1"
"True entirely","1991","indirect migration background","Male","","","","","1"
"True entirely","1991","indirect migration background","Female","","","","","1"
"Rather not true","1992","no migration background","Male","1317","0.275404247396482","0.262920559894443","0.287887934898522","3"
"Rather not true","1992","no migration background","Female","1536","0.284254640869095","0.272241908114207","0.296267373623983","3"
"Rather not true","1992","direct migration background","Male","74","0.31653600367032","0.259670235827759","0.373401771512881","3"
"Rather not true","1992","direct migration background","Female","92","0.266471103048924","0.217725188459702","0.315217017638147","3"
"Rather not true","1992","indirect migration background","Male","17","","","","3"
"Rather not true","1992","indirect migration background","Female","11","","","","3"
"Tends to agree","1992","no migration background","Male","364","0.0863080613387543","0.0784604902753499","0.0941556324021588","2"
"Tends to agree","1992","no migration background","Female","712","0.157287642951313","0.147591572856188","0.166983713046437","2"
"Tends to agree","1992","direct migration background","Female","42","0.11669945791817","0.0813002766495257","0.152098639186815","2"
"Tends to agree","1992","direct migration background","Male","24","","","","2"
"Tends to agree","1992","indirect migration background","Male","4","","","","2"
"Tends to agree","1992","indirect migration background","Female","10","","","","2"
"Totally disagree","1992","no migration background","Male","2926","0.569332668841469","0.555494975668873","0.583170362014064","4"
"Totally disagree","1992","no migration background","Female","2701","0.461966956696094","0.448689383817461","0.475244529574727","4"
"Totally disagree","1992","direct migration background","Male","143","0.52664108861447","0.465598326318386","0.587683850910554","4"
"Totally disagree","1992","direct migration background","Female","146","0.466684969625832","0.411679184439707","0.521690754811956","4"
"Totally disagree","1992","indirect migration background","Male","17","","","","4"
"Totally disagree","1992","indirect migration background","Female","20","","","","4"
"True entirely","1992","no migration background","Male","312","0.0689550224232945","0.0618742935927673","0.0760357512538217","1"
"True entirely","1992","no migration background","Female","467","0.0964907594834983","0.0886272226596331","0.104354296307364","1"
"True entirely","1992","direct migration background","Male","16","","","","1"
"True entirely","1992","direct migration background","Female","36","0.150144469407074","0.110759385777346","0.189529553036802","1"
"True entirely","1992","indirect migration background","Male","1","","","","1"
"True entirely","1992","indirect migration background","Female","1","","","","1"
"Rather not true","1993","no migration background","Male","1337","0.281821078657777","0.269133533843977","0.294508623471578","3"
"Rather not true","1993","no migration background","Female","1481","0.287426944447377","0.275262474267968","0.299591414626786","3"
