"plh0189","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","16-34 y.","Male","189","0.229116232825299","0.200525095918608","0.257707369731991","3"
"Rather not true","1990","16-34 y.","Female","199","0.225527879305147","0.197579635603327","0.253476123006966","3"
"Rather not true","1990","35-65 y.","Male","200","0.17804165553781","0.155697465720066","0.200385845355554","3"
"Rather not true","1990","35-65 y.","Female","211","0.182423494100594","0.160247162101486","0.204599826099701","3"
"Rather not true","1990","66 and older","Male","28","","","","3"
"Rather not true","1990","66 and older","Female","60","0.208569486324103","0.16188921436762","0.255249758280587","3"
"Tends to agree","1990","16-34 y.","Male","51","0.0651949117350728","0.0484000501288159","0.0819897733413297","2"
"Tends to agree","1990","35-65 y.","Male","63","0.0668093148865301","0.0522251151872406","0.0813935145858197","2"
"Tends to agree","1990","35-65 y.","Female","116","0.107179300713936","0.0894160390548269","0.124942562373045","2"
"Tends to agree","1990","66 and older","Male","11","","","","2"
"Tends to agree","1990","16-34 y.","Female","94","0.11907312788345","0.0974146306898768","0.140731625077022","2"
"Tends to agree","1990","66 and older","Female","61","0.209805639309964","0.163023816663833","0.256587461956095","2"
"Totally disagree","1990","16-34 y.","Male","532","0.635296568153174","0.60254989202964","0.668043244276708","4"
"Totally disagree","1990","16-34 y.","Female","489","0.569104118326771","0.535988448419448","0.602219788234094","4"
"Totally disagree","1990","35-65 y.","Male","783","0.681064816516619","0.653842546707362","0.708287086325876","4"
"Totally disagree","1990","66 and older","Male","95","0.658295671456612","0.580011443201916","0.736579899711308","4"
"Totally disagree","1990","35-65 y.","Female","723","0.602496456146289","0.574394737640473","0.630598174652105","4"
"Totally disagree","1990","66 and older","Female","123","0.4047001754033","0.348305750766621","0.46109460003998","4"
"True entirely","1990","16-34 y.","Male","58","0.0703922872864538","0.0529893945840805","0.0877951799888271","1"
"True entirely","1990","16-34 y.","Female","77","0.0862948744846331","0.0675169736873584","0.105072775281908","1"
"True entirely","1990","35-65 y.","Male","80","0.0740842130590409","0.0587864659839145","0.0893819601341674","1"
"True entirely","1990","35-65 y.","Female","115","0.107900749039181","0.0900850057813277","0.125716492297035","1"
"True entirely","1990","66 and older","Male","7","","","","1"
"True entirely","1990","66 and older","Female","47","0.176924698962632","0.133080149274967","0.220769248650298","1"
"Rather not true","1991","16-34 y.","Male","202","0.273659312122664","0.241730520381491","0.305588103863837","3"
"Rather not true","1991","16-34 y.","Female","221","0.291831526636484","0.260110737185638","0.32355231608733","3"
"Rather not true","1991","35-65 y.","Male","228","0.219584303641804","0.195165341673845","0.244003265609763","3"
"Rather not true","1991","35-65 y.","Female","247","0.224505162744161","0.200035717343884","0.248974608144438","3"
"Rather not true","1991","66 and older","Male","34","0.285711400936453","0.209222867089815","0.362199934783091","3"
"Rather not true","1991","66 and older","Female","71","0.272857953969349","0.219529544363677","0.326186363575021","3"
"Tends to agree","1991","16-34 y.","Female","77","0.101451433813255","0.0803841055742345","0.122518762052275","2"
"Tends to agree","1991","35-65 y.","Male","75","0.0837503430501065","0.067409902390405","0.100090783709808","2"
"Tends to agree","1991","16-34 y.","Male","43","0.0692311890468782","0.0510518123593275","0.0874105657344288","2"
"Tends to agree","1991","35-65 y.","Female","121","0.135319947110218","0.115259983799317","0.155379910421118","2"
"Tends to agree","1991","66 and older","Male","9","","","","2"
"Tends to agree","1991","66 and older","Female","58","0.221684033332197","0.171953184606774","0.271414882057621","2"
"Totally disagree","1991","16-34 y.","Male","456","0.598528428448998","0.563422782162321","0.633634074735676","4"
"Totally disagree","1991","16-34 y.","Female","441","0.548851370060348","0.51413000530778","0.583572734812916","4"
"Totally disagree","1991","35-65 y.","Male","730","0.630540495722473","0.602069446783875","0.65901154466107","4"
"Totally disagree","1991","66 and older","Male","81","0.575545463284035","0.491859792951554","0.659231133616516","4"
"Totally disagree","1991","35-65 y.","Female","635","0.534902510322603","0.505652176948493","0.564152843696714","4"
"Totally disagree","1991","66 and older","Female","99","0.350474137561213","0.293351677067077","0.407596598055349","4"
"True entirely","1991","16-34 y.","Male","48","0.0585810703814599","0.0417629561917944","0.0753991845711253","1"
"True entirely","1991","16-34 y.","Female","50","0.0578656694899126","0.0415735909447478","0.0741577480350774","1"
"True entirely","1991","35-65 y.","Male","71","0.0661248575856166","0.0514663303931831","0.0807833847780501","1"
"True entirely","1991","35-65 y.","Female","114","0.105272379823018","0.087274383987756","0.12327037565828","1"
"True entirely","1991","66 and older","Male","10","","","","1"
"True entirely","1991","66 and older","Female","40","0.154983875137241","0.111657091541303","0.198310658733179","1"
"Rather not true","1992","16-34 y.","Male","611","0.334194547793822","0.313171619454931","0.355217476132714","3"
"Rather not true","1992","16-34 y.","Female","679","0.349838243406678","0.328952402368547","0.370724084444808","3"
"Rather not true","1992","35-65 y.","Male","684","0.261368136633506","0.244943299903863","0.277792973363148","3"
"Rather not true","1992","35-65 y.","Female","734","0.262606176724933","0.246543127657939","0.278669225791926","3"
"Rather not true","1992","66 and older","Male","113","0.211980180953042","0.177249885787213","0.246710476118871","3"
"Rather not true","1992","66 and older","Female","226","0.241718175316773","0.213559541188124","0.269876809445422","3"
"Tends to agree","1992","16-34 y.","Male","131","0.0785713162637444","0.0665795616146614","0.0905630709128273","2"
"Tends to agree","1992","16-34 y.","Female","206","0.115217232051617","0.101234737362352","0.129199726740882","2"
"Tends to agree","1992","35-65 y.","Female","362","0.135468928716993","0.122976815222461","0.147961042211525","2"
"Tends to agree","1992","35-65 y.","Male","201","0.0790083764674522","0.0689245554155966","0.0890921975193078","2"
"Tends to agree","1992","66 and older","Male","60","0.134568493289847","0.10556967365558","0.163567312924115","2"
"Tends to agree","1992","66 and older","Female","196","0.244466088068621","0.216199206404019","0.272732969733222","2"
"Totally disagree","1992","16-34 y.","Male","1112","0.544465466779108","0.522269928662975","0.566661004895241","4"
"Totally disagree","1992","16-34 y.","Female","1012","0.487730149947989","0.465840096804343","0.509620203091636","4"
"Totally disagree","1992","35-65 y.","Male","1662","0.579631120791499","0.561178763849466","0.598083477733533","4"
"Totally disagree","1992","35-65 y.","Female","1495","0.49594048985537","0.477689708609406","0.514191271101335","4"
"Totally disagree","1992","66 and older","Male","312","0.566923658476482","0.524818355661905","0.609028961291059","4"
"Totally disagree","1992","66 and older","Female","360","0.362113075518713","0.330502270087642","0.393723880949784","4"
"True entirely","1992","16-34 y.","Male","80","0.0427686691633251","0.0337510648078947","0.0517862735187556","1"
"True entirely","1992","16-34 y.","Female","106","0.0472143745937162","0.0379259441073867","0.0565028050800457","1"
"True entirely","1992","35-65 y.","Male","202","0.0799923661075428","0.069851367849585","0.0901333643655007","1"
"True entirely","1992","35-65 y.","Female","292","0.105984404702704","0.094748208875367","0.117220600530041","1"
"True entirely","1992","66 and older","Male","47","0.0865276672806284","0.0626375945634784","0.110417739997778","1"
"True entirely","1992","66 and older","Female","106","0.151702661095893","0.12810808060896","0.175297241582826","1"
"Rather not true","1993","16-34 y.","Male","731","0.321737341477073","0.303258615251563","0.340216067702582","3"
