"plh0189","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1992","Employed","Full Time","1472","0.285189844286959","0.273069746191282","0.297309942382635","3"
"Rather not true","1992","Not Employed","Part Time","","","","","3"
"Rather not true","1992","Not Employed","Full Time","","","","","3"
"Rather not true","1992","Not Employed","Not Working","964","0.26470132593534","0.250155956100249","0.279246695770431","3"
"Rather not true","1992","Employed","Part Time","611","0.304427668346612","0.284857973905174","0.323997362788049","3"
"Rather not true","1992","Employed","Not Working","","","","","3"
"Tends to agree","1992","Not Employed","Full Time","","","","","2"
"Tends to agree","1992","Not Employed","Part Time","","","","","2"
"Tends to agree","1992","Employed","Full Time","396","0.0845177029070145","0.0770507645241394","0.0919846412898896","2"
"Tends to agree","1992","Not Employed","Not Working","517","0.169191753339314","0.156830718988277","0.181552787690351","2"
"Tends to agree","1992","Employed","Part Time","243","0.116810516432735","0.103150892230678","0.130470140634791","2"
"Tends to agree","1992","Employed","Not Working","","","","","2"
"Totally disagree","1992","Not Employed","Full Time","","","","","4"
"Totally disagree","1992","Not Employed","Part Time","","","","","4"
"Totally disagree","1992","Not Employed","Not Working","1730","0.460057206147666","0.443625047775259","0.476489364520074","4"
"Totally disagree","1992","Employed","Full Time","3109","0.558681632255713","0.545352497825521","0.572010766685904","4"
"Totally disagree","1992","Employed","Part Time","1114","0.506203798043848","0.484941636812048","0.527465959275647","4"
"Totally disagree","1992","Employed","Not Working","","","","","4"
"True entirely","1992","Not Employed","Full Time","","","","","1"
"True entirely","1992","Not Employed","Part Time","","","","","1"
"True entirely","1992","Not Employed","Not Working","323","0.10604971457768","0.0958983072541015","0.116201121901258","1"
"True entirely","1992","Employed","Full Time","354","0.0716108205503143","0.0646893542323386","0.07853228686829","1"
"True entirely","1992","Employed","Part Time","156","0.0725580171768059","0.0615259495978203","0.0835900847557916","1"
"True entirely","1992","Employed","Not Working","","","","","1"
"Rather not true","1993","Not Employed","Full Time","","","","","3"
"Rather not true","1993","Not Employed","Part Time","","","","","3"
"Rather not true","1993","Not Employed","Not Working","1213","0.27218288462416","0.259037721669423","0.285328047578896","3"
"Rather not true","1993","Employed","Full Time","1722","0.289452556483141","0.278201165018039","0.300703947948243","3"
"Rather not true","1993","Employed","Part Time","702","0.305935439339499","0.287696369468782","0.324174509210216","3"
"Rather not true","1993","Employed","Not Working","","","","","3"
"Tends to agree","1993","Not Employed","Part Time","","","","","2"
"Tends to agree","1993","Not Employed","Full Time","","","","","2"
"Tends to agree","1993","Not Employed","Not Working","666","0.166518080286306","0.15551528012184","0.177520880450773","2"
