"plj0046","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","college entrance qualification","direct migration background","32","0.265507237960107","0.198530838314417","0.332483637605797"
"Big worries","1999","college entrance qualification","indirect migration background","10","","",""
"Big worries","1999","college entrance qualification","no migration background","422","0.222137695111819","0.203781719513906","0.240493670709732"
"Big worries","1999","lower secondary degree","direct migration background","172","0.32921232626046","0.289974686816343","0.368449965704577"
"Big worries","1999","lower secondary degree","indirect migration background","66","0.375785327360702","0.311493356362216","0.440077298359188"
"Big worries","1999","lower secondary degree","no migration background","2048","0.442550124988037","0.428398384103789","0.456701865872285"
"Big worries","1999","no degree/no degree yet","direct migration background","83","0.196758050903519","0.157896107852732","0.235619993954307"
"Big worries","1999","no degree/no degree yet","indirect migration background","15","","",""
"Big worries","1999","no degree/no degree yet","no migration background","100","0.388604542991188","0.333075872437335","0.44413321354504"
"Big worries","1999","Other degree","direct migration background","173","0.193883666748509","0.166890492522736","0.220876840974282"
"Big worries","1999","Other degree","indirect migration background","3","","",""
"Big worries","1999","Other degree","no migration background","36","0.395144961360099","0.294699279674671","0.495590643045527"
"Big worries","1999","secondary school degree","direct migration background","42","0.363026023732164","0.287566246982946","0.438485800481381"
"Big worries","1999","secondary school degree","indirect migration background","32","0.241015239715494","0.169133692429585","0.312896787001404"
"Big worries","1999","secondary school degree","no migration background","1369","0.378545487883342","0.362608405086475","0.39448257068021"
"No worries","1999","college entrance qualification","direct migration background","59","0.30226410178982","0.232612890248945","0.371915313330695"
"No worries","1999","college entrance qualification","indirect migration background","44","0.585682511131909","0.485023667202505","0.686341355061313"
"No worries","1999","college entrance qualification","no migration background","657","0.328057161652624","0.3073244597097","0.348789863595548"
"No worries","1999","lower secondary degree","direct migration background","128","0.201550870736865","0.168055232548651","0.235046508925078"
"No worries","1999","lower secondary degree","indirect migration background","44","0.150140042325676","0.102722199272518","0.197557885378834"
"No worries","1999","lower secondary degree","no migration background","525","0.105927536808957","0.0971592142177304","0.114695859400183"
"No worries","1999","no degree/no degree yet","direct migration background","128","0.334570475989751","0.288446163634922","0.380694788344579"
"No worries","1999","no degree/no degree yet","indirect migration background","30","0.382340480546998","0.271618985433192","0.493061975660804"
"No worries","1999","no degree/no degree yet","no migration background","75","0.248800072136617","0.199550183225129","0.298049961048105"
