"pli0095_h","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1985","66 and older","Part Time","2","","","","3"
"Min 1x per month","1985","35-65 y.","Part Time","215","0.222520871899813","0.19594527515228","0.249096468647345","3"
"Min 1x per month","1985","16-34 y.","Part Time","282","0.319300660467646","0.288480760376834","0.350120560558457","3"
"Min 1x per month","1985","16-34 y.","Full Time","638","0.333412645707234","0.31235840815329","0.354466883261177","3"
"Min 1x per month","1985","35-65 y.","Not Working","417","0.227991376006044","0.208496054454947","0.247486697557141","3"
"Min 1x per month","1985","16-34 y.","Not Working","373","0.273911421095154","0.250042456767701","0.297780385422607","3"
"Min 1x per month","1985","66 and older","Not Working","131","0.122736122876481","0.102935758395137","0.142536487357825","3"
"Min 1x per month","1985","35-65 y.","Full Time","788","0.244320693276157","0.22894237839703","0.259699008155284","3"
"Min 1x per month","1985","66 and older","Full Time","1","","","","3"
"Min 1x per week","1985","16-34 y.","Full Time","212","0.0902018255884352","0.0774080083109165","0.102995642865954","2"
"Min 1x per week","1985","16-34 y.","Part Time","110","0.11522931420879","0.0941211480275168","0.136337480390063","2"
"Min 1x per week","1985","16-34 y.","Not Working","184","0.115419228482702","0.0983174399131643","0.13252101705224","2"
"Min 1x per week","1985","35-65 y.","Full Time","318","0.0879374069911109","0.0778015842251272","0.0980732297570947","2"
"Min 1x per week","1985","35-65 y.","Part Time","109","0.0973875531427399","0.0784442519045738","0.116330854380906","2"
"Min 1x per week","1985","35-65 y.","Not Working","230","0.118259885416394","0.103254431285992","0.133265339546796","2"
"Min 1x per week","1985","66 and older","Full Time","","","","","2"
"Min 1x per week","1985","66 and older","Part Time","6","","","","2"
"Min 1x per week","1985","66 and older","Not Working","92","0.0900102145438611","0.0727404658296261","0.107279963258096","2"
"Never","1985","16-34 y.","Not Working","183","0.140114601832043","0.121536741750278","0.158692461913807","5"
"Never","1985","16-34 y.","Full Time","193","0.0847248573186651","0.0722882704821657","0.0971614441551646","5"
"Never","1985","35-65 y.","Full Time","443","0.139752052226084","0.127342652393528","0.15216145205864","5"
"Never","1985","35-65 y.","Part Time","149","0.160646694024247","0.137184880522684","0.184108507525811","5"
"Never","1985","16-34 y.","Part Time","93","0.104052164838625","0.0838675449251217","0.124236784752129","5"
"Never","1985","35-65 y.","Not Working","387","0.223867448067968","0.204497719244895","0.24323717689104","5"
"Never","1985","66 and older","Full Time","9","","","","5"
"Never","1985","66 and older","Part Time","12","","","","5"
"Never","1985","66 and older","Not Working","535","0.517571030592846","0.487418516391013","0.547723544794679","5"
"Rarely","1985","35-65 y.","Part Time","468","0.5194448809332","0.487522548304447","0.551367213561953","4"
"Rarely","1985","16-34 y.","Part Time","394","0.461417860484939","0.428462442247304","0.494373278722574","4"
"Rarely","1985","35-65 y.","Not Working","745","0.429881290509595","0.406876566059564","0.452886014959625","4"
"Rarely","1985","16-34 y.","Full Time","883","0.491660671385666","0.46933371417503","0.513987628596302","4"
"Rarely","1985","16-34 y.","Not Working","601","0.470554748590101","0.44384010951627","0.497269387663932","4"
"Rarely","1985","66 and older","Full Time","7","","","","4"
"Rarely","1985","35-65 y.","Full Time","1450","0.527989847506648","0.51012298423142","0.545856710781875","4"
"Rarely","1985","66 and older","Part Time","7","","","","4"
"Rarely","1985","66 and older","Not Working","297","0.269682631986812","0.242903027120723","0.296462236852901","4"
"Min 1x per month","1986","16-34 y.","Part Time","255","0.275062202459611","0.245658835762339","0.304465569156883","3"
"Min 1x per month","1986","66 and older","Part Time","2","","","","3"
"Min 1x per month","1986","35-65 y.","Part Time","166","0.165494433335669","0.141388773911197","0.189600092760141","3"
"Min 1x per month","1986","66 and older","Not Working","97","0.0941316729596329","0.0759509273534358","0.11231241856583","3"
"Min 1x per month","1986","35-65 y.","Not Working","330","0.188781680497369","0.17005758224002","0.207505778754719","3"
"Min 1x per month","1986","16-34 y.","Full Time","611","0.30495377182708","0.284530184133687","0.325377359520472","3"
"Min 1x per month","1986","16-34 y.","Not Working","330","0.260332970012831","0.235928464629582","0.284737475396081","3"
"Min 1x per month","1986","35-65 y.","Full Time","646","0.204610154516937","0.18983815139973","0.219382157634144","3"
"Min 1x per month","1986","66 and older","Full Time","2","","","","3"
"Min 1x per week","1986","16-34 y.","Full Time","174","0.0761065458577126","0.0643432197942026","0.0878698719212226","2"
"Min 1x per week","1986","16-34 y.","Part Time","75","0.0832348645028774","0.0650456932082428","0.101424035797512","2"
"Min 1x per week","1986","16-34 y.","Not Working","124","0.0810684401707331","0.0658890338892675","0.0962478464521988","2"
"Min 1x per week","1986","35-65 y.","Full Time","198","0.05988297869644","0.0511948062329162","0.0685711511599639","2"
