"pli0095_h","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1985","16-34 y.","lower secondary degree","189","0.0948424340448151","0.0805615030836485","0.109123365005982"
"Min 1x per week","1985","16-34 y.","secondary school degree","85","0.0806852800515708","0.0635988062674221","0.0977717538357196"
"Min 1x per week","1985","16-34 y.","college entrance qualification","93","0.149729866852729","0.121977890954657","0.1774818427508"
"Min 1x per week","1985","16-34 y.","Other degree","71","0.16400587757833","0.127764289242899","0.200247465913761"
"Min 1x per week","1985","16-34 y.","no degree/no degree yet","52","0.0937681472182049","0.066215635732659","0.121320658703751"
"Min 1x per week","1985","35-65 y.","lower secondary degree","285","0.0955564177399819","0.0850243073236387","0.106088528156325"
"Min 1x per week","1985","35-65 y.","secondary school degree","65","0.0954661490489022","0.0739268193295093","0.117005478768295"
"Min 1x per week","1985","35-65 y.","college entrance qualification","40","0.0835382545501425","0.0591385545982302","0.107937954502055"
"Min 1x per week","1985","35-65 y.","Other degree","147","0.183220168922737","0.156628722545471","0.209811615300002"
"Min 1x per week","1985","35-65 y.","no degree/no degree yet","109","0.180765806773713","0.151067587403099","0.210464026144327"
"Min 1x per week","1985","66 and older","lower secondary degree","74","0.0910029416087516","0.0713172752988818","0.110688607918621"
"Min 1x per week","1985","66 and older","secondary school degree","20","","",""
"Min 1x per week","1985","66 and older","college entrance qualification","4","","",""
"Min 1x per week","1985","66 and older","Other degree","","","",""
"Min 1x per week","1985","66 and older","no degree/no degree yet","","","",""
"Min 1x per month","1985","16-34 y.","lower secondary degree","518","0.324954933224463","0.302126766685583","0.347783099763343"
"Min 1x per month","1985","16-34 y.","secondary school degree","309","0.30806962299531","0.2791042704084","0.33703497558222"
"Min 1x per month","1985","16-34 y.","college entrance qualification","201","0.32577651548079","0.289324373503259","0.36222865745832"
"Min 1x per month","1985","16-34 y.","Other degree","135","0.35692480022923","0.310033189835444","0.403816410623016"
"Min 1x per month","1985","16-34 y.","no degree/no degree yet","108","0.219865450954994","0.180720377312564","0.259010524597425"
"Min 1x per month","1985","35-65 y.","lower secondary degree","723","0.240475148376009","0.225164244584192","0.255786052167827"
"Min 1x per month","1985","35-65 y.","secondary school degree","156","0.219167849743007","0.188845536008765","0.249490163477249"
"Min 1x per month","1985","35-65 y.","college entrance qualification","94","0.197870129765808","0.162738598435596","0.23300166109602"
"Min 1x per month","1985","35-65 y.","Other degree","254","0.293831975328242","0.262520295323357","0.325143655333127"
"Min 1x per month","1985","35-65 y.","no degree/no degree yet","183","0.257483168041996","0.223739226718156","0.291227109365836"
"Min 1x per month","1985","66 and older","lower secondary degree","94","0.115474277602127","0.093599732752577","0.137348822451677"
"Min 1x per month","1985","66 and older","secondary school degree","27","","",""
"Min 1x per month","1985","66 and older","college entrance qualification","10","","",""
"Min 1x per month","1985","66 and older","Other degree","1","","",""
"Min 1x per month","1985","66 and older","no degree/no degree yet","2","","",""
"Rarely","1985","16-34 y.","lower secondary degree","718","0.46582092865547","0.441507510808587","0.490134346502353"
"Rarely","1985","16-34 y.","secondary school degree","497","0.523221680865388","0.49188707061925","0.554556291111526"
"Rarely","1985","16-34 y.","college entrance qualification","290","0.444706964584603","0.40605609163416","0.483357837535046"
"Rarely","1985","16-34 y.","Other degree","141","0.366467068130557","0.319306613937283","0.413627522323832"
"Rarely","1985","16-34 y.","no degree/no degree yet","200","0.520687070647704","0.473468609189192","0.567905532106216"
"Rarely","1985","35-65 y.","lower secondary degree","1493","0.492680543868524","0.474769611343915","0.510591476393132"
"Rarely","1985","35-65 y.","secondary school degree","375","0.511162027669912","0.474521912573503","0.547802142766322"
"Rarely","1985","35-65 y.","college entrance qualification","281","0.559378690527703","0.51559923823911","0.603158142816296"
"Rarely","1985","35-65 y.","Other degree","279","0.352255643514823","0.31942090084592","0.385090386183726"
"Rarely","1985","35-65 y.","no degree/no degree yet","211","0.312700253000509","0.276923127695531","0.348477378305487"
"Rarely","1985","66 and older","lower secondary degree","233","0.268010942383936","0.237695094293609","0.298326790474263"
"Rarely","1985","66 and older","secondary school degree","49","0.286969875533282","0.218568388371318","0.355371362695246"
"Rarely","1985","66 and older","college entrance qualification","24","","",""
"Rarely","1985","66 and older","Other degree","2","","",""
"Rarely","1985","66 and older","no degree/no degree yet","3","","",""
"Never","1985","16-34 y.","lower secondary degree","192","0.114381704075252","0.0988687448029058","0.129894663347598"
"Never","1985","16-34 y.","secondary school degree","85","0.0880234160877311","0.0702482308438555","0.105798601331607"
"Never","1985","16-34 y.","college entrance qualification","51","0.0797866530818788","0.0587115059057232","0.100861800258035"
"Never","1985","16-34 y.","Other degree","54","0.112602254061883","0.0816630877171078","0.143541420406658"
"Never","1985","16-34 y.","no degree/no degree yet","70","0.165679331179097","0.130538297605542","0.200820364752651"
"Never","1985","35-65 y.","lower secondary degree","492","0.171287890015485","0.157790185858736","0.184785594172234"
"Never","1985","35-65 y.","secondary school degree","119","0.174203973538179","0.146402968721642","0.202004978354715"
"Never","1985","35-65 y.","college entrance qualification","79","0.159212925156346","0.126949030520322","0.191476819792371"
"Never","1985","35-65 y.","Other degree","133","0.170692212234198","0.144829888507223","0.196554535961173"
"Never","1985","35-65 y.","no degree/no degree yet","142","0.249050772183782","0.215676064733599","0.282425479633966"
"Never","1985","66 and older","lower secondary degree","419","0.525511838405186","0.491333959438846","0.559689717371525"
"Never","1985","66 and older","secondary school degree","72","0.43194245564431","0.357038877805026","0.506846033483594"
"Never","1985","66 and older","college entrance qualification","47","0.576591834523628","0.471552373015884","0.681631296031371"
"Never","1985","66 and older","Other degree","4","","",""
"Never","1985","66 and older","no degree/no degree yet","12","","",""
"Min 1x per week","1986","16-34 y.","lower secondary degree","142","0.0758011201446539","0.0627831469606421","0.0888190933286657"
"Min 1x per week","1986","16-34 y.","secondary school degree","64","0.0649836500278786","0.0494393496117295","0.0805279504440277"
"Min 1x per week","1986","16-34 y.","college entrance qualification","58","0.0904146884003983","0.0687806588374929","0.112048717963304"
