"pli0095_h","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1985","Not Employed","inadequately","88","0.226700071612478","0.182195108425688","0.271205034799268","3"
"Min 1x per month","1985","Employed","vocational + Abi","56","0.285686974285556","0.222444397035071","0.348929551536042","3"
"Min 1x per month","1985","Employed","middle vocational","1016","0.290171815475673","0.275014553643418","0.305329077307927","3"
"Min 1x per month","1985","Not Employed","general elemantary","310","0.182471085149385","0.163035219469482","0.201906950829287","3"
"Min 1x per month","1985","Employed","higher vocational","122","0.275636223568758","0.23430565038952","0.316966796747995","3"
"Min 1x per month","1985","Not Employed","middle vocational","374","0.204099375559746","0.184945961607681","0.223252789511812","3"
"Min 1x per month","1985","Employed","higher education","140","0.243777782573456","0.209479559326097","0.278076005820815","3"
"Min 1x per month","1985","Not Employed","vocational + Abi","30","0.30797187194512","0.205520403014794","0.410423340875447","3"
"Min 1x per month","1985","Not Employed","higher vocational","35","0.190878058672956","0.131094874761043","0.250661242584868","3"
"Min 1x per month","1985","Employed","inadequately","137","0.235601461592892","0.198441253079175","0.272761670106608","3"
"Min 1x per month","1985","Not Employed","in school","44","0.219388371611874","0.158764190399492","0.280012552824257","3"
"Min 1x per month","1985","Employed","general elemantary","440","0.250304713532931","0.228563185023409","0.272046242042454","3"
"Min 1x per month","1985","Not Employed","higher education","29","","","","3"
"Min 1x per month","1985","Employed","in school","2","","","","3"
"Min 1x per week","1985","Not Employed","in school","11","","","","2"
"Min 1x per week","1985","Not Employed","inadequately","56","0.138020666581801","0.101357571975982","0.174683761187621","2"
"Min 1x per week","1985","Not Employed","general elemantary","190","0.112339107456034","0.0964483598967879","0.12822985501528","2"
"Min 1x per week","1985","Not Employed","middle vocational","198","0.104941445346751","0.0903769587974361","0.119505931896066","2"
"Min 1x per week","1985","Not Employed","vocational + Abi","11","","","","2"
"Min 1x per week","1985","Not Employed","higher vocational","13","","","","2"
"Min 1x per week","1985","Not Employed","higher education","19","","","","2"
"Min 1x per week","1985","Employed","in school","1","","","","2"
"Min 1x per week","1985","Employed","inadequately","80","0.166940349839897","0.134285481466296","0.199595218213498","2"
"Min 1x per week","1985","Employed","general elemantary","178","0.0929021410939108","0.078332357483619","0.107471924704203","2"
"Min 1x per week","1985","Employed","middle vocational","359","0.0908255346864443","0.0812283441709331","0.100422725201955","2"
"Min 1x per week","1985","Employed","vocational + Abi","34","0.17239086156335","0.119511060314677","0.225270662812023","2"
"Min 1x per week","1985","Employed","higher vocational","40","0.0867985147772058","0.0607571121604372","0.112839917393974","2"
"Min 1x per week","1985","Employed","higher education","53","0.0864393393709838","0.0639915147916508","0.108887163950317","2"
"Never","1985","Employed","higher vocational","59","0.133951848053098","0.102447514638938","0.165456181467259","5"
"Never","1985","Not Employed","middle vocational","433","0.302289309886158","0.280464773977258","0.324113845795058","5"
"Never","1985","Not Employed","general elemantary","447","0.351269505449971","0.327247587358546","0.375291423541396","5"
"Never","1985","Not Employed","vocational + Abi","14","","","","5"
"Never","1985","Not Employed","inadequately","81","0.267662153150774","0.22060151028204","0.314722796019509","5"
"Never","1985","Not Employed","in school","23","","","","5"
"Never","1985","Not Employed","higher education","39","0.33522583939542","0.258388928130067","0.412062750660773","5"
"Never","1985","Employed","vocational + Abi","25","","","","5"
"Never","1985","Employed","higher education","72","0.117174545703289","0.0914821910759483","0.142866900330629","5"
"Never","1985","Not Employed","higher vocational","58","0.402784885410273","0.328175059806322","0.477394711014225","5"
"Never","1985","Employed","in school","1","","","","5"
"Never","1985","Employed","inadequately","104","0.200357863932699","0.165308490400494","0.235407237464905","5"
"Never","1985","Employed","general elemantary","226","0.153391455608393","0.13530493293409","0.171477978282695","5"
"Never","1985","Employed","middle vocational","394","0.113697367077321","0.103095490520112","0.124299243634531","5"
"Rarely","1985","Not Employed","middle vocational","696","0.388669869207345","0.365505297650659","0.41183444076403","4"
"Rarely","1985","Employed","inadequately","180","0.397100324634512","0.354255154260148","0.439945495008875","4"
"Rarely","1985","Not Employed","inadequately","115","0.367617108654946","0.316366792842167","0.418867424467726","4"
"Rarely","1985","Not Employed","general elemantary","570","0.35392030194461","0.32985722910536","0.37798337478386","4"
"Rarely","1985","Employed","general elemantary","681","0.503401689764765","0.478307503203212","0.528495876326318","4"
"Rarely","1985","Not Employed","higher vocational","60","0.33362848425075","0.261901293687877","0.405355674813623","4"
"Rarely","1985","Not Employed","vocational + Abi","23","","","","4"
"Rarely","1985","Not Employed","in school","101","0.574588157185436","0.502160456408819","0.647015857962053","4"
"Rarely","1985","Not Employed","higher education","58","0.381565554962386","0.302498510235586","0.460632599689186","4"
"Rarely","1985","Employed","in school","3","","","","4"
"Rarely","1985","Employed","middle vocational","1675","0.505305282760561","0.488607374323858","0.522003191197265","4"
"Rarely","1985","Employed","vocational + Abi","81","0.434643861646961","0.36524571271925","0.504042010574672","4"
"Rarely","1985","Employed","higher vocational","228","0.503613413600938","0.457366411695442","0.549860415506435","4"
"Rarely","1985","Employed","higher education","337","0.552608332352271","0.512888948250158","0.592327716454385","4"
"Min 1x per month","1986","Not Employed","vocational + Abi","19","","","","3"
"Min 1x per month","1986","Not Employed","general elemantary","249","0.148666298070169","0.129814133639851","0.167518462500488","3"
"Min 1x per month","1986","Employed","higher vocational","99","0.25627936925589","0.214174259585413","0.298384478926368","3"
"Min 1x per month","1986","Not Employed","middle vocational","309","0.167757301832552","0.149590138476151","0.185924465188953","3"
"Min 1x per month","1986","Employed","vocational + Abi","58","0.298264887971059","0.235330539402711","0.361199236539406","3"
"Min 1x per month","1986","Employed","middle vocational","896","0.246438649362689","0.231869722850105","0.261007575875274","3"
"Min 1x per month","1986","Not Employed","inadequately","66","0.180016542445457","0.138052346265858","0.221980738625056","3"
"Min 1x per month","1986","Employed","higher education","115","0.197698367020075","0.16593694043412","0.22945979360603","3"
"Min 1x per month","1986","Not Employed","higher vocational","30","0.193698519487544","0.132842651241187","0.254554387733902","3"
"Min 1x per month","1986","Not Employed","in school","43","0.227156917857657","0.165947184999519","0.288366650715795","3"
"Min 1x per month","1986","Employed","inadequately","121","0.210075774461489","0.173010279502222","0.247141269420756","3"
"Min 1x per month","1986","Employed","general elemantary","373","0.212505634385689","0.192027708544905","0.232983560226473","3"
"Min 1x per month","1986","Not Employed","higher education","31","0.181933509380567","0.118922346421935","0.244944672339199","3"
"Min 1x per month","1986","Employed","in school","1","","","","3"
"Min 1x per week","1986","Not Employed","in school","13","","","","2"
"Min 1x per week","1986","Not Employed","inadequately","55","0.11121415830989","0.0768742794552894","0.14555403716449","2"
"Min 1x per week","1986","Not Employed","general elemantary","131","0.0956621932819231","0.0800759822217348","0.111248404342111","2"
"Min 1x per week","1986","Not Employed","middle vocational","142","0.0776599383558725","0.0646472968471733","0.0906725798645717","2"
"Min 1x per week","1986","Not Employed","vocational + Abi","9","","","","2"
"Min 1x per week","1986","Not Employed","higher vocational","16","","","","2"
"Min 1x per week","1986","Not Employed","higher education","14","","","","2"
"Min 1x per week","1986","Employed","in school","","","","","2"
"Min 1x per week","1986","Employed","inadequately","43","0.0683422666312079","0.0453827898603966","0.0913017434020192","2"
