"pli0095_h","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1985","Not Employed","lower secondary degree","251","0.101224658251326","0.0888789844532863","0.113570332049365"
"Min 1x per week","1985","Not Employed","secondary school degree","74","0.119557737449723","0.0942229595859627","0.144892515313483"
"Min 1x per week","1985","Not Employed","college entrance qualification","50","0.117007293103256","0.0849831415101158","0.149031444696395"
"Min 1x per week","1985","Not Employed","Other degree","46","0.126453295907592","0.0866619310895171","0.166244660725668"
"Min 1x per week","1985","Not Employed","no degree/no degree yet","72","0.0990355401442643","0.0736526165749858","0.124418463713543"
"Min 1x per week","1985","Employed","lower secondary degree","297","0.0882471582072367","0.0783210327746936","0.0981732836397797"
"Min 1x per week","1985","Employed","secondary school degree","96","0.0770052929886693","0.0621002908170627","0.0919102951602759"
"Min 1x per week","1985","Employed","college entrance qualification","87","0.109549624686845","0.0882630568123415","0.13083619256135"
"Min 1x per week","1985","Employed","Other degree","172","0.187379549396301","0.162604951770421","0.212154147022181"
"Min 1x per week","1985","Employed","no degree/no degree yet","89","0.152570129565723","0.122789030650586","0.182351228480861"
"Min 1x per month","1985","Not Employed","lower secondary degree","436","0.178926929302087","0.163238667711132","0.194615190893042"
"Min 1x per month","1985","Not Employed","secondary school degree","158","0.230906646601699","0.197999853361539","0.263813439841859"
"Min 1x per month","1985","Not Employed","college entrance qualification","98","0.23055318897304","0.18859009733887","0.27251628060721"
"Min 1x per month","1985","Not Employed","Other degree","78","0.243506316362821","0.192121067688984","0.294891565036658"
"Min 1x per month","1985","Not Employed","no degree/no degree yet","134","0.219014555552755","0.183870632923891","0.25415847818162"
"Min 1x per month","1985","Employed","lower secondary degree","899","0.280151804724943","0.264437035632713","0.295866573817174"
"Min 1x per month","1985","Employed","secondary school degree","334","0.265300674440116","0.240617776517121","0.289983572363111"
"Min 1x per month","1985","Employed","college entrance qualification","207","0.259073944733495","0.229213612268334","0.288934277198656"
"Min 1x per month","1985","Employed","Other degree","312","0.33397591654665","0.30403230482384","0.363919528269459"
"Min 1x per month","1985","Employed","no degree/no degree yet","159","0.255478278816527","0.219356447961204","0.29160010967185"
"Rarely","1985","Not Employed","lower secondary degree","900","0.364607291689518","0.344906673606625","0.38430790977241"
"Rarely","1985","Not Employed","secondary school degree","257","0.388096019436669","0.35004300642026","0.426149032453078"
"Rarely","1985","Not Employed","college entrance qualification","158","0.384008698894607","0.335552378821198","0.432465018968016"
"Rarely","1985","Not Employed","Other degree","87","0.37091283662885","0.313080327164539","0.428745346093161"
"Rarely","1985","Not Employed","no degree/no degree yet","218","0.477542379692996","0.435097650357283","0.519987109028709"
"Rarely","1985","Employed","lower secondary degree","1544","0.502043626201304","0.484546883377014","0.519540369025594"
"Rarely","1985","Employed","secondary school degree","664","0.544129220599587","0.516284423875824","0.57197401732335"
"Rarely","1985","Employed","college entrance qualification","437","0.518013964588862","0.483958775356887","0.552069153820836"
"Rarely","1985","Employed","Other degree","335","0.354066916851043","0.323704378271669","0.384429455430418"
"Rarely","1985","Employed","no degree/no degree yet","196","0.378127909973855","0.337965110437484","0.418290709510227"
"Never","1985","Not Employed","lower secondary degree","706","0.355241120757069","0.335652387821836","0.374829853692303"
"Never","1985","Not Employed","secondary school degree","141","0.261439596511909","0.227126768880005","0.295752424143813"
"Never","1985","Not Employed","college entrance qualification","81","0.268430819029098","0.224280230457956","0.312581407600239"
"Never","1985","Not Employed","Other degree","57","0.259127551100737","0.206669855124933","0.311585247076542"
"Never","1985","Not Employed","no degree/no degree yet","108","0.204407524609984","0.170139738474195","0.238675310745773"
"Never","1985","Employed","lower secondary degree","397","0.129557410866516","0.117805945422091","0.14130887631094"
"Never","1985","Employed","secondary school degree","135","0.113564811971629","0.095826285662936","0.131303338280321"
"Never","1985","Employed","college entrance qualification","96","0.113362465990798","0.0917550399712747","0.134969892010321"
"Never","1985","Employed","Other degree","134","0.124577617206006","0.103610898247881","0.14554433616413"
