"pli0095_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1985","1-pers.-HH","in school","","","",""
"Min 1x per week","1985","1-pers.-HH","inadequately","12","","",""
"Min 1x per week","1985","1-pers.-HH","general elemantary","53","0.144575395137542","0.106860498612897","0.182290291662187"
"Min 1x per week","1985","1-pers.-HH","middle vocational","64","0.112821107949351","0.0863083316035016","0.139333884295201"
"Min 1x per week","1985","1-pers.-HH","vocational + Abi","12","","",""
"Min 1x per week","1985","1-pers.-HH","higher vocational","10","","",""
"Min 1x per week","1985","1-pers.-HH","higher education","12","","",""
"Min 1x per week","1985","(Married) couple without C. ","in school","","","",""
"Min 1x per week","1985","(Married) couple without C. ","inadequately","14","","",""
"Min 1x per week","1985","(Married) couple without C. ","general elemantary","64","0.099956510322951","0.0757745423953898","0.124138478250512"
"Min 1x per week","1985","(Married) couple without C. ","middle vocational","126","0.0937110198026829","0.077739674456091","0.109682365149275"
"Min 1x per week","1985","(Married) couple without C. ","vocational + Abi","9","","",""
"Min 1x per week","1985","(Married) couple without C. ","higher vocational","13","","",""
"Min 1x per week","1985","(Married) couple without C. ","higher education","17","","",""
"Min 1x per week","1985","Single parent ","in school","1","","",""
"Min 1x per week","1985","Single parent ","inadequately","3","","",""
"Min 1x per week","1985","Single parent ","general elemantary","14","","",""
"Min 1x per week","1985","Single parent ","middle vocational","22","","",""
"Min 1x per week","1985","Single parent ","vocational + Abi","4","","",""
"Min 1x per week","1985","Single parent ","higher vocational","1","","",""
"Min 1x per week","1985","Single parent ","higher education","2","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","in school","","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","inadequately","45","0.187391596882607","0.139307269986028","0.235475923779185"
"Min 1x per week","1985","Couple + C. LE 16 ","general elemantary","74","0.104866679389744","0.0791677879588526","0.130565570820636"
"Min 1x per week","1985","Couple + C. LE 16 ","middle vocational","150","0.0987706677778655","0.0826511590962098","0.114890176459521"
"Min 1x per week","1985","Couple + C. LE 16 ","vocational + Abi","10","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","higher vocational","18","","",""
"Min 1x per week","1985","Couple + C. LE 16 ","higher education","25","","",""
"Min 1x per week","1985","Couple + C. GT 16 ","in school","7","","",""
"Min 1x per week","1985","Couple + C. GT 16 ","inadequately","17","","",""
"Min 1x per week","1985","Couple + C. GT 16 ","general elemantary","67","0.0976304907294623","0.0740955868917097","0.121165394567215"
"Min 1x per week","1985","Couple + C. GT 16 ","middle vocational","98","0.0940868105464769","0.0752318364285589","0.112941784664395"
"Min 1x per week","1985","Couple + C. GT 16 ","vocational + Abi","5","","",""
"Min 1x per week","1985","Couple + C. GT 16 ","higher vocational","7","","",""
"Min 1x per week","1985","Couple + C. GT 16 ","higher education","9","","",""
"Min 1x per week","1985","Couple + C. LE and GT 16","in school","4","","",""
"Min 1x per week","1985","Couple + C. LE and GT 16","inadequately","37","0.19181813098422","0.136836912923604","0.246799349044837"
"Min 1x per week","1985","Couple + C. LE and GT 16","general elemantary","65","0.0893292188113773","0.0643541497756457","0.114304287847109"
"Min 1x per week","1985","Couple + C. LE and GT 16","middle vocational","62","0.0784123384671175","0.0563439209457877","0.100480755988447"
"Min 1x per week","1985","Couple + C. LE and GT 16","vocational + Abi","3","","",""
"Min 1x per week","1985","Couple + C. LE and GT 16","higher vocational","1","","",""
"Min 1x per week","1985","Couple + C. LE and GT 16","higher education","3","","",""
"Min 1x per month","1985","1-pers.-HH","in school","","","",""
"Min 1x per month","1985","1-pers.-HH","inadequately","10","","",""
"Min 1x per month","1985","1-pers.-HH","general elemantary","64","0.168016918090979","0.127920219835114","0.208113616346844"
"Min 1x per month","1985","1-pers.-HH","middle vocational","140","0.233039087059354","0.197610369784213","0.268467804334494"
"Min 1x per month","1985","1-pers.-HH","vocational + Abi","12","","",""
"Min 1x per month","1985","1-pers.-HH","higher vocational","23","","",""
