"pli0095_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1985","in school","Rural Area","7","","","","3"
"Min 1x per month","1985","higher vocational","Rural Area","35","0.257352027633879","0.181910837187592","0.332793218080166","3"
"Min 1x per month","1985","higher vocational","Urban Area","122","0.247315533562519","0.208956988114829","0.28567407901021","3"
"Min 1x per month","1985","inadequately","Urban Area","199","0.237328894580119","0.206613344191996","0.268044444968242","3"
"Min 1x per month","1985","higher education","Urban Area","148","0.241246183770457","0.207916828992875","0.27457553854804","3"
"Min 1x per month","1985","inadequately","Rural Area","26","","","","3"
"Min 1x per month","1985","higher education","Rural Area","21","","","","3"
"Min 1x per month","1985","general elemantary","Urban Area","578","0.209210946212591","0.192688318044352","0.22573357438083","3"
"Min 1x per month","1985","general elemantary","Rural Area","172","0.210743850881582","0.180829097420588","0.240658604342576","3"
"Min 1x per month","1985","vocational + Abi","Urban Area","74","0.297976548606372","0.23899598015881","0.356957117053934","3"
"Min 1x per month","1985","in school","Urban Area","39","0.228406821477572","0.161225090992056","0.295588551963088","3"
"Min 1x per month","1985","vocational + Abi","Rural Area","12","","","","3"
"Min 1x per month","1985","middle vocational","Urban Area","1082","0.254877952584919","0.241443196737992","0.268312708431847","3"
"Min 1x per month","1985","middle vocational","Rural Area","308","0.265776686428074","0.239707176848697","0.29184619600745","3"
"Min 1x per week","1985","in school","Urban Area","10","","","","2"
"Min 1x per week","1985","in school","Rural Area","2","","","","2"
"Min 1x per week","1985","inadequately","Urban Area","124","0.166135416854256","0.13926383554767","0.193006998160842","2"
"Min 1x per week","1985","inadequately","Rural Area","12","","","","2"
"Min 1x per week","1985","general elemantary","Urban Area","297","0.112134155835199","0.09931677652997","0.124951535140428","2"
"Min 1x per week","1985","general elemantary","Rural Area","71","0.0845354182871631","0.0641303002490986","0.104940536325228","2"
"Min 1x per week","1985","middle vocational","Urban Area","445","0.0976982064810032","0.0885450867722683","0.106851326189738","2"
"Min 1x per week","1985","middle vocational","Rural Area","112","0.0912187515769619","0.0742272376596088","0.108210265494315","2"
"Min 1x per week","1985","vocational + Abi","Urban Area","38","0.171333171054837","0.122742510294621","0.219923831815053","2"
"Min 1x per week","1985","vocational + Abi","Rural Area","7","","","","2"
"Min 1x per week","1985","higher vocational","Urban Area","42","0.0827928423424326","0.0582931816166036","0.107292503068261","2"
"Min 1x per week","1985","higher vocational","Rural Area","11","","","","2"
"Min 1x per week","1985","higher education","Urban Area","61","0.0908789057694412","0.0684871242482516","0.113270687290631","2"
"Min 1x per week","1985","higher education","Rural Area","11","","","","2"
"Never","1985","higher education","Urban Area","91","0.160373869406455","0.131787696719111","0.188960042093799","5"
"Never","1985","inadequately","Rural Area","30","0.342214547425289","0.251029676585854","0.433399418264725","5"
"Never","1985","inadequately","Urban Area","155","0.204100790971075","0.175002617573771","0.23319896436838","5"
"Never","1985","general elemantary","Urban Area","513","0.275675979140526","0.257524061603106","0.293827896677945","5"
"Never","1985","in school","Rural Area","8","","","","5"
"Never","1985","in school","Urban Area","16","","","","5"
"Never","1985","middle vocational","Urban Area","668","0.188673945519657","0.17661238185275","0.200735509186564","5"
"Never","1985","higher vocational","Rural Area","23","","","","5"
"Never","1985","higher education","Rural Area","20","","","","5"
"Never","1985","general elemantary","Rural Area","160","0.262428464205499","0.230157902218754","0.294699026192244","5"
"Never","1985","middle vocational","Rural Area","159","0.174984099446648","0.152561250690628","0.197406948202668","5"
"Never","1985","vocational + Abi","Urban Area","32","0.138243682812839","0.0937337451148033","0.182753620510875","5"
"Never","1985","vocational + Abi","Rural Area","7","","","","5"
"Never","1985","higher vocational","Urban Area","94","0.221459510622965","0.184543248059573","0.258375773186358","5"
"Rarely","1985","inadequately","Rural Area","36","0.346168851214048","0.254734746219779","0.437602956208316","4"
"Rarely","1985","vocational + Abi","Urban Area","87","0.392446597525952","0.329477913978117","0.455415281073787","4"
"Rarely","1985","in school","Rural Area","19","","","","4"
"Rarely","1985","inadequately","Urban Area","259","0.39243489759455","0.35718202043625","0.42768777475285","4"
"Rarely","1985","vocational + Abi","Rural Area","17","","","","4"
"Rarely","1985","general elemantary","Rural Area","311","0.442292266625756","0.405862449478171","0.478722083773341","4"
"Rarely","1985","general elemantary","Urban Area","940","0.402978918811685","0.383054181699864","0.422903655923505","4"
"Rarely","1985","in school","Urban Area","85","0.590111968203227","0.511406973921099","0.668816962485354","4"
"Rarely","1985","middle vocational","Urban Area","1847","0.45874989541442","0.443388278795253","0.474111512033588","4"
"Rarely","1985","middle vocational","Rural Area","524","0.468020462548316","0.438573519303349","0.497467405793284","4"
"Rarely","1985","higher vocational","Urban Area","228","0.448432113472083","0.404216282051479","0.492647944892687","4"
"Rarely","1985","higher vocational","Rural Area","60","0.461211850070414","0.375189266441997","0.547234433698831","4"
"Rarely","1985","higher education","Urban Area","333","0.507501041053647","0.468554637181116","0.546447444926177","4"
"Rarely","1985","higher education","Rural Area","62","0.550238788889162","0.45891955371239","0.641558024065934","4"
"Min 1x per month","1986","general elemantary","Urban Area","491","0.18068165898779","0.164680288344644","0.196683029630936","3"
"Min 1x per month","1986","inadequately","Urban Area","157","0.207589699204828","0.177128114628166","0.23805128378149","3"
"Min 1x per month","1986","higher education","Urban Area","132","0.212491601729054","0.180497733540971","0.244485469917137","3"
"Min 1x per month","1986","inadequately","Rural Area","30","0.156239337055939","0.0867915722600333","0.225687101851845","3"
"Min 1x per month","1986","higher vocational","Rural Area","19","","","","3"
"Min 1x per month","1986","higher vocational","Urban Area","110","0.256715635875414","0.216666453875928","0.296764817874899","3"
"Min 1x per month","1986","in school","Rural Area","6","","","","3"
"Min 1x per month","1986","higher education","Rural Area","14","","","","3"
"Min 1x per month","1986","general elemantary","Rural Area","131","0.161934847448306","0.134246139899153","0.189623554997458","3"
"Min 1x per month","1986","in school","Urban Area","38","0.23133453441497","0.166399435884156","0.296269632945785","3"
"Min 1x per month","1986","vocational + Abi","Urban Area","62","0.282054483123612","0.223771389285758","0.340337576961466","3"
"Min 1x per month","1986","vocational + Abi","Rural Area","15","","","","3"
"Min 1x per month","1986","middle vocational","Urban Area","940","0.211757758758698","0.19897800571518","0.224537511802217","3"
"Min 1x per month","1986","middle vocational","Rural Area","265","0.230815766294041","0.205450286550644","0.256181246037438","3"
"Min 1x per week","1986","in school","Urban Area","11","","","","2"
"Min 1x per week","1986","in school","Rural Area","2","","","","2"
