"pli0095_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1985","Full Time","1-pers.-HH","143","0.317870239829655","0.275363669812132","0.360376809847178","3"
"Min 1x per month","1985","Part Time","(Married) couple without C. ","76","0.252938952299925","0.203993462291507","0.301884442308344","3"
"Min 1x per month","1985","Full Time","Couple + C. GT 16 ","245","0.246403263676108","0.218752953878566","0.27405357347365","3"
"Min 1x per month","1985","Not Working","Couple + C. LE and GT 16","127","0.238360069861634","0.201947877933352","0.274772261789917","3"
"Min 1x per month","1985","Full Time","Couple + C. LE 16 ","422","0.308585739146244","0.284036630427562","0.333134847864926","3"
"Min 1x per month","1985","Part Time","1-pers.-HH","39","0.268776703179608","0.195860383565472","0.341693022793744","3"
"Min 1x per month","1985","Part Time","Single parent ","26","","","","3"
"Min 1x per month","1985","Part Time","Couple + C. LE and GT 16","71","0.230342489539942","0.179358568909913","0.281326410169972","3"
"Min 1x per month","1985","Not Working","1-pers.-HH","94","0.156371033194955","0.126369200280439","0.186372866109472","3"
"Min 1x per month","1985","Not Working","Couple + C. LE 16 ","216","0.292205650227604","0.259978995668917","0.324432304786291","3"
"Min 1x per month","1985","Not Working","Couple + C. GT 16 ","163","0.209961100618424","0.179550000004852","0.240372201231997","3"
"Min 1x per month","1985","Not Working","Single parent ","44","0.192112963846855","0.138955956965558","0.245269970728152","3"
"Min 1x per month","1985","Full Time","(Married) couple without C. ","298","0.27564476755622","0.248289760220568","0.302999774891872","3"
"Min 1x per month","1985","Full Time","Single parent ","57","0.226821020222362","0.173049563822301","0.280592476622423","3"
"Min 1x per month","1985","Full Time","Couple + C. LE and GT 16","204","0.293255758036141","0.25911350688471","0.327398009187572","3"
"Min 1x per month","1985","Part Time","Couple + C. LE 16 ","163","0.302529480172811","0.263459102530862","0.341599857814761","3"
"Min 1x per month","1985","Part Time","Couple + C. GT 16 ","94","0.230829832397386","0.189223717498702","0.272435947296071","3"
"Min 1x per month","1985","Not Working","(Married) couple without C. ","215","0.188910859558116","0.165467701750398","0.212354017365835","3"
"Min 1x per week","1985","Full Time","1-pers.-HH","64","0.131335430962579","0.100502512527124","0.162168349398034","2"
"Min 1x per week","1985","Full Time","(Married) couple without C. ","90","0.0814241908136142","0.064681687792348","0.0981666938348804","2"
"Min 1x per week","1985","Full Time","Single parent ","20","","","","2"
"Min 1x per week","1985","Full Time","Couple + C. LE 16 ","151","0.0871673363529037","0.072175628502845","0.102159044202962","2"
"Min 1x per week","1985","Full Time","Couple + C. GT 16 ","90","0.0775029747935884","0.0603456748961727","0.0946602746910041","2"
"Min 1x per week","1985","Full Time","Couple + C. LE and GT 16","87","0.0797402416310595","0.0594245445539896","0.100055938708129","2"
"Min 1x per week","1985","Part Time","1-pers.-HH","24","","","","2"
"Min 1x per week","1985","Part Time","(Married) couple without C. ","41","0.120546797496648","0.0838852339618276","0.157208361031469","2"
"Min 1x per week","1985","Part Time","Single parent ","7","","","","2"
"Min 1x per week","1985","Part Time","Couple + C. LE 16 ","64","0.108046848623383","0.0816423512502135","0.134451345996553","2"
"Min 1x per week","1985","Part Time","Couple + C. GT 16 ","48","0.0980984624034585","0.0687280094756205","0.127468915331297","2"
"Min 1x per week","1985","Part Time","Couple + C. LE and GT 16","21","","","","2"
"Min 1x per week","1985","Not Working","1-pers.-HH","75","0.122909809072013","0.0957885846361719","0.150031033507854","2"
"Min 1x per week","1985","Not Working","(Married) couple without C. ","114","0.0970784781388183","0.0793472083520056","0.114809747925631","2"
"Min 1x per week","1985","Not Working","Single parent ","21","","","","2"
"Min 1x per week","1985","Not Working","Couple + C. LE 16 ","112","0.124593689618283","0.10119075963345","0.147996619603115","2"
"Min 1x per week","1985","Not Working","Couple + C. GT 16 ","79","0.108376636671231","0.0851654665560551","0.131587806786406","2"
"Min 1x per week","1985","Not Working","Couple + C. LE and GT 16","70","0.096287681822344","0.0710786779230419","0.121496685721646","2"
"Never","1985","Full Time","Couple + C. LE and GT 16","80","0.119133912732805","0.0948392772590324","0.143428548206578","5"
"Never","1985","Part Time","(Married) couple without C. ","55","0.175628492194006","0.132784912536063","0.218472071851949","5"
"Never","1985","Part Time","Couple + C. LE 16 ","50","0.0847586317871618","0.0610688740155783","0.108448389558745","5"
"Never","1985","Part Time","Single parent ","23","","","","5"
"Never","1985","Full Time","1-pers.-HH","72","0.129681225749809","0.0990139387341222","0.160348512765495","5"
"Never","1985","Full Time","(Married) couple without C. ","111","0.101632918260536","0.0831346841584937","0.120131152362578","5"
"Never","1985","Full Time","Single parent ","51","0.191465948064861","0.140945748040253","0.241986148089469","5"
"Never","1985","Full Time","Couple + C. LE 16 ","159","0.0965036726475766","0.0808103915670151","0.112196953728138","5"
"Never","1985","Full Time","Couple + C. GT 16 ","129","0.131196368392974","0.109532850121715","0.152859886664232","5"
"Never","1985","Part Time","1-pers.-HH","23","","","","5"
"Never","1985","Part Time","Couple + C. GT 16 ","54","0.151624825065721","0.116210488334195","0.187039161797246","5"
"Never","1985","Part Time","Couple + C. LE and GT 16","35","0.116389008880043","0.077557525150987","0.1552204926091","5"
"Never","1985","Not Working","1-pers.-HH","253","0.481159289020307","0.439887304333484","0.52243127370713","5"
"Never","1985","Not Working","(Married) couple without C. ","361","0.359035723708621","0.330305493926945","0.387765953490297","5"
"Never","1985","Not Working","Single parent ","54","0.257740324252299","0.198723480104562","0.316757168400036","5"
"Never","1985","Not Working","Couple + C. LE 16 ","103","0.120245009577056","0.0971970876780085","0.143292931476104","5"
"Never","1985","Not Working","Couple + C. GT 16 ","127","0.191828466195545","0.162428503331409","0.221228429059681","5"
