"pli0095_h","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Rarely","1986","Not Employed","West Germany","1633","0.39342191460261","0.378111857348485","0.408731971856735","4"
"Min 1x per month","1987","Not Employed","West Germany","","","","","3"
"Min 1x per month","1987","Not Employed","East Germany","","","","","3"
"Min 1x per month","1987","Employed","West Germany","","","","","3"
"Min 1x per month","1987","Employed","East Germany","","","","","3"
"Min 1x per week","1987","Not Employed","East Germany","","","","","2"
"Min 1x per week","1987","Not Employed","West Germany","","","","","2"
"Min 1x per week","1987","Employed","West Germany","","","","","2"
"Min 1x per week","1987","Employed","East Germany","","","","","2"
"Never","1987","Not Employed","West Germany","","","","","5"
"Never","1987","Not Employed","East Germany","","","","","5"
"Never","1987","Employed","West Germany","","","","","5"
"Never","1987","Employed","East Germany","","","","","5"
"Rarely","1987","Not Employed","East Germany","","","","","4"
"Rarely","1987","Employed","West Germany","","","","","4"
"Rarely","1987","Employed","East Germany","","","","","4"
"Rarely","1987","Not Employed","West Germany","","","","","4"
"Min 1x per month","1988","Not Employed","West Germany","628","0.157324314003565","0.145331715822584","0.169316912184546","3"
"Min 1x per month","1988","Not Employed","East Germany","","","","","3"
"Min 1x per month","1988","Employed","West Germany","1602","0.243782839683053","0.233271842826805","0.2542938365393","3"
"Min 1x per month","1988","Employed","East Germany","","","","","3"
"Min 1x per week","1988","Employed","East Germany","","","","","2"
"Min 1x per week","1988","Not Employed","East Germany","","","","","2"
"Min 1x per week","1988","Not Employed","West Germany","338","0.0835298980811984","0.0744168165837909","0.0926429795786059","2"
"Min 1x per week","1988","Employed","West Germany","528","0.0653994040659991","0.0593471242510801","0.071451683880918","2"
"Never","1988","Not Employed","East Germany","","","","","5"
"Never","1988","Not Employed","West Germany","1106","0.365722714444332","0.34985915375733","0.381586275131333","5"
"Never","1988","Employed","West Germany","1057","0.150846860370266","0.142085324893053","0.15960839584748","5"
"Never","1988","Employed","East Germany","","","","","5"
"Rarely","1988","Not Employed","East Germany","","","","","4"
"Rarely","1988","Not Employed","West Germany","1469","0.393423073470905","0.377333001593694","0.409513145348117","4"
"Rarely","1988","Employed","West Germany","3223","0.539970895880682","0.527769854315027","0.552171937446336","4"
"Rarely","1988","Employed","East Germany","","","","","4"
"Min 1x per month","1989","Not Employed","West Germany","","","","","3"
"Min 1x per month","1989","Not Employed","East Germany","","","","","3"
"Min 1x per month","1989","Employed","West Germany","","","","","3"
"Min 1x per month","1989","Employed","East Germany","","","","","3"
"Min 1x per week","1989","Employed","East Germany","","","","","2"
"Min 1x per week","1989","Not Employed","West Germany","","","","","2"
"Min 1x per week","1989","Not Employed","East Germany","","","","","2"
"Min 1x per week","1989","Employed","West Germany","","","","","2"
"Never","1989","Not Employed","West Germany","","","","","5"
"Never","1989","Not Employed","East Germany","","","","","5"
"Never","1989","Employed","West Germany","","","","","5"
"Never","1989","Employed","East Germany","","","","","5"
"Rarely","1989","Not Employed","East Germany","","","","","4"
"Rarely","1989","Not Employed","West Germany","","","","","4"
"Rarely","1989","Employed","West Germany","","","","","4"
"Rarely","1989","Employed","East Germany","","","","","4"
"Min 1x per month","1990","Not Employed","West Germany","","","","","3"
"Min 1x per month","1990","Not Employed","East Germany","","","","","3"
"Min 1x per month","1990","Employed","West Germany","","","","","3"
"Min 1x per month","1990","Employed","East Germany","","","","","3"
"Min 1x per week","1990","Employed","East Germany","","","","","2"
"Min 1x per week","1990","Not Employed","West Germany","","","","","2"
"Min 1x per week","1990","Not Employed","East Germany","","","","","2"
"Min 1x per week","1990","Employed","West Germany","","","","","2"
"Never","1990","Not Employed","West Germany","","","","","5"
"Never","1990","Not Employed","East Germany","","","","","5"
"Never","1990","Employed","West Germany","","","","","5"
"Never","1990","Employed","East Germany","","","","","5"
"Rarely","1990","Employed","East Germany","","","","","4"
"Rarely","1990","Not Employed","East Germany","","","","","4"
"Rarely","1990","Not Employed","West Germany","","","","","4"
"Rarely","1990","Employed","West Germany","","","","","4"
"Min 1x per month","1991","Not Employed","West Germany","","","","","3"
"Min 1x per month","1991","Not Employed","East Germany","","","","","3"
"Min 1x per month","1991","Employed","West Germany","","","","","3"
"Min 1x per month","1991","Employed","East Germany","","","","","3"
"Min 1x per week","1991","Employed","East Germany","","","","","2"
"Min 1x per week","1991","Not Employed","West Germany","","","","","2"
"Min 1x per week","1991","Employed","West Germany","","","","","2"
"Min 1x per week","1991","Not Employed","East Germany","","","","","2"
"Never","1991","Not Employed","West Germany","","","","","5"
"Never","1991","Not Employed","East Germany","","","","","5"
"Never","1991","Employed","West Germany","","","","","5"
"Never","1991","Employed","East Germany","","","","","5"
"Rarely","1991","Employed","East Germany","","","","","4"
"Rarely","1991","Not Employed","West Germany","","","","","4"
"Rarely","1991","Not Employed","East Germany","","","","","4"
"Rarely","1991","Employed","West Germany","","","","","4"
"Min 1x per month","1992","Not Employed","West Germany","783","0.211418766038652","0.197224994426404","0.225612537650899","3"
"Min 1x per month","1992","Not Employed","East Germany","220","0.189639282573701","0.165768230769341","0.21351033437806","3"
"Min 1x per month","1992","Employed","West Germany","1803","0.286191596337854","0.274857620165051","0.297525572510657","3"
"Min 1x per month","1992","Employed","East Germany","866","0.302993620137355","0.286359446648402","0.319627793626309","3"
"Min 1x per week","1992","Employed","East Germany","218","0.0781162082193335","0.0684027299049944","0.0878296865336726","2"
"Min 1x per week","1992","Not Employed","West Germany","382","0.113297830103832","0.102279836680015","0.124315823527649","2"
"Min 1x per week","1992","Employed","West Germany","570","0.0774117452938539","0.070710270033676","0.0841132205540318","2"
"Min 1x per week","1992","Not Employed","East Germany","108","0.104970209705075","0.0863055536614624","0.123634865748688","2"
"Never","1992","Not Employed","West Germany","779","0.301869639977695","0.285911553732366","0.317827726223025","5"
"Never","1992","Not Employed","East Germany","225","0.290551515838082","0.262905011988906","0.318198019687258","5"
"Never","1992","Employed","West Germany","669","0.100486942283731","0.0929478062411526","0.108026078326309","5"
"Never","1992","Employed","East Germany","168","0.0610206296571602","0.0523563497165212","0.0696849095977991","5"
"Rarely","1992","Employed","East Germany","1680","0.557869541986151","0.539892938030633","0.575846145941669","4"
"Rarely","1992","Not Employed","West Germany","1235","0.373413763879821","0.356599091365019","0.390228436394623","4"
"Rarely","1992","Employed","West Germany","3067","0.535909716084562","0.523403956308865","0.548415475860258","4"
"Rarely","1992","Not Employed","East Germany","483","0.414838991883142","0.384837304035177","0.444840679731107","4"
"Min 1x per month","1993","Not Employed","West Germany","","","","","3"
"Min 1x per month","1993","Not Employed","East Germany","","","","","3"
"Min 1x per month","1993","Employed","West Germany","","","","","3"
"Min 1x per month","1993","Employed","East Germany","","","","","3"
"Min 1x per week","1993","Not Employed","West Germany","","","","","2"
"Min 1x per week","1993","Not Employed","East Germany","","","","","2"
"Min 1x per week","1993","Employed","West Germany","","","","","2"
"Min 1x per week","1993","Employed","East Germany","","","","","2"
"Never","1993","Not Employed","East Germany","","","","","5"
"Never","1993","Not Employed","West Germany","","","","","5"
"Never","1993","Employed","West Germany","","","","","5"
"Never","1993","Employed","East Germany","","","","","5"
"Rarely","1993","Not Employed","West Germany","","","","","4"
"Rarely","1993","Employed","East Germany","","","","","4"
"Rarely","1993","Not Employed","East Germany","","","","","4"
"Rarely","1993","Employed","West Germany","","","","","4"
"Min 1x per month","1994","Not Employed","West Germany","742","0.204800741867442","0.190851154917759","0.218750328817125","3"
"Min 1x per month","1994","Not Employed","East Germany","293","0.205828252786343","0.184083285247004","0.227573220325681","3"
"Min 1x per month","1994","Employed","West Germany","1797","0.292119355531353","0.280492363276059","0.303746347786647","3"
"Min 1x per month","1994","Employed","East Germany","711","0.304806934489169","0.286541991745396","0.323071877232942","3"
"Min 1x per week","1994","Not Employed","West Germany","385","0.108680646066232","0.097922179451066","0.119439112681398","2"
"Min 1x per week","1994","Not Employed","East Germany","138","0.106214806703265","0.0896434462916816","0.122786167114849","2"
"Min 1x per week","1994","Employed","West Germany","509","0.0763854218107444","0.0695940449964255","0.0831767986250632","2"
"Min 1x per week","1994","Employed","East Germany","199","0.0845046560708212","0.0734684051245895","0.0955409070170529","2"
"Never","1994","Not Employed","West Germany","726","0.268177980623833","0.252864571105069","0.283491390142597","5"
"Never","1994","Not Employed","East Germany","273","0.264860943604977","0.241128483322062","0.288593403887893","5"
"Never","1994","Employed","West Germany","544","0.0911278591095896","0.0837694458147902","0.098486272404389","5"
"Never","1994","Employed","East Germany","128","0.0551034843785189","0.0460496023282794","0.0641573664287584","5"
"Rarely","1994","Not Employed","West Germany","1362","0.418340631442493","0.401289351289225","0.435391911595761","4"
"Rarely","1994","Employed","East Germany","1402","0.555584925061491","0.535868744100394","0.575301106022589","4"
"Rarely","1994","Not Employed","East Germany","624","0.423095996905415","0.396524238940868","0.449667754869961","4"
"Rarely","1994","Employed","West Germany","3026","0.540367363548313","0.527624789023238","0.553109938073388","4"
"Min 1x per month","1995","Not Employed","East Germany","","","","","3"
"Min 1x per month","1995","Not Employed","West Germany","","","","","3"
"Min 1x per month","1995","Employed","West Germany","","","","","3"
"Min 1x per month","1995","Employed","East Germany","","","","","3"
"Min 1x per week","1995","Not Employed","West Germany","","","","","2"
"Min 1x per week","1995","Not Employed","East Germany","","","","","2"
"Min 1x per week","1995","Employed","West Germany","","","","","2"
"Min 1x per week","1995","Employed","East Germany","","","","","2"
"Never","1995","Not Employed","East Germany","","","","","5"
"Never","1995","Not Employed","West Germany","","","","","5"
"Never","1995","Employed","East Germany","","","","","5"
"Never","1995","Employed","West Germany","","","","","5"
"Rarely","1995","Not Employed","West Germany","","","","","4"
"Rarely","1995","Employed","West Germany","","","","","4"
"Rarely","1995","Not Employed","East Germany","","","","","4"
"Rarely","1995","Employed","East Germany","","","","","4"
"Min 1x per month","1996","Employed","West Germany","2016","0.326777911549941","0.314944363498771","0.33861145960111","3"
"Min 1x per month","1996","Not Employed","East Germany","361","0.249152791482828","0.225504204793946","0.27280137817171","3"
"Min 1x per month","1996","Not Employed","West Germany","935","0.242463924834079","0.227955465016001","0.256972384652157","3"
"Min 1x per month","1996","Employed","East Germany","863","0.367150909698554","0.347858081985745","0.386443737411362","3"
"Min 1x per week","1996","Not Employed","East Germany","172","0.142328273729924","0.123225225819434","0.161431321640413","2"
"Min 1x per week","1996","Employed","West Germany","723","0.109514732972751","0.101635950731486","0.117393515214016","2"
"Min 1x per week","1996","Not Employed","West Germany","452","0.12798267757068","0.116673416281909","0.139291938859452","2"
"Min 1x per week","1996","Employed","East Germany","239","0.095769283672984","0.0839911562349402","0.107547411111028","2"
"Never","1996","Not Employed","East Germany","175","0.188005028806543","0.166642240838751","0.209367816774336","5"
"Never","1996","Not Employed","West Germany","645","0.229206505335735","0.214977367833393","0.243435642838077","5"
"Never","1996","Employed","West Germany","448","0.0698055786870715","0.063376608897647","0.0762345484764961","5"
"Never","1996","Employed","East Germany","74","0.0334599500990148","0.0262622114506329","0.0406576887473968","5"
"Rarely","1996","Not Employed","West Germany","1320","0.400346892259506","0.383760025301537","0.416933759217476","4"
"Rarely","1996","Employed","West Germany","2848","0.493901776790237","0.481287941539747","0.506515612040726","4"
"Rarely","1996","Not Employed","East Germany","577","0.420513905980706","0.393523574551727","0.447504237409685","4"
"Rarely","1996","Employed","East Germany","1222","0.503619856529448","0.483608242208361","0.523631470850534","4"
"Min 1x per month","1997","Not Employed","East Germany","328","0.23519372465383","0.212314056997547","0.258073392310113","3"
"Min 1x per month","1997","Employed","West Germany","1915","0.323537584510359","0.311515417286997","0.335559751733721","3"
"Min 1x per month","1997","Not Employed","West Germany","813","0.208700836407309","0.194984543329317","0.2224171294853","3"
"Min 1x per month","1997","Employed","East Germany","808","0.368543551047976","0.3488540573322","0.388233044763752","3"
"Min 1x per week","1997","Not Employed","East Germany","193","0.147621358801703","0.128485321713752","0.166757395889654","2"
"Min 1x per week","1997","Employed","West Germany","616","0.0949789324079909","0.0874446560609094","0.102513208755072","2"
"Min 1x per week","1997","Not Employed","West Germany","481","0.138383232931679","0.126728478825541","0.150037987037818","2"
"Min 1x per week","1997","Employed","East Germany","226","0.101574494574396","0.0892448144146046","0.113904174734188","2"
"Never","1997","Not Employed","East Germany","200","0.18934993004916","0.168214532937088","0.210485327161232","5"
"Never","1997","Not Employed","West Germany","696","0.251351545504293","0.236710096668335","0.265992994340252","5"
"Never","1997","Employed","West Germany","465","0.078673325421581","0.0717547108766738","0.0855919399664881","5"
"Never","1997","Employed","East Germany","106","0.0470319095611054","0.0383911101201707","0.0556727090020402","5"
"Rarely","1997","Not Employed","West Germany","1382","0.401564385156719","0.385018476666111","0.418110293647327","4"
"Rarely","1997","Employed","West Germany","2821","0.502810157660069","0.489961383250773","0.515658932069366","4"
"Rarely","1997","Not Employed","East Germany","599","0.427834986495307","0.401144289025024","0.454525683965591","4"
"Rarely","1997","Employed","East Germany","1166","0.482850044816522","0.462454616825989","0.503245472807055","4"
"Min 1x per month","1998","Not Employed","West Germany","","","","","3"
"Min 1x per month","1998","Not Employed","East Germany","","","","","3"
"Min 1x per month","1998","Employed","West Germany","","","","","3"
"Min 1x per month","1998","Employed","East Germany","","","","","3"
"Min 1x per week","1998","Not Employed","East Germany","","","","","2"
"Min 1x per week","1998","Employed","West Germany","","","","","2"
"Min 1x per week","1998","Employed","East Germany","","","","","2"
"Min 1x per week","1998","Not Employed","West Germany","","","","","2"
"Never","1998","Not Employed","East Germany","","","","","5"
"Never","1998","Not Employed","West Germany","","","","","5"
"Never","1998","Employed","West Germany","","","","","5"
"Never","1998","Employed","East Germany","","","","","5"
"Rarely","1998","Not Employed","West Germany","","","","","4"
"Rarely","1998","Not Employed","East Germany","","","","","4"
"Rarely","1998","Employed","West Germany","","","","","4"
"Rarely","1998","Employed","East Germany","","","","","4"
"Min 1x per month","1999","Not Employed","West Germany","841","0.206617231011901","0.193298631344038","0.219935830679764","3"
"Min 1x per month","1999","Not Employed","East Germany","347","0.228191190187753","0.206001102052271","0.250381278323234","3"
"Min 1x per month","1999","Employed","West Germany","1996","0.298700996767071","0.287449090815235","0.309952902718907","3"
"Min 1x per month","1999","Employed","East Germany","822","0.336862167483803","0.317992354679709","0.355731980287898","3"
"Min 1x per week","1999","Not Employed","East Germany","153","0.116459374085772","0.0994982273161887","0.133420520855356","2"
"Min 1x per week","1999","Employed","East Germany","214","0.0922569525758618","0.0807032658446554","0.103810639307068","2"
"Min 1x per week","1999","Not Employed","West Germany","413","0.105142594559575","0.095052385195938","0.115232803923212","2"
"Min 1x per week","1999","Employed","West Germany","681","0.104986151620373","0.0974502185517844","0.112522084688962","2"
"Never","1999","Not Employed","East Germany","204","0.188966766671255","0.168266937282856","0.209666596059654","5"
"Never","1999","Not Employed","West Germany","774","0.257005026553723","0.242630363912316","0.271379689195131","5"
"Never","1999","Employed","West Germany","495","0.076660845923941","0.0701201557662199","0.0832015360816621","5"
"Never","1999","Employed","East Germany","78","0.0383208768361604","0.0306565788315804","0.0459851748407404","5"
"Rarely","1999","Not Employed","West Germany","1522","0.431235147874801","0.414943786954832","0.447526508794771","4"
"Rarely","1999","Not Employed","East Germany","670","0.46638266905522","0.440004728236606","0.492760609873834","4"
"Rarely","1999","Employed","West Germany","3184","0.519652005688615","0.507369401931807","0.531934609445423","4"
"Rarely","1999","Employed","East Germany","1296","0.532560003104175","0.512640120336945","0.552479885871404","4"
"Min 1x per month","2000","Not Employed","West Germany","","","","","3"
"Min 1x per month","2000","Not Employed","East Germany","","","","","3"
"Min 1x per month","2000","Employed","West Germany","","","","","3"
"Min 1x per month","2000","Employed","East Germany","","","","","3"
"Min 1x per week","2000","Employed","East Germany","","","","","2"
"Min 1x per week","2000","Not Employed","West Germany","","","","","2"
"Min 1x per week","2000","Not Employed","East Germany","","","","","2"
"Min 1x per week","2000","Employed","West Germany","","","","","2"
"Never","2000","Not Employed","West Germany","","","","","5"
"Never","2000","Not Employed","East Germany","","","","","5"
"Never","2000","Employed","West Germany","","","","","5"
"Never","2000","Employed","East Germany","","","","","5"
"Rarely","2000","Not Employed","West Germany","","","","","4"
"Rarely","2000","Employed","East Germany","","","","","4"
"Rarely","2000","Not Employed","East Germany","","","","","4"
"Rarely","2000","Employed","West Germany","","","","","4"
"Min 1x per month","2001","Not Employed","East Germany","615","0.26646223789581","0.247580238426261","0.28534423736536","3"
"Min 1x per month","2001","Employed","West Germany","3451","0.323418143552994","0.314476724107041","0.332359562998947","3"
"Min 1x per month","2001","Not Employed","West Germany","1467","0.230090785386643","0.219397221019828","0.240784349753458","3"
"Min 1x per month","2001","Employed","East Germany","1204","0.357321707274942","0.341043082628941","0.373600331920943","3"
"Min 1x per week","2001","Not Employed","West Germany","767","0.120096843582362","0.111837674628631","0.128356012536093","2"
"Min 1x per week","2001","Not Employed","East Germany","300","0.145174840991548","0.130129458434258","0.160220223548838","2"
"Min 1x per week","2001","Employed","West Germany","1279","0.121107867110036","0.114871695310392","0.12734403890968","2"
"Min 1x per week","2001","Employed","East Germany","384","0.128749666441442","0.117372457644799","0.140126875238086","2"
"Never","2001","Not Employed","West Germany","1386","0.269390816131373","0.25811917709593","0.280662455166817","5"
"Never","2001","Not Employed","East Germany","345","0.200729294655325","0.183622397885711","0.21783619142494","5"
"Never","2001","Employed","West Germany","889","0.0860862964975932","0.0807248285795804","0.0914477644156059","5"
"Never","2001","Employed","East Germany","127","0.0367879270828177","0.0303934533068701","0.0431824008587654","5"
"Rarely","2001","Not Employed","West Germany","2331","0.380421554899621","0.36808670627112","0.392756403528123","4"
"Rarely","2001","Employed","East Germany","1614","0.477140699200798","0.460173629510429","0.494107768891168","4"
"Rarely","2001","Not Employed","East Germany","846","0.387633626457316","0.366825388917208","0.408441863997424","4"
"Rarely","2001","Employed","West Germany","4895","0.469387692839377","0.459848346575211","0.478927039103542","4"
"Min 1x per month","2002","Not Employed","East Germany","","","","","3"
"Min 1x per month","2002","Employed","West Germany","","","","","3"
"Min 1x per month","2002","Not Employed","West Germany","","","","","3"
"Min 1x per month","2002","Employed","East Germany","","","","","3"
"Min 1x per week","2002","Not Employed","West Germany","","","","","2"
"Min 1x per week","2002","Not Employed","East Germany","","","","","2"
"Min 1x per week","2002","Employed","West Germany","","","","","2"
"Min 1x per week","2002","Employed","East Germany","","","","","2"
"Never","2002","Not Employed","East Germany","","","","","5"
"Never","2002","Employed","West Germany","","","","","5"
"Never","2002","Employed","East Germany","","","","","5"
"Never","2002","Not Employed","West Germany","","","","","5"
"Rarely","2002","Not Employed","West Germany","","","","","4"
"Rarely","2002","Not Employed","East Germany","","","","","4"
"Rarely","2002","Employed","West Germany","","","","","4"
"Rarely","2002","Employed","East Germany","","","","","4"
"Min 1x per month","2003","Not Employed","West Germany","","","","","3"
"Min 1x per month","2003","Not Employed","East Germany","","","","","3"
"Min 1x per month","2003","Employed","West Germany","","","","","3"
"Min 1x per month","2003","Employed","East Germany","","","","","3"
"Min 1x per week","2003","Not Employed","West Germany","","","","","2"
"Min 1x per week","2003","Not Employed","East Germany","","","","","2"
"Min 1x per week","2003","Employed","East Germany","","","","","2"
"Min 1x per week","2003","Employed","West Germany","","","","","2"
"Never","2003","Not Employed","East Germany","","","","","5"
"Never","2003","Employed","East Germany","","","","","5"
"Never","2003","Not Employed","West Germany","","","","","5"
"Never","2003","Employed","West Germany","","","","","5"
"Rarely","2003","Not Employed","West Germany","","","","","4"
"Rarely","2003","Not Employed","East Germany","","","","","4"
"Rarely","2003","Employed","West Germany","","","","","4"
"Rarely","2003","Employed","East Germany","","","","","4"
"Min 1x per month","2004","Not Employed","West Germany","","","","","3"
"Min 1x per month","2004","Not Employed","East Germany","","","","","3"
"Min 1x per month","2004","Employed","West Germany","","","","","3"
"Min 1x per month","2004","Employed","East Germany","","","","","3"
"Min 1x per week","2004","Not Employed","West Germany","","","","","2"
"Min 1x per week","2004","Not Employed","East Germany","","","","","2"
"Min 1x per week","2004","Employed","East Germany","","","","","2"
"Min 1x per week","2004","Employed","West Germany","","","","","2"
"Never","2004","Employed","East Germany","","","","","5"
"Never","2004","Not Employed","West Germany","","","","","5"
"Never","2004","Not Employed","East Germany","","","","","5"
"Never","2004","Employed","West Germany","","","","","5"
"Rarely","2004","Not Employed","West Germany","","","","","4"
"Rarely","2004","Not Employed","East Germany","","","","","4"
"Rarely","2004","Employed","West Germany","","","","","4"
"Rarely","2004","Employed","East Germany","","","","","4"
"Min 1x per month","2005","Not Employed","West Germany","1490","0.236608567924155","0.225639695396009","0.2475774404523","3"
"Min 1x per month","2005","Employed","West Germany","3395","0.357042656702939","0.347599850463701","0.366485462942178","3"
"Min 1x per month","2005","Not Employed","East Germany","556","0.239063650005999","0.220817434073247","0.257309865938751","3"
"Min 1x per month","2005","Employed","East Germany","1063","0.372549815969831","0.35506432143171","0.390035310507952","3"
"Min 1x per week","2005","Not Employed","West Germany","792","0.13364939056513","0.124867188015475","0.142431593114784","2"
"Min 1x per week","2005","Not Employed","East Germany","257","0.135297418622546","0.12066486902694","0.149929968218152","2"
"Min 1x per week","2005","Employed","East Germany","301","0.116478321744044","0.104876470974487","0.1280801725136","2"
"Min 1x per week","2005","Employed","West Germany","1093","0.112326817228583","0.10610355327179","0.118550081185376","2"
"Never","2005","Not Employed","West Germany","1176","0.238189841003499","0.22719578075814","0.249183901248858","5"
"Never","2005","Employed","East Germany","91","0.030557825401137","0.0243331272703741","0.0367825235318999","5"
"Never","2005","Not Employed","East Germany","327","0.18459504095038","0.167997698271606","0.201192383629154","5"
"Never","2005","Employed","West Germany","633","0.062851428814516","0.0580683036409745","0.0676345539880576","5"
"Rarely","2005","Not Employed","West Germany","2309","0.391552200507217","0.378954838428387","0.404149562586048","4"
"Rarely","2005","Employed","East Germany","1482","0.480414036884988","0.462345097257019","0.498482976512958","4"
"Rarely","2005","Not Employed","East Germany","959","0.441043890421075","0.419803053203614","0.462284727638536","4"
"Rarely","2005","Employed","West Germany","4769","0.467779097253961","0.457945411754837","0.477612782753084","4"
"Min 1x per month","2006","Not Employed","West Germany","","","","","3"
"Min 1x per month","2006","Employed","West Germany","","","","","3"
"Min 1x per month","2006","Not Employed","East Germany","","","","","3"
"Min 1x per month","2006","Employed","East Germany","","","","","3"
"Min 1x per week","2006","Not Employed","West Germany","","","","","2"
"Min 1x per week","2006","Not Employed","East Germany","","","","","2"
"Min 1x per week","2006","Employed","East Germany","","","","","2"
"Min 1x per week","2006","Employed","West Germany","","","","","2"
"Never","2006","Not Employed","West Germany","","","","","5"
"Never","2006","Employed","East Germany","","","","","5"
"Never","2006","Not Employed","East Germany","","","","","5"
"Never","2006","Employed","West Germany","","","","","5"
"Rarely","2006","Not Employed","West Germany","","","","","4"
"Rarely","2006","Employed","East Germany","","","","","4"
"Rarely","2006","Employed","West Germany","","","","","4"
"Rarely","2006","Not Employed","East Germany","","","","","4"
"Min 1x per month","2007","Not Employed","West Germany","1473","0.236617124405725","0.225722482042013","0.247511766769437","3"
"Min 1x per month","2007","Employed","West Germany","3323","0.357349247217076","0.347791381570926","0.366907112863226","3"
"Min 1x per month","2007","Not Employed","East Germany","580","0.265585971391528","0.246692362568153","0.284479580214902","3"
"Min 1x per month","2007","Employed","East Germany","1096","0.396712623127025","0.378904255505555","0.414520990748496","3"
"Min 1x per week","2007","Not Employed","East Germany","272","0.131013451896637","0.116578799060035","0.145448104733238","2"
"Min 1x per week","2007","Not Employed","West Germany","794","0.119961091584537","0.11163214979524","0.128290033373835","2"
"Min 1x per week","2007","Employed","East Germany","316","0.107167731016394","0.0959076649055542","0.118427797127233","2"
"Min 1x per week","2007","Employed","West Germany","1196","0.119835534458255","0.113358119805177","0.126312949111333","2"
"Never","2007","Not Employed","West Germany","1260","0.235126140094245","0.224255276354436","0.245997003834054","5"
"Never","2007","Not Employed","East Germany","367","0.187244804041268","0.170555945381551","0.203933662700984","5"
"Never","2007","Employed","West Germany","654","0.072871333030151","0.0676872095519065","0.0780554565083955","5"
"Never","2007","Employed","East Germany","134","0.0477633136673759","0.0400000620480894","0.0555265652866625","5"
"Rarely","2007","Not Employed","West Germany","2319","0.408295643915493","0.395695995052663","0.420895292778322","4"
"Rarely","2007","Not Employed","East Germany","880","0.416155772670568","0.395068601242441","0.437242944098695","4"
"Rarely","2007","Employed","East Germany","1353","0.448356332189205","0.430252731747189","0.466459932631221","4"
"Rarely","2007","Employed","West Germany","4484","0.449943885294518","0.440021647047789","0.459866123541247","4"
"Min 1x per month","2008","Not Employed","East Germany","","","","","3"
"Min 1x per month","2008","Employed","West Germany","","","","","3"
"Min 1x per month","2008","Not Employed","West Germany","","","","","3"
"Min 1x per month","2008","Employed","East Germany","","","","","3"
"Min 1x per week","2008","Not Employed","West Germany","","","","","2"
"Min 1x per week","2008","Not Employed","East Germany","","","","","2"
"Min 1x per week","2008","Employed","West Germany","","","","","2"
"Min 1x per week","2008","Employed","East Germany","","","","","2"
"Never","2008","Not Employed","West Germany","","","","","5"
"Never","2008","Not Employed","East Germany","","","","","5"
"Never","2008","Employed","West Germany","","","","","5"
"Never","2008","Employed","East Germany","","","","","5"
"Rarely","2008","Not Employed","West Germany","","","","","4"
"Rarely","2008","Not Employed","East Germany","","","","","4"
"Rarely","2008","Employed","West Germany","","","","","4"
"Rarely","2008","Employed","East Germany","","","","","4"
"Min 1x per month","2009","Not Employed","East Germany","491","0.26830568211226","0.248148079401289","0.28846328482323","3"
