"pli0095_h","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1985","lower secondary degree","(0) in school","","","",""
"Min 1x per week","1985","lower secondary degree","(1a) inadequately completed","","","",""
"Min 1x per week","1985","lower secondary degree","(1b) general elementary school","217","0.10119931809126","0.0878982955114557","0.114500340671065"
"Min 1x per week","1985","lower secondary degree","(1c) basic vocational qualification","328","0.0903158981154504","0.0807052426918393","0.0999265535390615"
"Min 1x per week","1985","lower secondary degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","1985","lower secondary degree","(2a) intermediate vocational","","","",""
"Min 1x per week","1985","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1985","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1985","lower secondary degree","(3a) lower tertiary education","","","",""
"Min 1x per week","1985","lower secondary degree","(3b) higher tertiary education","","","",""
"Min 1x per week","1985","secondary school degree","(0) in school","","","",""
"Min 1x per week","1985","secondary school degree","(1a) inadequately completed","","","",""
"Min 1x per week","1985","secondary school degree","(1b) general elementary school","","","",""
"Min 1x per week","1985","secondary school degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","1985","secondary school degree","(2b) intermediate general qualification","47","0.0982029722626311","0.0712990327360319","0.12510691178923"
"Min 1x per week","1985","secondary school degree","(2a) intermediate vocational","118","0.0913663390874169","0.0758580513006847","0.106874626874149"
"Min 1x per week","1985","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1985","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1985","secondary school degree","(3a) lower tertiary education","","","",""
"Min 1x per week","1985","secondary school degree","(3b) higher tertiary education","","","",""
"Min 1x per week","1985","college entrance qualification","(0) in school","","","",""
"Min 1x per week","1985","college entrance qualification","(1a) inadequately completed","","","",""
"Min 1x per week","1985","college entrance qualification","(1b) general elementary school","","","",""
"Min 1x per week","1985","college entrance qualification","(1c) basic vocational qualification","","","",""
"Min 1x per week","1985","college entrance qualification","(2b) intermediate general qualification","","","",""
"Min 1x per week","1985","college entrance qualification","(2a) intermediate vocational","","","",""
"Min 1x per week","1985","college entrance qualification","(2c_gen) general maturity certificate","42","0.124973390463616","0.0871732135926191","0.162773567334612"
"Min 1x per week","1985","college entrance qualification","(2c_voc) vocational maturity certificate","42","0.14281816900057","0.10417960094358","0.18145673705756"
"Min 1x per week","1985","college entrance qualification","(3a) lower tertiary education","","","",""
"Min 1x per week","1985","college entrance qualification","(3b) higher tertiary education","40","0.0932144608876964","0.065703017020269","0.120725904755124"
"Min 1x per week","1985","Other degree","(0) in school","","","",""
"Min 1x per week","1985","Other degree","(1a) inadequately completed","","","",""
"Min 1x per week","1985","Other degree","(1b) general elementary school","108","0.187575582822123","0.156970911598103","0.218180254046144"
"Min 1x per week","1985","Other degree","(1c) basic vocational qualification","69","0.137064814798192","0.102711408432968","0.171418221163417"
"Min 1x per week","1985","Other degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","1985","Other degree","(2a) intermediate vocational","","","",""
"Min 1x per week","1985","Other degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1985","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1985","Other degree","(3a) lower tertiary education","","","",""
"Min 1x per week","1985","Other degree","(3b) higher tertiary education","","","",""
"Min 1x per week","1985","no degree/no degree yet","(0) in school","","","",""
"Min 1x per week","1985","no degree/no degree yet","(1a) inadequately completed","147","0.151078919436479","0.127733618864948","0.174424220008011"
"Min 1x per week","1985","no degree/no degree yet","(1b) general elementary school","","","",""
"Min 1x per week","1985","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Min 1x per week","1985","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Min 1x per week","1985","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Min 1x per week","1985","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1985","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1985","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Min 1x per week","1985","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Min 1x per month","1985","lower secondary degree","(0) in school","","","",""
"Min 1x per month","1985","lower secondary degree","(1a) inadequately completed","","","",""
"Min 1x per month","1985","lower secondary degree","(1b) general elementary school","415","0.192706554184192","0.175311391400413","0.21010171696797"
"Min 1x per month","1985","lower secondary degree","(1c) basic vocational qualification","910","0.255610247690785","0.240984606151016","0.270235889230554"
"Min 1x per month","1985","lower secondary degree","(2b) intermediate general qualification","","","",""
"Min 1x per month","1985","lower secondary degree","(2a) intermediate vocational","","","",""
"Min 1x per month","1985","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1985","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1985","lower secondary degree","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","lower secondary degree","(3b) higher tertiary education","","","",""
"Min 1x per month","1985","secondary school degree","(0) in school","","","",""
"Min 1x per month","1985","secondary school degree","(1a) inadequately completed","","","",""
"Min 1x per month","1985","secondary school degree","(1b) general elementary school","","","",""
"Min 1x per month","1985","secondary school degree","(1c) basic vocational qualification","","","",""
"Min 1x per month","1985","secondary school degree","(2b) intermediate general qualification","134","0.257636186671686","0.218098524137717","0.297173849205656"
"Min 1x per month","1985","secondary school degree","(2a) intermediate vocational","343","0.252135035020318","0.228762569838431","0.275507500202205"
"Min 1x per month","1985","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1985","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1985","secondary school degree","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","secondary school degree","(3b) higher tertiary education","","","",""
"Min 1x per month","1985","college entrance qualification","(0) in school","","","",""
