"pli0095_h","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1985","lower secondary degree","Male","254","0.0910328894882902","0.0798373064618332","0.102228472514747"
"Min 1x per week","1985","lower secondary degree","Female","294","0.0971103885586068","0.0863221882493188","0.107898588867895"
"Min 1x per week","1985","secondary school degree","Male","71","0.0864987254901689","0.0668845967089832","0.106112854271355"
"Min 1x per week","1985","secondary school degree","Female","99","0.0973487570085354","0.0795871850459012","0.11511032897117"
"Min 1x per week","1985","college entrance qualification","Male","70","0.0903328851519642","0.0699394028072379","0.11072636749669"
"Min 1x per week","1985","college entrance qualification","Female","67","0.147432797591759","0.114856347500116","0.180009247683401"
"Min 1x per week","1985","Other degree","Male","141","0.193546613432475","0.165119774962064","0.221973451902887"
"Min 1x per week","1985","Other degree","Female","77","0.135737869981117","0.105065058099004","0.166410681863229"
"Min 1x per week","1985","no degree/no degree yet","Male","79","0.111894554620689","0.0845087224515376","0.13928038678984"
"Min 1x per week","1985","no degree/no degree yet","Female","82","0.120614112253163","0.0941776935352277","0.147050530971098"
"Min 1x per month","1985","lower secondary degree","Male","723","0.269322488347994","0.252057247298221","0.286587729397767"
"Min 1x per month","1985","lower secondary degree","Female","612","0.202180691535137","0.187548110503428","0.216813272566845"
"Min 1x per month","1985","secondary school degree","Male","230","0.275538221244299","0.244363092650313","0.306713349838285"
"Min 1x per month","1985","secondary school degree","Female","262","0.236511474238406","0.211049998767567","0.261972949709245"
"Min 1x per month","1985","college entrance qualification","Male","197","0.259664137699099","0.228471824467498","0.290856450930701"
"Min 1x per month","1985","college entrance qualification","Female","108","0.233271860004452","0.194412622896357","0.272131097112547"
"Min 1x per month","1985","Other degree","Male","251","0.327879282372559","0.294101839547412","0.361656725197707"
"Min 1x per month","1985","Other degree","Female","139","0.283654072348109","0.243286164295177","0.324021980401041"
"Min 1x per month","1985","no degree/no degree yet","Male","153","0.267942908961311","0.22946753853428","0.306418279388341"
"Min 1x per month","1985","no degree/no degree yet","Female","140","0.188222871029451","0.156492992018708","0.219952750040194"
"Rarely","1985","lower secondary degree","Male","1151","0.456494370584635","0.437108147639807","0.475880593529462"
"Rarely","1985","lower secondary degree","Female","1293","0.421190625142152","0.403201669370522","0.439179580913781"
"Rarely","1985","secondary school degree","Male","380","0.486310360429743","0.451435156665721","0.521185564193764"
"Rarely","1985","secondary school degree","Female","541","0.485392473884374","0.455446338200187","0.515338609568561"
"Rarely","1985","college entrance qualification","Male","377","0.484348835408615","0.448795173810679","0.51990249700655"
"Rarely","1985","college entrance qualification","Female","218","0.456300209099435","0.410533750344217","0.502066667854653"
"Rarely","1985","Other degree","Male","244","0.324270808533249","0.290589697736896","0.357951919329602"
"Rarely","1985","Other degree","Female","178","0.416890362934343","0.372736737228085","0.461043988640602"
"Rarely","1985","no degree/no degree yet","Male","194","0.444786880995214","0.4016155891876","0.487958172802827"
"Rarely","1985","no degree/no degree yet","Female","220","0.447522257701951","0.407159714137367","0.487884801266534"
"Never","1985","lower secondary degree","Male","408","0.183150251579081","0.168096376216437","0.198204126941725"
"Never","1985","lower secondary degree","Female","695","0.279518294764105","0.263168382539364","0.295868206988846"
"Never","1985","secondary school degree","Male","108","0.15165269283579","0.126624960862593","0.176680424808986"
"Never","1985","secondary school degree","Female","168","0.180747294868685","0.15769038789674","0.203804201840629"
"Never","1985","college entrance qualification","Male","115","0.165654141740322","0.13920561962432","0.192102663856323"
"Never","1985","college entrance qualification","Female","62","0.162995133304354","0.129056550518018","0.196933716090691"
"Never","1985","Other degree","Male","106","0.154303295661716","0.128311214260778","0.180295377062654"
"Never","1985","Other degree","Female","85","0.163717694736431","0.13058135009101","0.196854039381852"
"Never","1985","no degree/no degree yet","Male","83","0.175375655422787","0.142338554551759","0.208412756293814"
"Never","1985","no degree/no degree yet","Female","141","0.243640759015435","0.208794766082091","0.27848675194878"
"Min 1x per week","1986","lower secondary degree","Male","176","0.065117303479566","0.0552930819087493","0.0749415250503826"
"Min 1x per week","1986","lower secondary degree","Female","238","0.0873128481799018","0.076706060726602","0.0979196356332016"
"Min 1x per week","1986","secondary school degree","Male","48","0.0595778183778211","0.0429771220856605","0.0761785146699816"
"Min 1x per week","1986","secondary school degree","Female","74","0.0812163644377103","0.0647171866033956","0.0977155422720251"
"Min 1x per week","1986","college entrance qualification","Male","47","0.0614619538690075","0.0444535786314591","0.0784703291065559"
"Min 1x per week","1986","college entrance qualification","Female","53","0.113228946223425","0.0849698015660399","0.141488090880811"
"Min 1x per week","1986","Other degree","Male","91","0.132458209529","0.107488349692567","0.157428069365433"
"Min 1x per week","1986","Other degree","Female","52","0.122170715607769","0.0922115068257553","0.152129924389783"
"Min 1x per week","1986","no degree/no degree yet","Male","57","0.0982185549837009","0.0717047029718247","0.124732406995577"
"Min 1x per week","1986","no degree/no degree yet","Female","62","0.0631128207546734","0.0426976844785187","0.0835279570308282"
"Min 1x per month","1986","lower secondary degree","Male","637","0.240583402095676","0.22356400162804","0.257602802563313"
"Min 1x per month","1986","lower secondary degree","Female","462","0.154490771980344","0.140910944027946","0.168070599932741"
"Min 1x per month","1986","secondary school degree","Male","203","0.241917418925714","0.211883334096821","0.271951503754607"
"Min 1x per month","1986","secondary school degree","Female","228","0.193627564520954","0.169761251425384","0.217493877616524"
"Min 1x per month","1986","college entrance qualification","Male","185","0.238353977951979","0.2081807691957","0.268527186708259"
"Min 1x per month","1986","college entrance qualification","Female","110","0.220021275748339","0.183076907615511","0.256965643881167"
"Min 1x per month","1986","Other degree","Male","206","0.262775370631992","0.230354572002264","0.29519616926172"
"Min 1x per month","1986","Other degree","Female","120","0.265528358400956","0.225128046356016","0.305928670445896"
"Min 1x per month","1986","no degree/no degree yet","Male","130","0.237988996250503","0.200050119362081","0.275927873138926"
"Min 1x per month","1986","no degree/no degree yet","Female","122","0.204243612758933","0.170397082939063","0.238090142578802"
"Rarely","1986","lower secondary degree","Male","1194","0.49678527592734","0.476877056828091","0.516693495026589"
"Rarely","1986","lower secondary degree","Female","1326","0.453966764826137","0.435259711319661","0.472673818332613"
"Rarely","1986","secondary school degree","Male","416","0.540668177233027","0.505717850052805","0.575618504413248"
"Rarely","1986","secondary school degree","Female","550","0.496900803268737","0.466701594335189","0.527100012202284"
"Rarely","1986","college entrance qualification","Male","403","0.513483809760412","0.478088498791843","0.548879120728981"
"Rarely","1986","college entrance qualification","Female","239","0.482164206779426","0.437601861184341","0.52672655237451"
"Rarely","1986","Other degree","Male","283","0.42220599580338","0.385824531415655","0.458587460191105"
"Rarely","1986","Other degree","Female","178","0.371831507073975","0.32761820855439","0.41604480559356"
"Rarely","1986","no degree/no degree yet","Male","188","0.411509574965142","0.36766810743117","0.455351042499113"
"Rarely","1986","no degree/no degree yet","Female","221","0.448503287697036","0.40674870772919","0.490257867664883"
"Never","1986","lower secondary degree","Male","416","0.197514018497417","0.181661835627057","0.213366201367778"
"Never","1986","lower secondary degree","Female","695","0.304229615013618","0.286942698534399","0.321516531492836"
"Never","1986","secondary school degree","Male","114","0.157836585463438","0.132266946378268","0.183406224548609"
"Never","1986","secondary school degree","Female","201","0.228255267772599","0.202905081965961","0.253605453579237"
"Never","1986","college entrance qualification","Male","131","0.186700258418601","0.15910518951006","0.214295327327143"
"Never","1986","college entrance qualification","Female","81","0.18458557124881","0.149986646942703","0.219184495554918"
"Never","1986","Other degree","Male","128","0.182560424035628","0.154105160632868","0.211015687438388"
"Never","1986","Other degree","Female","109","0.240469418917301","0.201372340305255","0.279566497529346"
"Never","1986","no degree/no degree yet","Male","109","0.252282873800654","0.213589378823483","0.290976368777825"
