"pli0095_h","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1985","in school","Female","15","","","","3"
"Min 1x per month","1985","higher vocational","Female","58","0.227603961050222","0.176342443811846","0.278865478288599","3"
"Min 1x per month","1985","higher vocational","Male","99","0.265564097186912","0.219816508527419","0.311311685846405","3"
"Min 1x per month","1985","inadequately","Male","104","0.246845407674675","0.201865834642437","0.291824980706913","3"
"Min 1x per month","1985","higher education","Male","114","0.231387476089179","0.194678880945521","0.268096071232838","3"
"Min 1x per month","1985","inadequately","Female","121","0.217327997913412","0.180736017161245","0.253919978665579","3"
"Min 1x per month","1985","higher education","Female","55","0.218943111699762","0.166625314908684","0.27126090849084","3"
"Min 1x per month","1985","general elemantary","Male","319","0.267157927388261","0.240096412833398","0.294219441943124","3"
"Min 1x per month","1985","general elemantary","Female","431","0.189317574734849","0.172212246552755","0.206422902916942","3"
"Min 1x per month","1985","vocational + Abi","Male","51","0.301550890087556","0.232765258819016","0.370336521356097","3"
"Min 1x per month","1985","in school","Male","31","0.272308248113597","0.189496733884733","0.355119762342461","3"
"Min 1x per month","1985","vocational + Abi","Female","35","0.280983167461085","0.194179283166616","0.367787051755554","3"
"Min 1x per month","1985","middle vocational","Male","840","0.280227112631959","0.263654179973167","0.296800045290752","3"
"Min 1x per month","1985","middle vocational","Female","550","0.231595439451645","0.214444417705674","0.248746461197616","3"
"Min 1x per week","1985","in school","Male","7","","","","2"
"Min 1x per week","1985","in school","Female","5","","","","2"
"Min 1x per week","1985","inadequately","Male","63","0.170283420453633","0.131072069524796","0.20949477138247","2"
"Min 1x per week","1985","inadequately","Female","73","0.137093348667938","0.106577301278045","0.167609396057831","2"
"Min 1x per week","1985","general elemantary","Male","125","0.0908457823836369","0.0732692162381592","0.108422348529115","2"
"Min 1x per week","1985","general elemantary","Female","243","0.109398181532645","0.09576938819579","0.1230269748695","2"
"Min 1x per week","1985","middle vocational","Male","325","0.0999062257099041","0.0888403266844391","0.110972124735369","2"
"Min 1x per week","1985","middle vocational","Female","232","0.0920127354099581","0.0802612198848577","0.103764250935059","2"
"Min 1x per week","1985","vocational + Abi","Male","30","0.150780387970539","0.0971473408598526","0.204413435081226","2"
"Min 1x per week","1985","vocational + Abi","Female","15","","","","2"
"Min 1x per week","1985","higher vocational","Male","26","","","","2"
"Min 1x per week","1985","higher vocational","Female","27","","","","2"
"Min 1x per week","1985","higher education","Male","41","0.0707165733458384","0.0484025023062202","0.0930306443854566","2"
"Min 1x per week","1985","higher education","Female","31","0.137233983978954","0.0937008612817583","0.18076710667615","2"
"Never","1985","higher education","Male","80","0.167621394498505","0.135107477660963","0.200135311336047","5"
"Never","1985","inadequately","Female","119","0.230259709535159","0.192907244665872","0.267612174404446","5"
"Never","1985","inadequately","Male","66","0.237050499574016","0.19268666550365","0.281414333644383","5"
"Never","1985","general elemantary","Male","168","0.192368508287252","0.168261879500731","0.216475137073773","5"
"Never","1985","in school","Female","14","","","","5"
"Never","1985","in school","Male","10","","","","5"
"Never","1985","middle vocational","Male","417","0.168955756947607","0.155128210760103","0.182783303135112","5"
"Never","1985","higher vocational","Female","55","0.254091677150211","0.200866210742465","0.307317143557957","5"
"Never","1985","higher education","Female","31","0.161089189766838","0.114580557904926","0.207597821628751","5"
"Never","1985","general elemantary","Female","505","0.300172682907543","0.280160632201713","0.320184733613372","5"
"Never","1985","middle vocational","Female","410","0.204218444905944","0.187828615021762","0.220608274790126","5"
"Never","1985","vocational + Abi","Male","19","","","","5"
"Never","1985","vocational + Abi","Female","20","","","","5"
"Never","1985","higher vocational","Male","62","0.18946743673368","0.148873693419335","0.230061180048025","5"
"Rarely","1985","inadequately","Female","175","0.415318943883491","0.37159809738884","0.459039790378142","4"
"Rarely","1985","vocational + Abi","Male","71","0.412171268333087","0.338395405414317","0.485947131251857","4"
"Rarely","1985","in school","Female","41","0.55469709331294","0.442217647121216","0.667176539504664","4"
"Rarely","1985","inadequately","Male","120","0.345820672297676","0.296203201612441","0.39543814298291","4"
"Rarely","1985","vocational + Abi","Female","33","0.356007567503782","0.263537861780703","0.448477273226861","4"
"Rarely","1985","general elemantary","Female","836","0.401111560824963","0.379711445178466","0.422511676471461","4"
"Rarely","1985","general elemantary","Male","415","0.449627781940851","0.419203685448303","0.480051878433398","4"
"Rarely","1985","in school","Male","63","0.575446767833314","0.483496022277838","0.667397513388791","4"
"Rarely","1985","middle vocational","Male","1239","0.450910904710529","0.432549186147033","0.469272623274026","4"
"Rarely","1985","middle vocational","Female","1132","0.472173380232453","0.451876633930984","0.492470126533922","4"
"Rarely","1985","higher vocational","Male","171","0.476443736955729","0.424707591557257","0.528179882354201","4"
