"plh0206i04","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","59","0.0124666031553247","0.00958867465383223","0.0153445316568172"
"1 Strongly disagree","2005","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","(0) in school","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","42","0.00958119519727657","0.00705452056690108","0.0121078698276521"
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","36","0.00741470033477967","0.00498675320676465","0.00984264746279468"
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","(0) in school","","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","47","0.030406978875713","0.0225953701523851","0.0382185875990408"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","122","0.0216674946760027","0.0178910978163894","0.025443891535616"
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","(2a) intermediate vocational","94","0.0183355228879937","0.0145385570348546","0.0221324887411327"
