"plh0206i04","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Urban Area","Male","36","0.00610499113632939","0.00422557997994866","0.00798440229271013","1"
"1 Strongly disagree","2005","Urban Area","Female","59","0.00925495641672075","0.00704971067793282","0.0114602021555087","1"
"1 Strongly disagree","2005","Rural Area","Male","12","","","","1"
"1 Strongly disagree","2005","Rural Area","Female","29","","","","1"
"2 on scale 1-7 ","2005","Urban Area","Female","66","0.0123043917648662","0.00976558010066045","0.0148432034290719","2"
"2 on scale 1-7 ","2005","Rural Area","Male","16","","","","2"
"2 on scale 1-7 ","2005","Rural Area","Female","34","0.0111503131741086","0.00769809644995312","0.0146025298982641","2"
"2 on scale 1-7 ","2005","Urban Area","Male","51","0.00790238067264007","0.00576606609553383","0.0100386952497463","2"
"3 on scale 1-7 ","2005","Urban Area","Female","174","0.0255229885220204","0.0218910339302351","0.0291549431138057","3"
"3 on scale 1-7 ","2005","Rural Area","Male","57","0.016339232931934","0.0120045950855649","0.020673870778303","3"
"3 on scale 1-7 ","2005","Rural Area","Female","77","0.0228620420626072","0.0179481588425346","0.0277759252826797","3"
"3 on scale 1-7 ","2005","Urban Area","Male","152","0.0219529086024552","0.0184175380155371","0.0254882791893734","3"
"4 on scale 1-7","2005","Rural Area","Female","290","0.0830238248265266","0.0739525197316727","0.0920951299213806","4"
"4 on scale 1-7","2005","Urban Area","Female","667","0.0890460033540258","0.0824869028267163","0.0956051038813354","4"
"4 on scale 1-7","2005","Rural Area","Male","294","0.0948338282123169","0.0848163107047356","0.104851345719898","4"
"4 on scale 1-7","2005","Urban Area","Male","550","0.0878279923966433","0.0809988860638755","0.0946570987294112","4"
"5 on scale 1-7","2005","Rural Area","Male","561","0.159030899638786","0.146527011240952","0.17153478803662","5"
"5 on scale 1-7","2005","Urban Area","Female","1225","0.165528685566669","0.1569695247239","0.174087846409437","5"
"5 on scale 1-7","2005","Urban Area","Male","1183","0.176830640035739","0.167625457928369","0.186035822143108","5"
"5 on scale 1-7","2005","Rural Area","Female","586","0.166339053976496","0.154096240827277","0.178581867125714","5"
"6 on scale 1-7","2005","Rural Area","Male","1119","0.329889025028201","0.313813261448382","0.34596478860802","6"
"6 on scale 1-7","2005","Rural Area","Female","1209","0.321912086554854","0.306551739706377","0.337272433403332","6"
"6 on scale 1-7","2005","Urban Area","Female","2250","0.305040112843452","0.294436662817919","0.315643562868985","6"
"6 on scale 1-7","2005","Urban Area","Male","2230","0.327620934751589","0.316296880510612","0.338944988992566","6"
"7 Strongly agree","2005","Rural Area","Female","1329","0.384418162448385","0.368425004463729","0.400411320433041","7"
"7 Strongly agree","2005","Urban Area","Female","2802","0.393302861532246","0.382053228008097","0.404552495056395","7"
"7 Strongly agree","2005","Rural Area","Male","1227","0.389221030015986","0.37255030461487","0.405891755417103","7"
"7 Strongly agree","2005","Urban Area","Male","2397","0.371760152404604","0.360100027970417","0.383420276838791","7"
"1 Strongly disagree","2006","Urban Area","Male","","","","","1"
"1 Strongly disagree","2006","Urban Area","Female","","","","","1"
"1 Strongly disagree","2006","Rural Area","Male","","","","","1"
"1 Strongly disagree","2006","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2006","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2006","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2006","Rural Area","Female","","","","","2"
"2 on scale 1-7 ","2006","Urban Area","Male","","","","","2"
"3 on scale 1-7 ","2006","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2006","Rural Area","Female","","","","","3"
"3 on scale 1-7 ","2006","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2006","Rural Area","Male","","","","","3"
"4 on scale 1-7","2006","Urban Area","Female","","","","","4"
"4 on scale 1-7","2006","Rural Area","Male","","","","","4"
"4 on scale 1-7","2006","Rural Area","Female","","","","","4"
"4 on scale 1-7","2006","Urban Area","Male","","","","","4"
"5 on scale 1-7","2006","Rural Area","Male","","","","","5"
"5 on scale 1-7","2006","Urban Area","Female","","","","","5"
"5 on scale 1-7","2006","Rural Area","Female","","","","","5"
"5 on scale 1-7","2006","Urban Area","Male","","","","","5"
"6 on scale 1-7","2006","Rural Area","Male","","","","","6"
"6 on scale 1-7","2006","Urban Area","Female","","","","","6"
"6 on scale 1-7","2006","Rural Area","Female","","","","","6"
"6 on scale 1-7","2006","Urban Area","Male","","","","","6"
"7 Strongly agree","2006","Urban Area","Female","","","","","7"
"7 Strongly agree","2006","Rural Area","Male","","","","","7"
"7 Strongly agree","2006","Rural Area","Female","","","","","7"
"7 Strongly agree","2006","Urban Area","Male","","","","","7"
"1 Strongly disagree","2007","Urban Area","Male","","","","","1"
"1 Strongly disagree","2007","Urban Area","Female","","","","","1"
"1 Strongly disagree","2007","Rural Area","Male","","","","","1"
"1 Strongly disagree","2007","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2007","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2007","Urban Area","Male","","","","","2"
"2 on scale 1-7 ","2007","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2007","Rural Area","Female","","","","","2"
"3 on scale 1-7 ","2007","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2007","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2007","Rural Area","Male","","","","","3"
"3 on scale 1-7 ","2007","Rural Area","Female","","","","","3"
"4 on scale 1-7","2007","Urban Area","Male","","","","","4"
"4 on scale 1-7","2007","Urban Area","Female","","","","","4"
"4 on scale 1-7","2007","Rural Area","Male","","","","","4"
"4 on scale 1-7","2007","Rural Area","Female","","","","","4"
"5 on scale 1-7","2007","Urban Area","Male","","","","","5"
"5 on scale 1-7","2007","Urban Area","Female","","","","","5"
"5 on scale 1-7","2007","Rural Area","Male","","","","","5"
