"plh0206i04","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","in school","","","",""
"1 Strongly disagree","2005","Full Time","inadequately","","","",""
"1 Strongly disagree","2005","Full Time","general elemantary","3","","",""
"1 Strongly disagree","2005","Full Time","middle vocational","19","","",""
"1 Strongly disagree","2005","Full Time","vocational + Abi","2","","",""
"1 Strongly disagree","2005","Full Time","higher vocational","7","","",""
"1 Strongly disagree","2005","Full Time","higher education","4","","",""
"1 Strongly disagree","2005","Part Time","in school","","","",""
"1 Strongly disagree","2005","Part Time","inadequately","","","",""
"1 Strongly disagree","2005","Part Time","general elemantary","","","",""
"1 Strongly disagree","2005","Part Time","middle vocational","16","","",""
"1 Strongly disagree","2005","Part Time","vocational + Abi","2","","",""
"1 Strongly disagree","2005","Part Time","higher vocational","1","","",""
"1 Strongly disagree","2005","Part Time","higher education","2","","",""
"1 Strongly disagree","2005","Not Working","in school","5","","",""
"1 Strongly disagree","2005","Not Working","inadequately","1","","",""
"1 Strongly disagree","2005","Not Working","general elemantary","19","","",""
"1 Strongly disagree","2005","Not Working","middle vocational","45","0.0144929812163344","0.0107555683447048","0.0182303940879639"
"1 Strongly disagree","2005","Not Working","vocational + Abi","2","","",""
"1 Strongly disagree","2005","Not Working","higher vocational","6","","",""
"1 Strongly disagree","2005","Not Working","higher education","1","","",""
"2 on scale 1-7 ","2005","Full Time","in school","","","",""
"2 on scale 1-7 ","2005","Full Time","inadequately","","","",""
"2 on scale 1-7 ","2005","Full Time","general elemantary","5","","",""
"2 on scale 1-7 ","2005","Full Time","middle vocational","30","0.00920691174592283","0.00617537272549802","0.0122384507663476"
"2 on scale 1-7 ","2005","Full Time","vocational + Abi","2","","",""
"2 on scale 1-7 ","2005","Full Time","higher vocational","5","","",""
"2 on scale 1-7 ","2005","Full Time","higher education","23","","",""
"2 on scale 1-7 ","2005","Part Time","in school","","","",""
"2 on scale 1-7 ","2005","Part Time","inadequately","","","",""
"2 on scale 1-7 ","2005","Part Time","general elemantary","3","","",""
"2 on scale 1-7 ","2005","Part Time","middle vocational","15","","",""
"2 on scale 1-7 ","2005","Part Time","vocational + Abi","3","","",""
"2 on scale 1-7 ","2005","Part Time","higher vocational","2","","",""
"2 on scale 1-7 ","2005","Part Time","higher education","6","","",""
"2 on scale 1-7 ","2005","Not Working","in school","3","","",""
"2 on scale 1-7 ","2005","Not Working","inadequately","","","",""
"2 on scale 1-7 ","2005","Not Working","general elemantary","16","","",""
"2 on scale 1-7 ","2005","Not Working","middle vocational","35","0.0113351143003687","0.00802456653640194","0.0146456620643355"
"2 on scale 1-7 ","2005","Not Working","vocational + Abi","3","","",""
"2 on scale 1-7 ","2005","Not Working","higher vocational","8","","",""
"2 on scale 1-7 ","2005","Not Working","higher education","4","","",""
"3 on scale 1-7 ","2005","Full Time","in school","","","",""
"3 on scale 1-7 ","2005","Full Time","inadequately","2","","",""
"3 on scale 1-7 ","2005","Full Time","general elemantary","13","","",""
"3 on scale 1-7 ","2005","Full Time","middle vocational","79","0.0207516421883434","0.0162269676096019","0.0252763167670849"
"3 on scale 1-7 ","2005","Full Time","vocational + Abi","12","","",""
"3 on scale 1-7 ","2005","Full Time","higher vocational","12","","",""
"3 on scale 1-7 ","2005","Full Time","higher education","45","0.0180420096089098","0.0125213287939495","0.0235626904238701"
"3 on scale 1-7 ","2005","Part Time","in school","3","","",""
"3 on scale 1-7 ","2005","Part Time","inadequately","","","",""
"3 on scale 1-7 ","2005","Part Time","general elemantary","11","","",""
"3 on scale 1-7 ","2005","Part Time","middle vocational","60","0.0219242208341114","0.0161886154356844","0.0276598262325385"
"3 on scale 1-7 ","2005","Part Time","vocational + Abi","7","","",""
"3 on scale 1-7 ","2005","Part Time","higher vocational","7","","",""
"3 on scale 1-7 ","2005","Part Time","higher education","19","","",""
"3 on scale 1-7 ","2005","Not Working","in school","24","","",""
"3 on scale 1-7 ","2005","Not Working","inadequately","7","","",""
"3 on scale 1-7 ","2005","Not Working","general elemantary","32","0.0282422289779416","0.0193985770524695","0.0370858809034137"
"3 on scale 1-7 ","2005","Not Working","middle vocational","81","0.0214511582985015","0.0169203156593441","0.0259820009376589"
"3 on scale 1-7 ","2005","Not Working","vocational + Abi","7","","",""
"3 on scale 1-7 ","2005","Not Working","higher vocational","10","","",""
"3 on scale 1-7 ","2005","Not Working","higher education","19","","",""
"4 on scale 1-7","2005","Full Time","in school","","","",""
"4 on scale 1-7","2005","Full Time","inadequately","5","","",""
"4 on scale 1-7","2005","Full Time","general elemantary","52","0.0896255511892426","0.0658181782504962","0.113432924127989"
"4 on scale 1-7","2005","Full Time","middle vocational","262","0.0762591725196573","0.0678348341531868","0.0846835108861278"
"4 on scale 1-7","2005","Full Time","vocational + Abi","53","0.0911075184937793","0.0665624361090775","0.115652600878481"
"4 on scale 1-7","2005","Full Time","higher vocational","70","0.103758053738847","0.0822050173303429","0.125311090147351"
"4 on scale 1-7","2005","Full Time","higher education","188","0.0893631438734621","0.0775312147119837","0.10119507303494"
"4 on scale 1-7","2005","Part Time","in school","11","","",""
"4 on scale 1-7","2005","Part Time","inadequately","3","","",""
"4 on scale 1-7","2005","Part Time","general elemantary","41","0.0929602748921523","0.067431395573461","0.118489154210843"
"4 on scale 1-7","2005","Part Time","middle vocational","219","0.0802308849663252","0.0695908971367263","0.0908708727959242"
"4 on scale 1-7","2005","Part Time","vocational + Abi","36","0.123405022132798","0.0873688205142445","0.159441223751352"
"4 on scale 1-7","2005","Part Time","higher vocational","29","","",""
"4 on scale 1-7","2005","Part Time","higher education","86","0.0852967148934217","0.0673543566992585","0.103239073087585"
"4 on scale 1-7","2005","Not Working","in school","69","0.123228098616819","0.0957326946926153","0.150723502541023"
"4 on scale 1-7","2005","Not Working","inadequately","18","","",""
"4 on scale 1-7","2005","Not Working","general elemantary","130","0.106956409043336","0.090457969081908","0.123454849004765"
"4 on scale 1-7","2005","Not Working","middle vocational","334","0.0863612600346887","0.0775769209905976","0.0951455990787797"
"4 on scale 1-7","2005","Not Working","vocational + Abi","24","","",""
"4 on scale 1-7","2005","Not Working","higher vocational","36","0.0764487331577663","0.0520871424926923","0.10081032382284"
"4 on scale 1-7","2005","Not Working","higher education","97","0.0981609377788781","0.0797292577357847","0.116592617821971"
"5 on scale 1-7","2005","Full Time","in school","","","",""
"5 on scale 1-7","2005","Full Time","inadequately","5","","",""
"5 on scale 1-7","2005","Full Time","general elemantary","79","0.147999100615885","0.118402959453005","0.177595241778765"
"5 on scale 1-7","2005","Full Time","middle vocational","616","0.163843461748292","0.152095215496593","0.17559170799999"
"5 on scale 1-7","2005","Full Time","vocational + Abi","112","0.230789522041761","0.194850871205043","0.26672817287848"
"5 on scale 1-7","2005","Full Time","higher vocational","134","0.185062687241821","0.157614955872451","0.21251041861119"
"5 on scale 1-7","2005","Full Time","higher education","448","0.197668485561171","0.181150793228508","0.214186177893834"
"5 on scale 1-7","2005","Part Time","in school","22","","",""
"5 on scale 1-7","2005","Part Time","inadequately","5","","",""
"5 on scale 1-7","2005","Part Time","general elemantary","83","0.141569862237614","0.110921464178567","0.172218260296661"
"5 on scale 1-7","2005","Part Time","middle vocational","421","0.176226245334789","0.161302762220563","0.191149728449015"
"5 on scale 1-7","2005","Part Time","vocational + Abi","56","0.132169576473243","0.0950625386780512","0.169276614268435"
"5 on scale 1-7","2005","Part Time","higher vocational","53","0.172591746026287","0.132003908809353","0.213179583243221"
"5 on scale 1-7","2005","Part Time","higher education","162","0.165521795902579","0.141648721900486","0.189394869904672"
"5 on scale 1-7","2005","Not Working","in school","98","0.183088118329275","0.150737721987298","0.215438514671252"
"5 on scale 1-7","2005","Not Working","inadequately","24","","",""
"5 on scale 1-7","2005","Not Working","general elemantary","253","0.179084137576475","0.158615872693971","0.199552402458979"
"5 on scale 1-7","2005","Not Working","middle vocational","640","0.153950322008866","0.142664048139266","0.165236595878466"
"5 on scale 1-7","2005","Not Working","vocational + Abi","46","0.140402984287607","0.099998967770367","0.180807000804848"
"5 on scale 1-7","2005","Not Working","higher vocational","70","0.15545902467308","0.122238359574197","0.188679689771963"
"5 on scale 1-7","2005","Not Working","higher education","168","0.170452600840701","0.14715809663681","0.193747105044592"
