"plh0206i04","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","in school","5","","","","1"
"1 Strongly disagree","2005","Not Employed","inadequately","1","","","","1"
"1 Strongly disagree","2005","Not Employed","general elemantary","19","","","","1"
"1 Strongly disagree","2005","Not Employed","middle vocational","45","0.0144929812163344","0.0107555683447048","0.0182303940879639","1"
"1 Strongly disagree","2005","Not Employed","vocational + Abi","2","","","","1"
"1 Strongly disagree","2005","Not Employed","higher vocational","6","","","","1"
"1 Strongly disagree","2005","Not Employed","higher education","1","","","","1"
"1 Strongly disagree","2005","Employed","in school","","","","","1"
"1 Strongly disagree","2005","Employed","inadequately","","","","","1"
"1 Strongly disagree","2005","Employed","general elemantary","3","","","","1"
"1 Strongly disagree","2005","Employed","middle vocational","35","0.00517080196557341","0.00340213580439364","0.00693946812675319","1"
"1 Strongly disagree","2005","Employed","vocational + Abi","4","","","","1"
"1 Strongly disagree","2005","Employed","higher vocational","8","","","","1"
"1 Strongly disagree","2005","Employed","higher education","6","","","","1"
"2 on scale 1-7 ","2005","Not Employed","higher vocational","8","","","","2"
"2 on scale 1-7 ","2005","Not Employed","higher education","4","","","","2"
"2 on scale 1-7 ","2005","Employed","in school","","","","","2"
"2 on scale 1-7 ","2005","Employed","inadequately","","","","","2"
"2 on scale 1-7 ","2005","Employed","middle vocational","45","0.00733067560222347","0.00522705723521958","0.00943429396922736","2"
"2 on scale 1-7 ","2005","Employed","vocational + Abi","5","","","","2"
"2 on scale 1-7 ","2005","Employed","higher vocational","7","","","","2"
"2 on scale 1-7 ","2005","Employed","higher education","29","","","","2"
"2 on scale 1-7 ","2005","Not Employed","in school","3","","","","2"
"2 on scale 1-7 ","2005","Not Employed","inadequately","","","","","2"
"2 on scale 1-7 ","2005","Not Employed","general elemantary","16","","","","2"
"2 on scale 1-7 ","2005","Not Employed","middle vocational","35","0.0113351143003687","0.00802456653640194","0.0146456620643355","2"
"2 on scale 1-7 ","2005","Not Employed","vocational + Abi","3","","","","2"
"2 on scale 1-7 ","2005","Employed","general elemantary","8","","","","2"
"3 on scale 1-7 ","2005","Not Employed","vocational + Abi","7","","","","3"
"3 on scale 1-7 ","2005","Not Employed","higher vocational","10","","","","3"
"3 on scale 1-7 ","2005","Not Employed","higher education","19","","","","3"
"3 on scale 1-7 ","2005","Not Employed","in school","24","","","","3"
"3 on scale 1-7 ","2005","Not Employed","inadequately","7","","","","3"
"3 on scale 1-7 ","2005","Not Employed","general elemantary","32","0.0282422289779416","0.0193985770524695","0.0370858809034137","3"
"3 on scale 1-7 ","2005","Not Employed","middle vocational","81","0.0214511582985015","0.0169203156593441","0.0259820009376589","3"
"3 on scale 1-7 ","2005","Employed","in school","3","","","","3"
"3 on scale 1-7 ","2005","Employed","inadequately","2","","","","3"
"3 on scale 1-7 ","2005","Employed","general elemantary","24","","","","3"
"3 on scale 1-7 ","2005","Employed","middle vocational","139","0.0211927845393189","0.0176410929645075","0.0247444761141303","3"
"3 on scale 1-7 ","2005","Employed","vocational + Abi","19","","","","3"
"3 on scale 1-7 ","2005","Employed","higher vocational","19","","","","3"
"3 on scale 1-7 ","2005","Employed","higher education","64","0.0214068220364779","0.0163636121268446","0.0264500319461111","3"
"4 on scale 1-7","2005","Not Employed","higher education","97","0.0981609377788781","0.0797292577357847","0.116592617821971","4"
"4 on scale 1-7","2005","Not Employed","higher vocational","36","0.0764487331577663","0.0520871424926923","0.10081032382284","4"
"4 on scale 1-7","2005","Employed","higher education","274","0.0880660760634975","0.0781915590482056","0.0979405930787894","4"
"4 on scale 1-7","2005","Employed","in school","11","","","","4"
"4 on scale 1-7","2005","Employed","inadequately","8","","","","4"
"4 on scale 1-7","2005","Not Employed","in school","69","0.123228098616819","0.0957326946926153","0.150723502541023","4"
"4 on scale 1-7","2005","Not Employed","inadequately","18","","","","4"
"4 on scale 1-7","2005","Employed","general elemantary","93","0.0912815066502609","0.0738610504246392","0.108701962875883","4"
"4 on scale 1-7","2005","Employed","middle vocational","481","0.0777533926066812","0.0711498671021109","0.0843569181112516","4"
"4 on scale 1-7","2005","Employed","vocational + Abi","89","0.103952995469492","0.0834114050652326","0.124494585873751","4"
"4 on scale 1-7","2005","Employed","higher vocational","99","0.0987865318176582","0.081170016744728","0.116403046890588","4"
"4 on scale 1-7","2005","Not Employed","general elemantary","130","0.106956409043336","0.090457969081908","0.123454849004765","4"
"4 on scale 1-7","2005","Not Employed","middle vocational","334","0.0863612600346887","0.0775769209905976","0.0951455990787797","4"
"4 on scale 1-7","2005","Not Employed","vocational + Abi","24","","","","4"
"5 on scale 1-7","2005","Employed","middle vocational","1037","0.168502057811493","0.159271544637794","0.177732570985192","5"
"5 on scale 1-7","2005","Employed","vocational + Abi","168","0.191566049716924","0.16507911454991","0.218052984883938","5"
"5 on scale 1-7","2005","Employed","higher vocational","187","0.181602803930884","0.158841316719278","0.20436429114249","5"
"5 on scale 1-7","2005","Employed","higher education","610","0.187414664196592","0.173816943119465","0.20101238527372","5"
"5 on scale 1-7","2005","Not Employed","in school","98","0.183088118329275","0.150737721987298","0.215438514671252","5"
"5 on scale 1-7","2005","Not Employed","inadequately","24","","","","5"
"5 on scale 1-7","2005","Not Employed","general elemantary","253","0.179084137576475","0.158615872693971","0.199552402458979","5"
"5 on scale 1-7","2005","Not Employed","middle vocational","640","0.153950322008866","0.142664048139266","0.165236595878466","5"
"5 on scale 1-7","2005","Not Employed","vocational + Abi","46","0.140402984287607","0.099998967770367","0.180807000804848","5"
"5 on scale 1-7","2005","Not Employed","higher vocational","70","0.15545902467308","0.122238359574197","0.188679689771963","5"
"5 on scale 1-7","2005","Not Employed","higher education","168","0.170452600840701","0.14715809663681","0.193747105044592","5"
"5 on scale 1-7","2005","Employed","in school","22","","","","5"
"5 on scale 1-7","2005","Employed","inadequately","10","","","","5"
"5 on scale 1-7","2005","Employed","general elemantary","162","0.144806472574948","0.123521179646513","0.166091765503384","5"
"6 on scale 1-7","2005","Employed","higher vocational","402","0.344459879763657","0.316403847337671","0.372515912189643","6"
"6 on scale 1-7","2005","Employed","higher education","1198","0.378554885290265","0.361654536397028","0.395455234183501","6"
"6 on scale 1-7","2005","Not Employed","in school","178","0.287106152017076","0.249262276825705","0.324950027208447","6"
"6 on scale 1-7","2005","Not Employed","inadequately","31","0.18014706396404","0.11823164647636","0.24206248145172","6"
"6 on scale 1-7","2005","Not Employed","general elemantary","368","0.268029504467259","0.244384400142208","0.291674608792311","6"
"6 on scale 1-7","2005","Not Employed","middle vocational","1256","0.317951167918611","0.303388186393516","0.332514149443706","6"
"6 on scale 1-7","2005","Not Employed","vocational + Abi","98","0.340142593310208","0.285043496717281","0.395241689903135","6"
"6 on scale 1-7","2005","Not Employed","higher vocational","142","0.323101209169777","0.280224528989634","0.365977889349921","6"
"6 on scale 1-7","2005","Not Employed","higher education","319","0.297446558845301","0.269127735169096","0.325765382521505","6"
"6 on scale 1-7","2005","Employed","in school","36","0.393047504610663","0.296835255727226","0.4892597534941","6"
"6 on scale 1-7","2005","Employed","inadequately","23","","","","6"
"6 on scale 1-7","2005","Employed","general elemantary","314","0.294925535246103","0.267343448321264","0.322507622170942","6"
"6 on scale 1-7","2005","Employed","middle vocational","2076","0.312295485153349","0.30086732170373","0.323723648602969","6"
"6 on scale 1-7","2005","Employed","vocational + Abi","294","0.374008878631381","0.341442069586261","0.406575687676502","6"
"7 Strongly agree","2005","Employed","middle vocational","2504","0.407754802321361","0.395636466907575","0.419873137735147","7"
"7 Strongly agree","2005","Employed","higher education","983","0.313037624506214","0.296879364243824","0.329195884768605","7"
"7 Strongly agree","2005","Employed","higher vocational","380","0.341066764800718","0.313077099764682","0.369056429836754","7"
"7 Strongly agree","2005","Employed","vocational + Abi","269","0.291912223940502","0.261312334718448","0.322512113162557","7"
"7 Strongly agree","2005","Not Employed","higher vocational","185","0.387554252275436","0.342886915817344","0.432221588733527","7"
"7 Strongly agree","2005","Not Employed","higher education","393","0.418371517842277","0.387812813233324","0.44893022245123","7"
"7 Strongly agree","2005","Employed","in school","27","","","","7"
"7 Strongly agree","2005","Employed","inadequately","42","0.399254632100108","0.295140705657746","0.50336855854247","7"
"7 Strongly agree","2005","Employed","general elemantary","446","0.428589695721166","0.398656827199412","0.458522564242919","7"
"7 Strongly agree","2005","Not Employed","in school","172","0.355246903089536","0.315213382184728","0.395280423994343","7"
"7 Strongly agree","2005","Not Employed","inadequately","67","0.522878358010925","0.442408705697904","0.603348010323946","7"
"7 Strongly agree","2005","Not Employed","general elemantary","530","0.385322839522015","0.359342844763433","0.411302834280597","7"
"7 Strongly agree","2005","Not Employed","middle vocational","1537","0.39445799622263","0.379174072190146","0.409741920255114","7"
"7 Strongly agree","2005","Not Employed","vocational + Abi","104","0.369984956714586","0.31383409649666","0.426135816932512","7"
"1 Strongly disagree","2006","Not Employed","higher education","","","","","1"
"1 Strongly disagree","2006","Employed","in school","","","","","1"
"1 Strongly disagree","2006","Employed","inadequately","","","","","1"
"1 Strongly disagree","2006","Employed","general elemantary","","","","","1"
"1 Strongly disagree","2006","Not Employed","in school","","","","","1"
"1 Strongly disagree","2006","Not Employed","inadequately","","","","","1"
"1 Strongly disagree","2006","Not Employed","general elemantary","","","","","1"
"1 Strongly disagree","2006","Not Employed","middle vocational","","","","","1"
"1 Strongly disagree","2006","Not Employed","vocational + Abi","","","","","1"
"1 Strongly disagree","2006","Not Employed","higher vocational","","","","","1"
"1 Strongly disagree","2006","Employed","middle vocational","","","","","1"
"1 Strongly disagree","2006","Employed","vocational + Abi","","","","","1"
"1 Strongly disagree","2006","Employed","higher vocational","","","","","1"
"1 Strongly disagree","2006","Employed","higher education","","","","","1"
"2 on scale 1-7 ","2006","Employed","higher education","","","","","2"
"2 on scale 1-7 ","2006","Employed","higher vocational","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","higher vocational","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","higher education","","","","","2"
"2 on scale 1-7 ","2006","Employed","middle vocational","","","","","2"
"2 on scale 1-7 ","2006","Employed","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2006","Employed","in school","","","","","2"
"2 on scale 1-7 ","2006","Employed","inadequately","","","","","2"
"2 on scale 1-7 ","2006","Employed","general elemantary","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","in school","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","inadequately","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","general elemantary","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","middle vocational","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","vocational + Abi","","","","","2"
"3 on scale 1-7 ","2006","Not Employed","in school","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","inadequately","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","general elemantary","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","middle vocational","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","higher vocational","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","higher education","","","","","3"
"3 on scale 1-7 ","2006","Employed","in school","","","","","3"
"3 on scale 1-7 ","2006","Employed","inadequately","","","","","3"
"3 on scale 1-7 ","2006","Employed","general elemantary","","","","","3"
"3 on scale 1-7 ","2006","Employed","middle vocational","","","","","3"
"3 on scale 1-7 ","2006","Employed","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2006","Employed","higher vocational","","","","","3"
"3 on scale 1-7 ","2006","Employed","higher education","","","","","3"
"4 on scale 1-7","2006","Not Employed","higher education","","","","","4"
"4 on scale 1-7","2006","Employed","higher vocational","","","","","4"
"4 on scale 1-7","2006","Employed","higher education","","","","","4"
"4 on scale 1-7","2006","Not Employed","in school","","","","","4"
"4 on scale 1-7","2006","Not Employed","inadequately","","","","","4"
"4 on scale 1-7","2006","Not Employed","higher vocational","","","","","4"
"4 on scale 1-7","2006","Employed","in school","","","","","4"
"4 on scale 1-7","2006","Employed","inadequately","","","","","4"
"4 on scale 1-7","2006","Employed","general elemantary","","","","","4"
"4 on scale 1-7","2006","Not Employed","general elemantary","","","","","4"
"4 on scale 1-7","2006","Not Employed","middle vocational","","","","","4"
"4 on scale 1-7","2006","Not Employed","vocational + Abi","","","","","4"
"4 on scale 1-7","2006","Employed","middle vocational","","","","","4"
"4 on scale 1-7","2006","Employed","vocational + Abi","","","","","4"
"5 on scale 1-7","2006","Not Employed","in school","","","","","5"
"5 on scale 1-7","2006","Not Employed","inadequately","","","","","5"
"5 on scale 1-7","2006","Not Employed","general elemantary","","","","","5"
"5 on scale 1-7","2006","Not Employed","middle vocational","","","","","5"
"5 on scale 1-7","2006","Not Employed","vocational + Abi","","","","","5"
"5 on scale 1-7","2006","Not Employed","higher vocational","","","","","5"
"5 on scale 1-7","2006","Not Employed","higher education","","","","","5"
"5 on scale 1-7","2006","Employed","in school","","","","","5"
"5 on scale 1-7","2006","Employed","inadequately","","","","","5"
"5 on scale 1-7","2006","Employed","general elemantary","","","","","5"
"5 on scale 1-7","2006","Employed","middle vocational","","","","","5"
"5 on scale 1-7","2006","Employed","vocational + Abi","","","","","5"
"5 on scale 1-7","2006","Employed","higher vocational","","","","","5"
"5 on scale 1-7","2006","Employed","higher education","","","","","5"
"6 on scale 1-7","2006","Not Employed","in school","","","","","6"
"6 on scale 1-7","2006","Not Employed","vocational + Abi","","","","","6"
"6 on scale 1-7","2006","Not Employed","higher vocational","","","","","6"
"6 on scale 1-7","2006","Not Employed","higher education","","","","","6"
"6 on scale 1-7","2006","Employed","in school","","","","","6"
"6 on scale 1-7","2006","Employed","inadequately","","","","","6"
"6 on scale 1-7","2006","Employed","general elemantary","","","","","6"
"6 on scale 1-7","2006","Employed","middle vocational","","","","","6"
"6 on scale 1-7","2006","Employed","vocational + Abi","","","","","6"
"6 on scale 1-7","2006","Employed","higher vocational","","","","","6"
"6 on scale 1-7","2006","Employed","higher education","","","","","6"
"6 on scale 1-7","2006","Not Employed","inadequately","","","","","6"
"6 on scale 1-7","2006","Not Employed","general elemantary","","","","","6"
"6 on scale 1-7","2006","Not Employed","middle vocational","","","","","6"
"7 Strongly agree","2006","Not Employed","higher vocational","","","","","7"
"7 Strongly agree","2006","Not Employed","higher education","","","","","7"
"7 Strongly agree","2006","Employed","in school","","","","","7"
"7 Strongly agree","2006","Employed","higher vocational","","","","","7"
"7 Strongly agree","2006","Employed","higher education","","","","","7"
"7 Strongly agree","2006","Employed","inadequately","","","","","7"
"7 Strongly agree","2006","Employed","general elemantary","","","","","7"
"7 Strongly agree","2006","Employed","middle vocational","","","","","7"
"7 Strongly agree","2006","Employed","vocational + Abi","","","","","7"
"7 Strongly agree","2006","Not Employed","in school","","","","","7"
"7 Strongly agree","2006","Not Employed","inadequately","","","","","7"
"7 Strongly agree","2006","Not Employed","general elemantary","","","","","7"
"7 Strongly agree","2006","Not Employed","middle vocational","","","","","7"
"7 Strongly agree","2006","Not Employed","vocational + Abi","","","","","7"
"1 Strongly disagree","2007","Not Employed","in school","","","","","1"
"1 Strongly disagree","2007","Not Employed","inadequately","","","","","1"
"1 Strongly disagree","2007","Not Employed","general elemantary","","","","","1"
"1 Strongly disagree","2007","Not Employed","middle vocational","","","","","1"
"1 Strongly disagree","2007","Not Employed","vocational + Abi","","","","","1"
"1 Strongly disagree","2007","Not Employed","higher vocational","","","","","1"
"1 Strongly disagree","2007","Not Employed","higher education","","","","","1"
"1 Strongly disagree","2007","Employed","in school","","","","","1"
"1 Strongly disagree","2007","Employed","inadequately","","","","","1"
"1 Strongly disagree","2007","Employed","general elemantary","","","","","1"
"1 Strongly disagree","2007","Employed","higher vocational","","","","","1"
"1 Strongly disagree","2007","Employed","higher education","","","","","1"
"1 Strongly disagree","2007","Employed","middle vocational","","","","","1"
"1 Strongly disagree","2007","Employed","vocational + Abi","","","","","1"
"2 on scale 1-7 ","2007","Not Employed","higher education","","","","","2"
"2 on scale 1-7 ","2007","Employed","inadequately","","","","","2"
"2 on scale 1-7 ","2007","Employed","general elemantary","","","","","2"
"2 on scale 1-7 ","2007","Employed","higher vocational","","","","","2"
"2 on scale 1-7 ","2007","Employed","in school","","","","","2"
"2 on scale 1-7 ","2007","Employed","middle vocational","","","","","2"
"2 on scale 1-7 ","2007","Employed","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","higher vocational","","","","","2"
"2 on scale 1-7 ","2007","Employed","higher education","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","in school","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","inadequately","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","general elemantary","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","middle vocational","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","vocational + Abi","","","","","2"
"3 on scale 1-7 ","2007","Not Employed","inadequately","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","general elemantary","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","middle vocational","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","higher vocational","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","higher education","","","","","3"
"3 on scale 1-7 ","2007","Employed","in school","","","","","3"
"3 on scale 1-7 ","2007","Employed","inadequately","","","","","3"
"3 on scale 1-7 ","2007","Employed","general elemantary","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","in school","","","","","3"
"3 on scale 1-7 ","2007","Employed","middle vocational","","","","","3"
"3 on scale 1-7 ","2007","Employed","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2007","Employed","higher vocational","","","","","3"
"3 on scale 1-7 ","2007","Employed","higher education","","","","","3"
"4 on scale 1-7","2007","Not Employed","higher education","","","","","4"
"4 on scale 1-7","2007","Employed","in school","","","","","4"
"4 on scale 1-7","2007","Not Employed","higher vocational","","","","","4"
"4 on scale 1-7","2007","Employed","inadequately","","","","","4"
"4 on scale 1-7","2007","Employed","general elemantary","","","","","4"
"4 on scale 1-7","2007","Employed","middle vocational","","","","","4"
"4 on scale 1-7","2007","Employed","vocational + Abi","","","","","4"
"4 on scale 1-7","2007","Employed","higher vocational","","","","","4"
"4 on scale 1-7","2007","Employed","higher education","","","","","4"
"4 on scale 1-7","2007","Not Employed","in school","","","","","4"
"4 on scale 1-7","2007","Not Employed","inadequately","","","","","4"
"4 on scale 1-7","2007","Not Employed","general elemantary","","","","","4"
"4 on scale 1-7","2007","Not Employed","middle vocational","","","","","4"
"4 on scale 1-7","2007","Not Employed","vocational + Abi","","","","","4"
"5 on scale 1-7","2007","Not Employed","in school","","","","","5"
"5 on scale 1-7","2007","Not Employed","inadequately","","","","","5"
"5 on scale 1-7","2007","Not Employed","general elemantary","","","","","5"
"5 on scale 1-7","2007","Not Employed","middle vocational","","","","","5"
"5 on scale 1-7","2007","Not Employed","vocational + Abi","","","","","5"
"5 on scale 1-7","2007","Not Employed","higher vocational","","","","","5"
"5 on scale 1-7","2007","Not Employed","higher education","","","","","5"
"5 on scale 1-7","2007","Employed","in school","","","","","5"
"5 on scale 1-7","2007","Employed","inadequately","","","","","5"
"5 on scale 1-7","2007","Employed","general elemantary","","","","","5"
"5 on scale 1-7","2007","Employed","middle vocational","","","","","5"
"5 on scale 1-7","2007","Employed","vocational + Abi","","","","","5"
"5 on scale 1-7","2007","Employed","higher vocational","","","","","5"
"5 on scale 1-7","2007","Employed","higher education","","","","","5"
"6 on scale 1-7","2007","Not Employed","higher education","","","","","6"
"6 on scale 1-7","2007","Employed","middle vocational","","","","","6"
"6 on scale 1-7","2007","Employed","in school","","","","","6"
"6 on scale 1-7","2007","Employed","inadequately","","","","","6"
