"plh0206i04","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","no migration background","71","0.0140279930349623","0.0111840000335127","0.0168719860364118","1"
"1 Strongly disagree","2005","Not Employed","direct migration background","7","","","","1"
"1 Strongly disagree","2005","Not Employed","indirect migration background","2","","","","1"
"1 Strongly disagree","2005","Employed","no migration background","48","0.00476702442562597","0.0034753198694771","0.00605872898177484","1"
"1 Strongly disagree","2005","Employed","direct migration background","7","","","","1"
"1 Strongly disagree","2005","Employed","indirect migration background","1","","","","1"
"2 on scale 1-7 ","2005","Not Employed","indirect migration background","2","","","","2"
"2 on scale 1-7 ","2005","Not Employed","no migration background","59","0.0116737757211451","0.009076283280717","0.0142712681615733","2"
"2 on scale 1-7 ","2005","Employed","indirect migration background","6","","","","2"
"2 on scale 1-7 ","2005","Not Employed","direct migration background","11","","","","2"
"2 on scale 1-7 ","2005","Employed","no migration background","77","0.00795153592737455","0.00628594218127579","0.00961712967347331","2"
"2 on scale 1-7 ","2005","Employed","direct migration background","12","","","","2"
"3 on scale 1-7 ","2005","Employed","direct migration background","35","0.0336815334001444","0.0240969090657032","0.0432661577345856","3"
"3 on scale 1-7 ","2005","Not Employed","no migration background","147","0.0221311957466946","0.0185737261626231","0.0256886653307661","3"
"3 on scale 1-7 ","2005","Employed","no migration background","229","0.0205402752604006","0.0178803248194606","0.0232002257013406","3"
"3 on scale 1-7 ","2005","Not Employed","indirect migration background","11","","","","3"
"3 on scale 1-7 ","2005","Not Employed","direct migration background","26","","","","3"
"3 on scale 1-7 ","2005","Employed","indirect migration background","12","","","","3"
"4 on scale 1-7","2005","Employed","indirect migration background","41","0.0807726906885784","0.0578959803006592","0.103649401076498","4"
"4 on scale 1-7","2005","Not Employed","direct migration background","80","0.0839640544987551","0.0667836252202313","0.101144483777279","4"
"4 on scale 1-7","2005","Not Employed","indirect migration background","30","0.0951598794733045","0.0609723483245952","0.129347410622014","4"
"4 on scale 1-7","2005","Employed","direct migration background","85","0.070176614702498","0.0566055016671615","0.0837477277378346","4"
