"plh0206i04","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","West Germany","27","","",""
"1 Strongly disagree","2005","Full Time","East Germany","8","","",""
"1 Strongly disagree","2005","Part Time","West Germany","16","","",""
"1 Strongly disagree","2005","Part Time","East Germany","5","","",""
"1 Strongly disagree","2005","Not Working","West Germany","67","0.013657930306432","0.0106587185573422","0.0166571420555217"
"1 Strongly disagree","2005","Not Working","East Germany","13","","",""
"2 on scale 1-7 ","2005","Full Time","West Germany","56","0.00998581213841958","0.00748738957535424","0.0124842347014849"
"2 on scale 1-7 ","2005","Full Time","East Germany","10","","",""
"2 on scale 1-7 ","2005","Part Time","West Germany","21","","",""
"2 on scale 1-7 ","2005","Part Time","East Germany","8","","",""
"2 on scale 1-7 ","2005","Not Working","West Germany","51","0.0118124122776558","0.00902057630085853","0.0146042482544532"
"2 on scale 1-7 ","2005","Not Working","East Germany","21","","",""
"3 on scale 1-7 ","2005","Full Time","West Germany","134","0.0210132449599541","0.0174092144565389","0.0246172754633693"
"3 on scale 1-7 ","2005","Full Time","East Germany","33","0.0169043776024272","0.0111590164986221","0.0226497387062324"
"3 on scale 1-7 ","2005","Part Time","West Germany","87","0.0264944040075001","0.0213901623019902","0.03159864571301"
"3 on scale 1-7 ","2005","Part Time","East Germany","22","","",""
"3 on scale 1-7 ","2005","Not Working","West Germany","138","0.0222193483781737","0.0184105561458909","0.0260281406104566"
"3 on scale 1-7 ","2005","Not Working","East Germany","46","0.0260413497098858","0.0192298859846612","0.0328528134351105"
"4 on scale 1-7","2005","Full Time","West Germany","491","0.0833612653503978","0.0764152659716166","0.0903072647291791"
"4 on scale 1-7","2005","Full Time","East Germany","147","0.0862249566518362","0.0737149945276426","0.0987349187760297"
"4 on scale 1-7","2005","Part Time","West Germany","343","0.0853306470581602","0.0764515355183912","0.0942097585979292"
"4 on scale 1-7","2005","Part Time","East Germany","90","0.0921513459727884","0.0742957071147355","0.110006984830841"
"4 on scale 1-7","2005","Not Working","West Germany","522","0.0929869795629053","0.0854825318625276","0.100491427263283"
