"plh0206i04","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","Full Time","3","","","","1"
"1 Strongly disagree","2005","16-34 y.","Part Time","2","","","","1"
"1 Strongly disagree","2005","16-34 y.","Not Working","13","","","","1"
"1 Strongly disagree","2005","35-65 y.","Full Time","31","0.00610355583413819","0.00411346092701601","0.00809365074126037","1"
"1 Strongly disagree","2005","35-65 y.","Part Time","18","","","","1"
"1 Strongly disagree","2005","35-65 y.","Not Working","13","","","","1"
"1 Strongly disagree","2005","66 and older","Full Time","1","","","","1"
"1 Strongly disagree","2005","66 and older","Part Time","1","","","","1"
"1 Strongly disagree","2005","66 and older","Not Working","54","0.0163527298577945","0.012180687191361","0.020524772524228","1"
"2 on scale 1-7 ","2005","35-65 y.","Not Working","24","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","Full Time","19","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","Not Working","18","","","","2"
"2 on scale 1-7 ","2005","35-65 y.","Full Time","47","0.00915594585996048","0.00672225158321424","0.0115896401367067","2"
"2 on scale 1-7 ","2005","35-65 y.","Part Time","15","","","","2"
"2 on scale 1-7 ","2005","66 and older","Full Time","","","","","2"
"2 on scale 1-7 ","2005","66 and older","Part Time","2","","","","2"
"2 on scale 1-7 ","2005","66 and older","Not Working","30","0.0101947261268381","0.0068902959629678","0.0134991562907084","2"
"2 on scale 1-7 ","2005","16-34 y.","Part Time","12","","","","2"
"3 on scale 1-7 ","2005","16-34 y.","Part Time","39","0.0256736201764999","0.0179384280161533","0.0334088123368465","3"
"3 on scale 1-7 ","2005","16-34 y.","Full Time","40","0.0186315268139732","0.0128426710893964","0.0244203825385499","3"
"3 on scale 1-7 ","2005","35-65 y.","Not Working","51","0.0233044408450881","0.0176010595241584","0.0290078221660178","3"
"3 on scale 1-7 ","2005","66 and older","Full Time","3","","","","3"
"3 on scale 1-7 ","2005","16-34 y.","Not Working","52","0.0269982798361061","0.0190935564154362","0.034903003256776","3"
"3 on scale 1-7 ","2005","35-65 y.","Full Time","124","0.0207650407686375","0.0171215169927815","0.0244085645444936","3"
"3 on scale 1-7 ","2005","35-65 y.","Part Time","64","0.0243599531977638","0.0188580181842719","0.0298618882112556","3"
"3 on scale 1-7 ","2005","66 and older","Part Time","6","","","","3"
"3 on scale 1-7 ","2005","66 and older","Not Working","81","0.0215263880586824","0.016752260089659","0.0263005160277057","3"
"4 on scale 1-7","2005","16-34 y.","Part Time","154","0.0971605983657332","0.0826753594394246","0.111645837292042","4"
"4 on scale 1-7","2005","16-34 y.","Not Working","179","0.117085884195345","0.101404899613941","0.132766868776749","4"
"4 on scale 1-7","2005","35-65 y.","Not Working","242","0.0839227869606737","0.0734409005777277","0.0944046733436197","4"
"4 on scale 1-7","2005","66 and older","Full Time","2","","","","4"
"4 on scale 1-7","2005","66 and older","Part Time","19","","","","4"
"4 on scale 1-7","2005","35-65 y.","Part Time","260","0.0761638117595359","0.0666969890685298","0.085630634450542","4"
"4 on scale 1-7","2005","35-65 y.","Full Time","470","0.0858620615672686","0.0787036233412143","0.0930204997933228","4"
"4 on scale 1-7","2005","66 and older","Not Working","309","0.0926374712676434","0.0831003417528403","0.102174600782447","4"
"4 on scale 1-7","2005","16-34 y.","Full Time","166","0.0791520025455238","0.0675941438818962","0.0907098612091515","4"
"5 on scale 1-7","2005","35-65 y.","Full Time","1012","0.164467579647771","0.154995756890614","0.173939402404928","5"
"5 on scale 1-7","2005","35-65 y.","Not Working","431","0.151465845047218","0.137913155844684","0.165018534249753","5"
"5 on scale 1-7","2005","66 and older","Full Time","1","","","","5"
"5 on scale 1-7","2005","16-34 y.","Part Time","297","0.179921589171111","0.161135142275585","0.198708036066636","5"
"5 on scale 1-7","2005","16-34 y.","Not Working","329","0.197906279491181","0.178474875860963","0.217337683121398","5"
"5 on scale 1-7","2005","35-65 y.","Part Time","498","0.163190177228521","0.150001755864963","0.176378598592078","5"
"5 on scale 1-7","2005","66 and older","Part Time","29","","","","5"
"5 on scale 1-7","2005","66 and older","Not Working","562","0.155427711274257","0.143509349766958","0.167346072781556","5"
"5 on scale 1-7","2005","16-34 y.","Full Time","396","0.209053881823189","0.191645635652931","0.226462127993446","5"
"6 on scale 1-7","2005","66 and older","Full Time","20","","","","6"
"6 on scale 1-7","2005","66 and older","Part Time","50","0.21051534120065","0.152394631101813","0.268636051299486","6"
"6 on scale 1-7","2005","16-34 y.","Full Time","726","0.342252194784586","0.321940073709477","0.362564315859694","6"
"6 on scale 1-7","2005","16-34 y.","Part Time","566","0.348562628670645","0.325257469883823","0.371867787457467","6"
"6 on scale 1-7","2005","35-65 y.","Full Time","2031","0.327206971698307","0.315218501321403","0.33919544207521","6"
"6 on scale 1-7","2005","35-65 y.","Not Working","852","0.313592663374882","0.296053560959907","0.331131765789856","6"
"6 on scale 1-7","2005","66 and older","Not Working","1085","0.300961594540157","0.285873306286427","0.316049882793887","6"
"6 on scale 1-7","2005","16-34 y.","Not Working","489","0.285062668532904","0.263045270772395","0.307080066293412","6"
"6 on scale 1-7","2005","35-65 y.","Part Time","989","0.323205938812299","0.306514246976989","0.339897630647608","6"
"7 Strongly agree","2005","35-65 y.","Not Working","1075","0.408069086975359","0.389489510174104","0.426648663776614","7"
"7 Strongly agree","2005","66 and older","Part Time","82","0.459516418912499","0.388467257149482","0.530565580675517","7"
"7 Strongly agree","2005","66 and older","Not Working","1429","0.402899378874627","0.386764861654443","0.419033896094811","7"
"7 Strongly agree","2005","66 and older","Full Time","11","","","","7"
"7 Strongly agree","2005","16-34 y.","Full Time","746","0.340353885354501","0.320068964731591","0.360638805977411","7"
"7 Strongly agree","2005","16-34 y.","Part Time","536","0.340271351307432","0.317098968986872","0.363443733627992","7"
"7 Strongly agree","2005","16-34 y.","Not Working","535","0.345704094059168","0.322508730150219","0.368899457968116","7"
"7 Strongly agree","2005","35-65 y.","Full Time","2169","0.386438844623917","0.373997105961842","0.398880583285992","7"
"7 Strongly agree","2005","35-65 y.","Part Time","1172","0.402753767492449","0.385250104715806","0.420257430269092","7"
"1 Strongly disagree","2006","16-34 y.","Full Time","","","","","1"
"1 Strongly disagree","2006","16-34 y.","Part Time","","","","","1"
"1 Strongly disagree","2006","16-34 y.","Not Working","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Full Time","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Part Time","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Not Working","","","","","1"
"1 Strongly disagree","2006","66 and older","Full Time","","","","","1"
"1 Strongly disagree","2006","66 and older","Part Time","","","","","1"
"1 Strongly disagree","2006","66 and older","Not Working","","","","","1"
"2 on scale 1-7 ","2006","16-34 y.","Full Time","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Not Working","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Full Time","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","Not Working","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Full Time","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Part Time","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Part Time","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Not Working","","","","","2"
"3 on scale 1-7 ","2006","16-34 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Part Time","","","","","3"
"3 on scale 1-7 ","2006","66 and older","Full Time","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Not Working","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Not Working","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Full Time","","","","","3"
"3 on scale 1-7 ","2006","66 and older","Part Time","","","","","3"
"3 on scale 1-7 ","2006","66 and older","Not Working","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Part Time","","","","","3"
"4 on scale 1-7","2006","66 and older","Not Working","","","","","4"
"4 on scale 1-7","2006","16-34 y.","Full Time","","","","","4"
"4 on scale 1-7","2006","16-34 y.","Part Time","","","","","4"
"4 on scale 1-7","2006","16-34 y.","Not Working","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Not Working","","","","","4"
"4 on scale 1-7","2006","66 and older","Full Time","","","","","4"
"4 on scale 1-7","2006","66 and older","Part Time","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Full Time","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Part Time","","","","","4"
"5 on scale 1-7","2006","35-65 y.","Not Working","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Full Time","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Part Time","","","","","5"
"5 on scale 1-7","2006","35-65 y.","Part Time","","","","","5"
"5 on scale 1-7","2006","66 and older","Full Time","","","","","5"
"5 on scale 1-7","2006","66 and older","Part Time","","","","","5"
"5 on scale 1-7","2006","66 and older","Not Working","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Not Working","","","","","5"
"5 on scale 1-7","2006","35-65 y.","Full Time","","","","","5"
"6 on scale 1-7","2006","16-34 y.","Part Time","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Not Working","","","","","6"
"6 on scale 1-7","2006","66 and older","Full Time","","","","","6"
"6 on scale 1-7","2006","66 and older","Part Time","","","","","6"
"6 on scale 1-7","2006","66 and older","Not Working","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Part Time","","","","","6"
"6 on scale 1-7","2006","16-34 y.","Full Time","","","","","6"
"6 on scale 1-7","2006","16-34 y.","Not Working","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Full Time","","","","","6"
"7 Strongly agree","2006","66 and older","Not Working","","","","","7"
"7 Strongly agree","2006","35-65 y.","Not Working","","","","","7"
"7 Strongly agree","2006","66 and older","Full Time","","","","","7"
"7 Strongly agree","2006","66 and older","Part Time","","","","","7"
"7 Strongly agree","2006","16-34 y.","Full Time","","","","","7"
"7 Strongly agree","2006","16-34 y.","Part Time","","","","","7"
"7 Strongly agree","2006","16-34 y.","Not Working","","","","","7"
"7 Strongly agree","2006","35-65 y.","Full Time","","","","","7"
"7 Strongly agree","2006","35-65 y.","Part Time","","","","","7"
"1 Strongly disagree","2007","35-65 y.","Part Time","","","","","1"
"1 Strongly disagree","2007","35-65 y.","Not Working","","","","","1"
