"ple0009","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes, strongly limited","2011","lower secondary degree","1-pers.-HH","334","0.24180735107813","0.218992180129838","0.264622522026423"
"Yes, strongly limited","2011","lower secondary degree","(Married) couple without C. ","551","0.171520105292342","0.158341349676252","0.184698860908432"
"Yes, strongly limited","2011","lower secondary degree","Single parent ","40","0.118495164442991","0.0836777307147585","0.153312598171224"
"Yes, strongly limited","2011","lower secondary degree","Couple + C. LE 16 ","32","0.0533049364840684","0.0356509955163275","0.0709588774518092"
"Yes, strongly limited","2011","lower secondary degree","Couple + C. GT 16 ","85","0.109580824174227","0.0879488395101997","0.131212808838254"
"Yes, strongly limited","2011","lower secondary degree","Couple + C. LE and GT 16","13","","",""
"Yes, strongly limited","2011","secondary school degree","1-pers.-HH","112","0.123849230128081","0.10247026145287","0.145228198803291"
"Yes, strongly limited","2011","secondary school degree","(Married) couple without C. ","231","0.0976350312649148","0.0854674592229425","0.109802603306887"
"Yes, strongly limited","2011","secondary school degree","Single parent ","23","","",""
"Yes, strongly limited","2011","secondary school degree","Couple + C. LE 16 ","36","0.0315080884604733","0.0213274312286971","0.0416887456922496"
"Yes, strongly limited","2011","secondary school degree","Couple + C. GT 16 ","63","0.0554574568827155","0.0410692824081914","0.0698456313572397"
"Yes, strongly limited","2011","secondary school degree","Couple + C. LE and GT 16","19","","",""
"Yes, strongly limited","2011","college entrance qualification","1-pers.-HH","56","0.0648715331986762","0.0493155427603305","0.0804275236370219"
"Yes, strongly limited","2011","college entrance qualification","(Married) couple without C. ","152","0.0720032101225034","0.0608730251493983","0.0831333950956085"
"Yes, strongly limited","2011","college entrance qualification","Single parent ","10","","",""
"Yes, strongly limited","2011","college entrance qualification","Couple + C. LE 16 ","21","","",""
"Yes, strongly limited","2011","college entrance qualification","Couple + C. GT 16 ","22","","",""
"Yes, strongly limited","2011","college entrance qualification","Couple + C. LE and GT 16","10","","",""
"Yes, strongly limited","2011","Other degree","1-pers.-HH","26","","",""
"Yes, strongly limited","2011","Other degree","(Married) couple without C. ","60","0.13714068692924","0.103555426239456","0.170725947619023"
"Yes, strongly limited","2011","Other degree","Single parent ","8","","",""
"Yes, strongly limited","2011","Other degree","Couple + C. LE 16 ","7","","",""
"Yes, strongly limited","2011","Other degree","Couple + C. GT 16 ","18","","",""
"Yes, strongly limited","2011","Other degree","Couple + C. LE and GT 16","6","","",""
"Yes, strongly limited","2011","no degree/no degree yet","1-pers.-HH","19","","",""
"Yes, strongly limited","2011","no degree/no degree yet","(Married) couple without C. ","16","","",""
"Yes, strongly limited","2011","no degree/no degree yet","Single parent ","3","","",""
"Yes, strongly limited","2011","no degree/no degree yet","Couple + C. LE 16 ","1","","",""
"Yes, strongly limited","2011","no degree/no degree yet","Couple + C. GT 16 ","3","","",""
"Yes, strongly limited","2011","no degree/no degree yet","Couple + C. LE and GT 16","1","","",""
"Yes, somewhat limited","2011","lower secondary degree","1-pers.-HH","404","0.279192889368896","0.255289422141828","0.303096356595964"
"Yes, somewhat limited","2011","lower secondary degree","(Married) couple without C. ","977","0.311344756879012","0.295156592415963","0.327532921342062"
"Yes, somewhat limited","2011","lower secondary degree","Single parent ","75","0.223332851089767","0.178465764773408","0.268199937406126"
"Yes, somewhat limited","2011","lower secondary degree","Couple + C. LE 16 ","80","0.157454837727764","0.128831023957369","0.186078651498159"
"Yes, somewhat limited","2011","lower secondary degree","Couple + C. GT 16 ","188","0.247070866275798","0.217201937109822","0.276939795441774"
"Yes, somewhat limited","2011","lower secondary degree","Couple + C. LE and GT 16","42","0.133157883734102","0.0924061674194534","0.17390960004875"
"Yes, somewhat limited","2011","secondary school degree","1-pers.-HH","232","0.253469027989465","0.22523732757712","0.28170072840181"
"Yes, somewhat limited","2011","secondary school degree","(Married) couple without C. ","544","0.23814512334858","0.220684210277829","0.25560603641933"
"Yes, somewhat limited","2011","secondary school degree","Single parent ","62","0.196371566110135","0.155673432104052","0.237069700116218"
"Yes, somewhat limited","2011","secondary school degree","Couple + C. LE 16 ","151","0.14796517800395","0.127272093978743","0.168658262029158"
"Yes, somewhat limited","2011","secondary school degree","Couple + C. GT 16 ","158","0.151163214263451","0.128644161752331","0.17368226677457"
"Yes, somewhat limited","2011","secondary school degree","Couple + C. LE and GT 16","55","0.111294891428058","0.0795905567036385","0.142999226152477"
"Yes, somewhat limited","2011","college entrance qualification","1-pers.-HH","187","0.194552357507553","0.169550524293569","0.219554190721537"
"Yes, somewhat limited","2011","college entrance qualification","(Married) couple without C. ","425","0.191845465434949","0.174891308777301","0.208799622092596"
"Yes, somewhat limited","2011","college entrance qualification","Single parent ","41","0.135643803173378","0.0937810407192003","0.177506565627555"
"Yes, somewhat limited","2011","college entrance qualification","Couple + C. LE 16 ","108","0.106734863608222","0.0883789222857236","0.125090804930721"
"Yes, somewhat limited","2011","college entrance qualification","Couple + C. GT 16 ","129","0.137055273870775","0.114384762113699","0.159725785627852"
"Yes, somewhat limited","2011","college entrance qualification","Couple + C. LE and GT 16","31","0.088138180421589","0.0560582055239189","0.120218155319259"
"Yes, somewhat limited","2011","Other degree","1-pers.-HH","49","0.282440590822285","0.211796103245946","0.353085078398625"
"Yes, somewhat limited","2011","Other degree","(Married) couple without C. ","107","0.283456771776132","0.239456011122645","0.32745753242962"
"Yes, somewhat limited","2011","Other degree","Single parent ","14","","",""
"Yes, somewhat limited","2011","Other degree","Couple + C. LE 16 ","22","","",""
"Yes, somewhat limited","2011","Other degree","Couple + C. GT 16 ","38","0.208627533219004","0.148426305749286","0.268828760688723"
"Yes, somewhat limited","2011","Other degree","Couple + C. LE and GT 16","16","","",""
"Yes, somewhat limited","2011","no degree/no degree yet","1-pers.-HH","17","","",""
"Yes, somewhat limited","2011","no degree/no degree yet","(Married) couple without C. ","34","0.325489557932279","0.230768392447091","0.420210723417467"
"Yes, somewhat limited","2011","no degree/no degree yet","Single parent ","12","","",""
"Yes, somewhat limited","2011","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
"Yes, somewhat limited","2011","no degree/no degree yet","Couple + C. GT 16 ","21","","",""
"Yes, somewhat limited","2011","no degree/no degree yet","Couple + C. LE and GT 16","9","","",""
"No, not limited","2011","lower secondary degree","1-pers.-HH","615","0.478999759552974","0.452381123257039","0.505618395848909"
"No, not limited","2011","lower secondary degree","(Married) couple without C. ","1615","0.517135137828646","0.499665225480393","0.534605050176898"
"No, not limited","2011","lower secondary degree","Single parent ","216","0.658171984467241","0.60707354734598","0.709270421588502"
"No, not limited","2011","lower secondary degree","Couple + C. LE 16 ","510","0.789240225788168","0.757188503800767","0.821291947775569"
"No, not limited","2011","lower secondary degree","Couple + C. GT 16 ","528","0.643348309549975","0.610175896954098","0.676520722145852"
"No, not limited","2011","lower secondary degree","Couple + C. LE and GT 16","212","0.810837606136073","0.763861523006231","0.857813689265915"
"No, not limited","2011","secondary school degree","1-pers.-HH","568","0.622681741882454","0.591223268155416","0.654140215609493"
"No, not limited","2011","secondary school degree","(Married) couple without C. ","1511","0.664219845386505","0.644860377596992","0.683579313176019"
"No, not limited","2011","secondary school degree","Single parent ","281","0.740206717307867","0.695280689860194","0.785132744755539"
"No, not limited","2011","secondary school degree","Couple + C. LE 16 ","944","0.820526733535577","0.798162035446637","0.842891431624516"
"No, not limited","2011","secondary school degree","Couple + C. GT 16 ","751","0.793379328853834","0.767926135127412","0.818832522580256"
"No, not limited","2011","secondary school degree","Couple + C. LE and GT 16","304","0.850900528250575","0.814993485387552","0.886807571113598"
