"ple0009","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Yes, strongly limited","2011","lower secondary degree","no migration background","1038","0.182703552288723","0.17298801609089","0.192419088486555"
"Yes, strongly limited","2011","lower secondary degree","direct migration background","43","0.111575366019311","0.0803682117074162","0.142782520331206"
"Yes, strongly limited","2011","lower secondary degree","indirect migration background","7","","",""
"Yes, strongly limited","2011","secondary school degree","no migration background","479","0.0893598440969804","0.0819878793093372","0.0967318088846237"
"Yes, strongly limited","2011","secondary school degree","direct migration background","12","","",""
"Yes, strongly limited","2011","secondary school degree","indirect migration background","5","","",""
"Yes, strongly limited","2011","college entrance qualification","no migration background","266","0.0568250920180943","0.0504998172906008","0.0631503667455878"
"Yes, strongly limited","2011","college entrance qualification","direct migration background","12","","",""
"Yes, strongly limited","2011","college entrance qualification","indirect migration background","3","","",""
"Yes, strongly limited","2011","Other degree","no migration background","34","0.240262365345863","0.175072390534938","0.305452340156787"
"Yes, strongly limited","2011","Other degree","direct migration background","100","0.0929371634893643","0.0745033565707953","0.111370970407933"
"Yes, strongly limited","2011","Other degree","indirect migration background","2","","",""
"Yes, strongly limited","2011","no degree/no degree yet","no migration background","24","","",""
"Yes, strongly limited","2011","no degree/no degree yet","direct migration background","21","","",""
"Yes, strongly limited","2011","no degree/no degree yet","indirect migration background","1","","",""
"Yes, somewhat limited","2011","lower secondary degree","no migration background","1695","0.283637084610469","0.272303911386757","0.294970257834181"
"Yes, somewhat limited","2011","lower secondary degree","direct migration background","77","0.217552141120542","0.176657246208677","0.258447036032408"
"Yes, somewhat limited","2011","lower secondary degree","indirect migration background","31","0.16310978905221","0.111776887887974","0.214442690216445"
"Yes, somewhat limited","2011","secondary school degree","no migration background","1175","0.218166093150328","0.207493018914307","0.22883916738635"
"Yes, somewhat limited","2011","secondary school degree","direct migration background","29","","",""
"Yes, somewhat limited","2011","secondary school degree","indirect migration background","17","","",""
"Yes, somewhat limited","2011","college entrance qualification","no migration background","874","0.174113250136238","0.163752543886822","0.184473956385655"
"Yes, somewhat limited","2011","college entrance qualification","direct migration background","33","0.141777013240752","0.0985374728065442","0.185016553674959"
"Yes, somewhat limited","2011","college entrance qualification","indirect migration background","22","","",""
"Yes, somewhat limited","2011","Other degree","no migration background","40","0.251762207113514","0.185537322897996","0.317987091329032"
"Yes, somewhat limited","2011","Other degree","direct migration background","217","0.239601050964046","0.212501209264104","0.266700892663988"
