"ple0009","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Yes, strongly limited","2011","lower secondary degree","Male","486","0.14680351652815","0.134643558539169","0.158963474517131"
"Yes, strongly limited","2011","lower secondary degree","Female","602","0.197978715158862","0.184610231648809","0.211347198668915"
"Yes, strongly limited","2011","secondary school degree","Male","215","0.084758655554648","0.0740528028996333","0.0954645082096626"
"Yes, strongly limited","2011","secondary school degree","Female","281","0.0857049899561749","0.0764953782427802","0.0949146016695697"
"Yes, strongly limited","2011","college entrance qualification","Male","147","0.0562007968385034","0.0477689824495858","0.064632611227421"
"Yes, strongly limited","2011","college entrance qualification","Female","134","0.0511571625101895","0.0429466102665212","0.0593677147538578"
"Yes, strongly limited","2011","Other degree","Male","52","0.102784244096954","0.075977976398259","0.129590511795648"
"Yes, strongly limited","2011","Other degree","Female","84","0.118789192196333","0.0937035031876756","0.143874881204991"
"Yes, strongly limited","2011","no degree/no degree yet","Male","15","","",""
"Yes, strongly limited","2011","no degree/no degree yet","Female","31","0.143367660218969","0.103308922745381","0.183426397692557"
"Yes, somewhat limited","2011","lower secondary degree","Male","805","0.243382497524998","0.228638264701784","0.258126730348211"
"Yes, somewhat limited","2011","lower secondary degree","Female","998","0.306172003011136","0.290709186772383","0.321634819249888"
"Yes, somewhat limited","2011","secondary school degree","Male","480","0.189645806552311","0.174577290642728","0.204714322461893"
"Yes, somewhat limited","2011","secondary school degree","Female","741","0.225966681416363","0.212207356609929","0.239726006222798"
"Yes, somewhat limited","2011","college entrance qualification","Male","467","0.15673561453797","0.143425686026873","0.170045543049066"
"Yes, somewhat limited","2011","college entrance qualification","Female","462","0.179309452871906","0.165013493297716","0.193605412446096"
"Yes, somewhat limited","2011","Other degree","Male","105","0.234245140370463","0.196859501453877","0.271630779287049"
"Yes, somewhat limited","2011","Other degree","Female","154","0.245580115198798","0.212206686689015","0.27895354370858"
"Yes, somewhat limited","2011","no degree/no degree yet","Male","39","0.162130266385632","0.118409570385559","0.205850962385705"
"Yes, somewhat limited","2011","no degree/no degree yet","Female","61","0.243819285102932","0.19473739810752","0.292901172098343"
"No, not limited","2011","lower secondary degree","Male","1963","0.609813985946852","0.593053992048253","0.626573979845452"
"No, not limited","2011","lower secondary degree","Female","1813","0.495849281830002","0.479075345652677","0.512623218007328"
"No, not limited","2011","secondary school degree","Male","1905","0.725595537893042","0.708443951181155","0.742747124604928"
"No, not limited","2011","secondary school degree","Female","2527","0.688328328627462","0.673089851127783","0.703566806127141"
"No, not limited","2011","college entrance qualification","Male","2252","0.787063588623527","0.772075720125122","0.802051457121931"
"No, not limited","2011","college entrance qualification","Female","2170","0.769533384617905","0.753839164198101","0.785227605037708"
"No, not limited","2011","Other degree","Male","336","0.662970615532584","0.621244721103897","0.70469650996127"
"No, not limited","2011","Other degree","Female","401","0.635630692604869","0.598316763215315","0.672944621994423"
"No, not limited","2011","no degree/no degree yet","Male","219","0.750282468661457","0.698936815442972","0.801628121879941"
"No, not limited","2011","no degree/no degree yet","Female","202","0.6128130546781","0.557133111553744","0.668492997802456"
"Yes, strongly limited","2012","lower secondary degree","Male","564","0.150704504960289","0.13930554955196","0.162103460368617"
"Yes, strongly limited","2012","lower secondary degree","Female","703","0.20486483801301","0.19229586303552","0.217433812990501"
"Yes, strongly limited","2012","secondary school degree","Male","251","0.0780889706949434","0.0689178683261727","0.0872600730637142"
"Yes, strongly limited","2012","secondary school degree","Female","374","0.0862398294255719","0.078445608640217","0.0940340502109268"
"Yes, strongly limited","2012","college entrance qualification","Male","174","0.0550860972513418","0.0476967505668281","0.0624754439358554"
"Yes, strongly limited","2012","college entrance qualification","Female","174","0.0466030779575429","0.040128049027471","0.0530781068876148"
"Yes, strongly limited","2012","Other degree","Male","75","0.106552141357916","0.0852513240624361","0.127852958653395"
"Yes, strongly limited","2012","Other degree","Female","103","0.113095441518923","0.0936211247130771","0.132569758324769"
"Yes, strongly limited","2012","no degree/no degree yet","Male","34","0.101939741664719","0.0725806568989176","0.131298826430521"
"Yes, strongly limited","2012","no degree/no degree yet","Female","52","0.174589412350709","0.140664438459875","0.208514386241542"
"Yes, somewhat limited","2012","lower secondary degree","Male","1129","0.318934903009386","0.304085196716883","0.33378460930189"
"Yes, somewhat limited","2012","lower secondary degree","Female","1278","0.347842207756181","0.333009748871794","0.362674666640568"
"Yes, somewhat limited","2012","secondary school degree","Male","773","0.246972502083744","0.232232012606176","0.261712991561312"
"Yes, somewhat limited","2012","secondary school degree","Female","1287","0.287876287297911","0.275304896776868","0.300447677818954"
"Yes, somewhat limited","2012","college entrance qualification","Male","676","0.186571681988196","0.173954236758859","0.199189127217532"
"Yes, somewhat limited","2012","college entrance qualification","Female","870","0.225561024680707","0.212722262032395","0.23839978732902"
"Yes, somewhat limited","2012","Other degree","Male","165","0.239938583604347","0.210456718219908","0.269420448988786"
"Yes, somewhat limited","2012","Other degree","Female","248","0.275303104376846","0.247837763605336","0.302768445148356"
"Yes, somewhat limited","2012","no degree/no degree yet","Male","63","0.194062965075594","0.15568871535472","0.232437214796469"
"Yes, somewhat limited","2012","no degree/no degree yet","Female","107","0.246477456971352","0.207964019759171","0.284990894183533"
"No, not limited","2012","lower secondary degree","Male","2091","0.530360592030325","0.51445900697782","0.54626217708283"
"No, not limited","2012","lower secondary degree","Female","1980","0.447292954230809","0.431808739018504","0.462777169443113"
"No, not limited","2012","secondary school degree","Male","2264","0.674938527221313","0.658928316585309","0.690948737857316"
"No, not limited","2012","secondary school degree","Female","3322","0.625883883276517","0.612448417081095","0.63931934947194"
"No, not limited","2012","college entrance qualification","Male","2812","0.758342220760462","0.744477155147036","0.772207286373889"
