"ple0009","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes, strongly limited","2011","lower secondary degree","(0) in school","","","",""
"Yes, strongly limited","2011","lower secondary degree","(1a) inadequately completed","","","",""
"Yes, strongly limited","2011","lower secondary degree","(1b) general elementary school","267","0.219837318931747","0.197835310645604","0.241839327217891"
"Yes, strongly limited","2011","lower secondary degree","(1c) basic vocational qualification","793","0.161414379189974","0.151324929887212","0.171503828492737"
"Yes, strongly limited","2011","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes, strongly limited","2011","lower secondary degree","(2a) intermediate vocational","7","","",""
"Yes, strongly limited","2011","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Yes, strongly limited","2011","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, strongly limited","2011","lower secondary degree","(3a) lower tertiary education","15","","",""
"Yes, strongly limited","2011","lower secondary degree","(3b) higher tertiary education","5","","",""
"Yes, strongly limited","2011","secondary school degree","(0) in school","","","",""
"Yes, strongly limited","2011","secondary school degree","(1a) inadequately completed","","","",""
"Yes, strongly limited","2011","secondary school degree","(1b) general elementary school","","","",""
"Yes, strongly limited","2011","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes, strongly limited","2011","secondary school degree","(2b) intermediate general qualification","36","0.0654279687051601","0.0444743368849814","0.0863816005253388"
"Yes, strongly limited","2011","secondary school degree","(2a) intermediate vocational","397","0.0850582946476702","0.0772868718093837","0.0928297174859568"
"Yes, strongly limited","2011","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes, strongly limited","2011","secondary school degree","(2c_voc) vocational maturity certificate","5","","",""
"Yes, strongly limited","2011","secondary school degree","(3a) lower tertiary education","46","0.102745238866584","0.076237568481333","0.129252909251834"
"Yes, strongly limited","2011","secondary school degree","(3b) higher tertiary education","12","","",""
"Yes, strongly limited","2011","college entrance qualification","(0) in school","","","",""
"Yes, strongly limited","2011","college entrance qualification","(1a) inadequately completed","","","",""
"Yes, strongly limited","2011","college entrance qualification","(1b) general elementary school","","","",""
"Yes, strongly limited","2011","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes, strongly limited","2011","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes, strongly limited","2011","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes, strongly limited","2011","college entrance qualification","(2c_gen) general maturity certificate","19","","",""
"Yes, strongly limited","2011","college entrance qualification","(2c_voc) vocational maturity certificate","82","0.0707640568184502","0.0572542416522514","0.0842738719846491"
"Yes, strongly limited","2011","college entrance qualification","(3a) lower tertiary education","65","0.0641984622733479","0.0494431179487551","0.0789538065979407"
"Yes, strongly limited","2011","college entrance qualification","(3b) higher tertiary education","115","0.0519028612795943","0.0430537119039373","0.0607520106552513"
"Yes, strongly limited","2011","Other degree","(0) in school","","","",""
"Yes, strongly limited","2011","Other degree","(1a) inadequately completed","","","",""
"Yes, strongly limited","2011","Other degree","(1b) general elementary school","51","0.158133271832622","0.11718538704616","0.199081156619083"
"Yes, strongly limited","2011","Other degree","(1c) basic vocational qualification","48","0.142560742981443","0.10608850650395","0.179032979458935"
"Yes, strongly limited","2011","Other degree","(2b) intermediate general qualification","","","",""
"Yes, strongly limited","2011","Other degree","(2a) intermediate vocational","","","",""
"Yes, strongly limited","2011","Other degree","(2c_gen) general maturity certificate","4","","",""
