"ple0009","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes, strongly limited","2011","1-pers.-HH","in school","","","",""
"Yes, strongly limited","2011","1-pers.-HH","inadequately","15","","",""
"Yes, strongly limited","2011","1-pers.-HH","general elemantary","127","0.265311635731583","0.226140342541476","0.304482928921691"
"Yes, strongly limited","2011","1-pers.-HH","middle vocational","313","0.16447804615647","0.147404577253027","0.181551515059914"
"Yes, strongly limited","2011","1-pers.-HH","vocational + Abi","16","","",""
"Yes, strongly limited","2011","1-pers.-HH","higher vocational","32","0.152647677071565","0.103888983577246","0.201406370565883"
"Yes, strongly limited","2011","1-pers.-HH","higher education","49","0.0679012925737542","0.0497997280768442","0.0860028570706641"
"Yes, strongly limited","2011","(Married) couple without C. ","in school","","","",""
"Yes, strongly limited","2011","(Married) couple without C. ","inadequately","13","","",""
"Yes, strongly limited","2011","(Married) couple without C. ","general elemantary","141","0.181433053544388","0.152904852333218","0.209961254755557"
"Yes, strongly limited","2011","(Married) couple without C. ","middle vocational","588","0.137085083703296","0.126760572173635","0.147409595232956"
"Yes, strongly limited","2011","(Married) couple without C. ","vocational + Abi","36","0.0783260816795966","0.0510956742474574","0.105556489111736"
"Yes, strongly limited","2011","(Married) couple without C. ","higher vocational","81","0.125872740923489","0.0999089862431353","0.151836495603843"
"Yes, strongly limited","2011","(Married) couple without C. ","higher education","156","0.0785554274802882","0.0668198993755165","0.09029095558506"
"Yes, strongly limited","2011","Single parent ","in school","","","",""
"Yes, strongly limited","2011","Single parent ","inadequately","4","","",""
"Yes, strongly limited","2011","Single parent ","general elemantary","19","","",""
"Yes, strongly limited","2011","Single parent ","middle vocational","41","0.0658669493923615","0.044945616251014","0.0867882825337089"
"Yes, strongly limited","2011","Single parent ","vocational + Abi","7","","",""
"Yes, strongly limited","2011","Single parent ","higher vocational","6","","",""
"Yes, strongly limited","2011","Single parent ","higher education","8","","",""
"Yes, strongly limited","2011","Couple + C. LE 16 ","in school","","","",""
"Yes, strongly limited","2011","Couple + C. LE 16 ","inadequately","1","","",""
"Yes, strongly limited","2011","Couple + C. LE 16 ","general elemantary","6","","",""
"Yes, strongly limited","2011","Couple + C. LE 16 ","middle vocational","58","0.0381520340337226","0.0284738939269916","0.0478301741404535"
"Yes, strongly limited","2011","Couple + C. LE 16 ","vocational + Abi","6","","",""
"Yes, strongly limited","2011","Couple + C. LE 16 ","higher vocational","7","","",""
"Yes, strongly limited","2011","Couple + C. LE 16 ","higher education","19","","",""
"Yes, strongly limited","2011","Couple + C. GT 16 ","in school","2","","",""
"Yes, strongly limited","2011","Couple + C. GT 16 ","inadequately","9","","",""
"Yes, strongly limited","2011","Couple + C. GT 16 ","general elemantary","22","","",""
"Yes, strongly limited","2011","Couple + C. GT 16 ","middle vocational","120","0.0731971410715032","0.0603867147274836","0.0860075674155228"
"Yes, strongly limited","2011","Couple + C. GT 16 ","vocational + Abi","3","","",""
"Yes, strongly limited","2011","Couple + C. GT 16 ","higher vocational","13","","",""
"Yes, strongly limited","2011","Couple + C. GT 16 ","higher education","23","","",""
"Yes, strongly limited","2011","Couple + C. LE and GT 16","in school","","","",""
"Yes, strongly limited","2011","Couple + C. LE and GT 16","inadequately","1","","",""
"Yes, strongly limited","2011","Couple + C. LE and GT 16","general elemantary","5","","",""
"Yes, strongly limited","2011","Couple + C. LE and GT 16","middle vocational","30","0.0484694472899629","0.0306026379927901","0.0663362565871357"
"Yes, strongly limited","2011","Couple + C. LE and GT 16","vocational + Abi","1","","",""
"Yes, strongly limited","2011","Couple + C. LE and GT 16","higher vocational","4","","",""
"Yes, strongly limited","2011","Couple + C. LE and GT 16","higher education","9","","",""
"Yes, somewhat limited","2011","1-pers.-HH","in school","","","",""
"Yes, somewhat limited","2011","1-pers.-HH","inadequately","15","","",""
"Yes, somewhat limited","2011","1-pers.-HH","general elemantary","168","0.307929223064644","0.266971209189827","0.348887236939461"
"Yes, somewhat limited","2011","1-pers.-HH","middle vocational","447","0.239293081654051","0.219643078691148","0.258943084616955"
"Yes, somewhat limited","2011","1-pers.-HH","vocational + Abi","44","0.238209618346239","0.179464768857192","0.296954467835285"
"Yes, somewhat limited","2011","1-pers.-HH","higher vocational","50","0.23296336734669","0.175653841089662","0.290272893603718"
"Yes, somewhat limited","2011","1-pers.-HH","higher education","175","0.232406227829836","0.20201587512321","0.262796580536462"
"Yes, somewhat limited","2011","(Married) couple without C. ","in school","","","",""
"Yes, somewhat limited","2011","(Married) couple without C. ","inadequately","25","","",""
"Yes, somewhat limited","2011","(Married) couple without C. ","general elemantary","216","0.313359982601882","0.279021950325561","0.347698014878203"
"Yes, somewhat limited","2011","(Married) couple without C. ","middle vocational","1132","0.264997070596022","0.251748912679015","0.27824522851303"
"Yes, somewhat limited","2011","(Married) couple without C. ","vocational + Abi","72","0.199616529768816","0.159106776689338","0.240126282848294"
"Yes, somewhat limited","2011","(Married) couple without C. ","higher vocational","170","0.252304693039156","0.218307793465461","0.28630159261285"
"Yes, somewhat limited","2011","(Married) couple without C. ","higher education","479","0.235173590258139","0.21667427539937","0.253672905116908"
"Yes, somewhat limited","2011","Single parent ","in school","3","","",""
"Yes, somewhat limited","2011","Single parent ","inadequately","8","","",""
"Yes, somewhat limited","2011","Single parent ","general elemantary","43","0.176220273968976","0.124565741660511","0.227874806277442"
"Yes, somewhat limited","2011","Single parent ","middle vocational","102","0.228452437617993","0.193042067914312","0.263862807321673"
"Yes, somewhat limited","2011","Single parent ","vocational + Abi","10","","",""
"Yes, somewhat limited","2011","Single parent ","higher vocational","7","","",""
"Yes, somewhat limited","2011","Single parent ","higher education","32","0.125660025628066","0.0766899813873448","0.174630069868786"
"Yes, somewhat limited","2011","Couple + C. LE 16 ","in school","","","",""
"Yes, somewhat limited","2011","Couple + C. LE 16 ","inadequately","3","","",""
"Yes, somewhat limited","2011","Couple + C. LE 16 ","general elemantary","26","","",""
"Yes, somewhat limited","2011","Couple + C. LE 16 ","middle vocational","190","0.142937450036078","0.125254321023639","0.160620579048516"
"Yes, somewhat limited","2011","Couple + C. LE 16 ","vocational + Abi","29","","",""
"Yes, somewhat limited","2011","Couple + C. LE 16 ","higher vocational","38","0.145522412264965","0.103146159214989","0.187898665314941"
"Yes, somewhat limited","2011","Couple + C. LE 16 ","higher education","79","0.131426483087732","0.108187623526701","0.154665342648762"
"Yes, somewhat limited","2011","Couple + C. GT 16 ","in school","9","","",""
"Yes, somewhat limited","2011","Couple + C. GT 16 ","inadequately","10","","",""
"Yes, somewhat limited","2011","Couple + C. GT 16 ","general elemantary","68","0.193339558242051","0.150404490600464","0.236274625883638"
"Yes, somewhat limited","2011","Couple + C. GT 16 ","middle vocational","270","0.17913213543099","0.160271938609416","0.197992332252565"
"Yes, somewhat limited","2011","Couple + C. GT 16 ","vocational + Abi","38","0.237712331839785","0.176037517709785","0.299387145969786"
"Yes, somewhat limited","2011","Couple + C. GT 16 ","higher vocational","43","0.193105034041357","0.139717022655511","0.246493045427203"
"Yes, somewhat limited","2011","Couple + C. GT 16 ","higher education","102","0.151283649285021","0.121995532390319","0.180571766179723"
"Yes, somewhat limited","2011","Couple + C. LE and GT 16","in school","5","","",""
"Yes, somewhat limited","2011","Couple + C. LE and GT 16","inadequately","2","","",""
