"ple0009","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes, strongly limited","2011","no migration background","West Germany","1334","0.116827126473453","0.111336821914445","0.122317431032462"
"Yes, strongly limited","2011","no migration background","East Germany","530","0.112294824815192","0.103322690588668","0.121266959041715"
"Yes, strongly limited","2011","direct migration background","West Germany","185","0.0930812283608986","0.0800443337619377","0.10611812295986"
"Yes, strongly limited","2011","direct migration background","East Germany","13","","",""
"Yes, strongly limited","2011","indirect migration background","West Germany","19","","",""
"Yes, strongly limited","2011","indirect migration background","East Germany","1","","",""
"Yes, somewhat limited","2011","no migration background","West Germany","2753","0.220630397599297","0.213542684433246","0.227718110765347"
"Yes, somewhat limited","2011","no migration background","East Germany","1132","0.253149860801653","0.240793599186405","0.265506122416902"
"Yes, somewhat limited","2011","direct migration background","West Germany","387","0.212275942694896","0.193927620845823","0.230624264543969"
"Yes, somewhat limited","2011","direct migration background","East Germany","28","","",""
"Yes, somewhat limited","2011","indirect migration background","West Germany","81","0.0994654807932601","0.0779455901694287","0.120985371417091"
"Yes, somewhat limited","2011","indirect migration background","East Germany","3","","",""
"No, not limited","2011","no migration background","West Germany","9062","0.66254247592725","0.654460488892854","0.670624462961646"
"No, not limited","2011","no migration background","East Germany","3095","0.634555314383155","0.620870872690212","0.648239756076098"
"No, not limited","2011","direct migration background","West Germany","1336","0.694642828944205","0.673977432274471","0.71530822561394"
"No, not limited","2011","direct migration background","East Germany","53","0.486771510739877","0.385729467823758","0.587813553655996"
"No, not limited","2011","indirect migration background","West Germany","643","0.878985118525559","0.855533985228397","0.902436251822721"
"No, not limited","2011","indirect migration background","East Germany","40","0.961803485219822","0.905169542804475","1.01843742763517"
"Yes, strongly limited","2012","no migration background","West Germany","1593","0.111464319467927","0.106746191406858","0.116182447528995"
"Yes, strongly limited","2012","no migration background","East Germany","635","0.125643106392033","0.117118273393985","0.134167939390081"
"Yes, strongly limited","2012","direct migration background","West Germany","231","0.0923009298142548","0.0816385993286122","0.102963260299897"
"Yes, strongly limited","2012","direct migration background","East Germany","24","","",""
"Yes, strongly limited","2012","indirect migration background","West Germany","55","0.0385631433699038","0.0275440545977121","0.0495822321420955"
"Yes, strongly limited","2012","indirect migration background","East Germany","5","","",""
"Yes, somewhat limited","2012","no migration background","West Germany","4213","0.271030015584536","0.264366124777677","0.277693906391395"
"Yes, somewhat limited","2012","no migration background","East Germany","1611","0.295033497932552","0.283303658080753","0.306763337784351"
"Yes, somewhat limited","2012","direct migration background","West Germany","626","0.24099494850448","0.22524045450212","0.25674944250684"
"Yes, somewhat limited","2012","direct migration background","East Germany","34","0.258561824181531","0.189183780580236","0.327939867782825"
"Yes, somewhat limited","2012","indirect migration background","West Germany","194","0.178330632245776","0.156424757107648","0.200236507383904"
"Yes, somewhat limited","2012","indirect migration background","East Germany","17","","",""
"No, not limited","2012","no migration background","West Germany","11285","0.617505664947537","0.61021952798527","0.624791801909804"
"No, not limited","2012","no migration background","East Germany","3561","0.579323395675415","0.566626226923054","0.592020564427776"
"No, not limited","2012","direct migration background","West Germany","1974","0.666704121681265","0.649339725026838","0.684068518335691"
"No, not limited","2012","direct migration background","East Germany","95","0.535787113070462","0.456763459716362","0.614810766424562"
"No, not limited","2012","indirect migration background","West Germany","924","0.78310622438432","0.759521382591199","0.806691066177441"
"No, not limited","2012","indirect migration background","East Germany","56","0.676265312279857","0.572427874438636","0.780102750121079"
"Yes, strongly limited","2013","no migration background","West Germany","1488","0.113252435422308","0.108408984211989","0.118095886632626"
"Yes, strongly limited","2013","no migration background","East Germany","580","0.116842308406047","0.108371195929927","0.125313420882167"
"Yes, strongly limited","2013","direct migration background","West Germany","434","0.0874746009171581","0.0802891356579917","0.0946600661763245"
"Yes, strongly limited","2013","direct migration background","East Germany","35","0.129810238321687","0.0981900330822208","0.161430443561153"
"Yes, strongly limited","2013","indirect migration background","West Germany","67","0.0387323117933163","0.0303260730774067","0.0471385505092259"
"Yes, strongly limited","2013","indirect migration background","East Germany","5","","",""
"Yes, somewhat limited","2013","no migration background","West Germany","3823","0.248787858758682","0.242180512867703","0.255395204649661"
