"ple0009","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes, strongly limited","2011","(0) in school","in school","2","","",""
"Yes, strongly limited","2011","(0) in school","inadequately","","","",""
"Yes, strongly limited","2011","(0) in school","general elemantary","","","",""
"Yes, strongly limited","2011","(0) in school","middle vocational","","","",""
"Yes, strongly limited","2011","(0) in school","vocational + Abi","","","",""
"Yes, strongly limited","2011","(0) in school","higher vocational","","","",""
"Yes, strongly limited","2011","(0) in school","higher education","","","",""
"Yes, strongly limited","2011","(1a) inadequately completed","in school","","","",""
"Yes, strongly limited","2011","(1a) inadequately completed","inadequately","33","0.213012909173554","0.154485953771406","0.271539864575701"
"Yes, strongly limited","2011","(1a) inadequately completed","general elemantary","","","",""
"Yes, strongly limited","2011","(1a) inadequately completed","middle vocational","11","","",""
"Yes, strongly limited","2011","(1a) inadequately completed","vocational + Abi","","","",""
"Yes, strongly limited","2011","(1a) inadequately completed","higher vocational","","","",""
"Yes, strongly limited","2011","(1a) inadequately completed","higher education","","","",""
"Yes, strongly limited","2011","(1b) general elementary school","in school","","","",""
"Yes, strongly limited","2011","(1b) general elementary school","inadequately","12","","",""
"Yes, strongly limited","2011","(1b) general elementary school","general elemantary","306","0.205077287707085","0.185428131672663","0.224726443741507"
"Yes, strongly limited","2011","(1b) general elementary school","middle vocational","","","",""
"Yes, strongly limited","2011","(1b) general elementary school","vocational + Abi","","","",""
"Yes, strongly limited","2011","(1b) general elementary school","higher vocational","","","",""
"Yes, strongly limited","2011","(1b) general elementary school","higher education","","","",""
"Yes, strongly limited","2011","(1c) basic vocational qualification","in school","","","",""
"Yes, strongly limited","2011","(1c) basic vocational qualification","inadequately","","","",""
"Yes, strongly limited","2011","(1c) basic vocational qualification","general elemantary","","","",""
"Yes, strongly limited","2011","(1c) basic vocational qualification","middle vocational","783","0.16145217195245","0.151298961906037","0.171605381998862"
"Yes, strongly limited","2011","(1c) basic vocational qualification","vocational + Abi","","","",""
"Yes, strongly limited","2011","(1c) basic vocational qualification","higher vocational","58","0.140786986757618","0.107364935135352","0.174209038379885"
"Yes, strongly limited","2011","(1c) basic vocational qualification","higher education","","","",""
"Yes, strongly limited","2011","(2b) intermediate general qualification","in school","","","",""
"Yes, strongly limited","2011","(2b) intermediate general qualification","inadequately","","","",""
"Yes, strongly limited","2011","(2b) intermediate general qualification","general elemantary","36","0.0653649175790732","0.0444402246003296","0.0862896105578169"
"Yes, strongly limited","2011","(2b) intermediate general qualification","middle vocational","","","",""
"Yes, strongly limited","2011","(2b) intermediate general qualification","vocational + Abi","","","",""
"Yes, strongly limited","2011","(2b) intermediate general qualification","higher vocational","","","",""
"Yes, strongly limited","2011","(2b) intermediate general qualification","higher education","","","",""
"Yes, strongly limited","2011","(2a) intermediate vocational","in school","","","",""
"Yes, strongly limited","2011","(2a) intermediate vocational","inadequately","","","",""
"Yes, strongly limited","2011","(2a) intermediate vocational","general elemantary","","","",""
"Yes, strongly limited","2011","(2a) intermediate vocational","middle vocational","352","0.0880959741266447","0.0796527776478329","0.0965391706054565"
"Yes, strongly limited","2011","(2a) intermediate vocational","vocational + Abi","","","",""
"Yes, strongly limited","2011","(2a) intermediate vocational","higher vocational","52","0.0766482471461344","0.0559728321270557","0.097323662165213"
"Yes, strongly limited","2011","(2a) intermediate vocational","higher education","","","",""
"Yes, strongly limited","2011","(2c_gen) general maturity certificate","in school","","","",""
"Yes, strongly limited","2011","(2c_gen) general maturity certificate","inadequately","","","",""
"Yes, strongly limited","2011","(2c_gen) general maturity certificate","general elemantary","","","",""
"Yes, strongly limited","2011","(2c_gen) general maturity certificate","middle vocational","24","","",""
"Yes, strongly limited","2011","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Yes, strongly limited","2011","(2c_gen) general maturity certificate","higher vocational","","","",""
"Yes, strongly limited","2011","(2c_gen) general maturity certificate","higher education","","","",""
"Yes, strongly limited","2011","(2c_voc) vocational maturity certificate","in school","","","",""
"Yes, strongly limited","2011","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Yes, strongly limited","2011","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Yes, strongly limited","2011","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Yes, strongly limited","2011","(2c_voc) vocational maturity certificate","vocational + Abi","73","0.0621463309743877","0.04850393769638","0.0757887242523954"
"Yes, strongly limited","2011","(2c_voc) vocational maturity certificate","higher vocational","34","0.118688957953198","0.0857342859725924","0.151643629933804"
"Yes, strongly limited","2011","(2c_voc) vocational maturity certificate","higher education","","","",""
"Yes, strongly limited","2011","(3a) lower tertiary education","in school","","","",""
"Yes, strongly limited","2011","(3a) lower tertiary education","inadequately","","","",""
"Yes, strongly limited","2011","(3a) lower tertiary education","general elemantary","","","",""
"Yes, strongly limited","2011","(3a) lower tertiary education","middle vocational","","","",""
"Yes, strongly limited","2011","(3a) lower tertiary education","vocational + Abi","","","",""
"Yes, strongly limited","2011","(3a) lower tertiary education","higher vocational","","","",""
"Yes, strongly limited","2011","(3a) lower tertiary education","higher education","128","0.0759484960886946","0.063504599774142","0.0883923924032471"
"Yes, strongly limited","2011","(3b) higher tertiary education","in school","","","",""
"Yes, strongly limited","2011","(3b) higher tertiary education","inadequately","","","",""
"Yes, strongly limited","2011","(3b) higher tertiary education","general elemantary","","","",""
"Yes, strongly limited","2011","(3b) higher tertiary education","middle vocational","","","",""
"Yes, strongly limited","2011","(3b) higher tertiary education","vocational + Abi","","","",""
