"ple0009","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Yes, strongly limited","2011","16-34 y.","lower secondary degree","11","","",""
"Yes, strongly limited","2011","16-34 y.","secondary school degree","23","","",""
"Yes, strongly limited","2011","16-34 y.","college entrance qualification","15","","",""
"Yes, strongly limited","2011","16-34 y.","Other degree","4","","",""
"Yes, strongly limited","2011","16-34 y.","no degree/no degree yet","5","","",""
"Yes, strongly limited","2011","35-65 y.","lower secondary degree","405","0.130269360939852","0.118583234377048","0.141955487502655"
"Yes, strongly limited","2011","35-65 y.","secondary school degree","310","0.0806320156232963","0.0722217511717911","0.0890422800748015"
"Yes, strongly limited","2011","35-65 y.","college entrance qualification","154","0.0525826944602717","0.0447091215905125","0.0604562673300309"
"Yes, strongly limited","2011","35-65 y.","Other degree","74","0.0964574353222962","0.0753011480494607","0.117613722595132"
"Yes, strongly limited","2011","35-65 y.","no degree/no degree yet","21","","",""
"Yes, strongly limited","2011","66 and older","lower secondary degree","672","0.248392195095682","0.232641901325161","0.264142488866203"
"Yes, strongly limited","2011","66 and older","secondary school degree","163","0.180583645626308","0.156135306870718","0.205031984381898"
"Yes, strongly limited","2011","66 and older","college entrance qualification","112","0.15625707747465","0.132832478713495","0.179681676235805"
"Yes, strongly limited","2011","66 and older","Other degree","58","0.193531490244574","0.145510518458091","0.241552462031057"
"Yes, strongly limited","2011","66 and older","no degree/no degree yet","20","","",""
"Yes, somewhat limited","2011","16-34 y.","lower secondary degree","61","0.102055847977537","0.0776083705045462","0.126503325450528"
"Yes, somewhat limited","2011","16-34 y.","secondary school degree","109","0.0850828669789488","0.0691095090574785","0.101056224900419"
"Yes, somewhat limited","2011","16-34 y.","college entrance qualification","123","0.0748295382412023","0.0620248184850453","0.0876342579973592"
"Yes, somewhat limited","2011","16-34 y.","Other degree","11","","",""
"Yes, somewhat limited","2011","16-34 y.","no degree/no degree yet","21","","",""
"Yes, somewhat limited","2011","35-65 y.","lower secondary degree","708","0.228531273668426","0.213953572542252","0.2431089747946"
"Yes, somewhat limited","2011","35-65 y.","secondary school degree","794","0.211067884894759","0.198462906592501","0.223672863197017"
"Yes, somewhat limited","2011","35-65 y.","college entrance qualification","516","0.178320579763387","0.164817534765798","0.191823624760977"
