"ple0009","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Yes, strongly limited","2011","Full Time","lower secondary degree","90","0.0551999617690733","0.0443600626891199","0.0660398608490267"
"Yes, strongly limited","2011","Full Time","secondary school degree","83","0.0299282143781383","0.0236045884188372","0.0362518403374394"
"Yes, strongly limited","2011","Full Time","college entrance qualification","75","0.0253797704642813","0.0193995957882351","0.0313599451403274"
"Yes, strongly limited","2011","Full Time","Other degree","9","","",""
"Yes, strongly limited","2011","Full Time","no degree/no degree yet","3","","",""
"Yes, strongly limited","2011","Part Time","lower secondary degree","100","0.0911156753438414","0.0747722506533635","0.107459100034319"
"Yes, strongly limited","2011","Part Time","secondary school degree","98","0.0718465878279935","0.059420401701586","0.0842727739544009"
"Yes, strongly limited","2011","Part Time","college entrance qualification","52","0.0427780174432982","0.0324441383491433","0.0531118965374531"
"Yes, strongly limited","2011","Part Time","Other degree","18","","",""
"Yes, strongly limited","2011","Part Time","no degree/no degree yet","5","","",""
"Yes, strongly limited","2011","Not Working","lower secondary degree","898","0.255606071439239","0.241683905088403","0.269528237790074"
"Yes, strongly limited","2011","Not Working","secondary school degree","315","0.198601848121037","0.179643008825948","0.217560687416126"
"Yes, strongly limited","2011","Not Working","college entrance qualification","154","0.120685156281536","0.104210655792823","0.137159656770248"
"Yes, strongly limited","2011","Not Working","Other degree","109","0.204773491459017","0.169921566646799","0.239625416271234"
"Yes, strongly limited","2011","Not Working","no degree/no degree yet","38","0.143840244141375","0.109406895979127","0.178273592303623"
"Yes, somewhat limited","2011","Full Time","lower secondary degree","292","0.172296192039356","0.154371107378894","0.190221276699817"
"Yes, somewhat limited","2011","Full Time","secondary school degree","443","0.162056649439145","0.148380476272999","0.175732822605291"
"Yes, somewhat limited","2011","Full Time","college entrance qualification","365","0.133842758756325","0.120896385501981","0.146789132010668"
"Yes, somewhat limited","2011","Full Time","Other degree","64","0.185472409997415","0.14385086044029","0.22709395955454"
"Yes, somewhat limited","2011","Full Time","no degree/no degree yet","10","","",""
"Yes, somewhat limited","2011","Part Time","lower secondary degree","247","0.218473090934246","0.19500578933878","0.241940392529712"
"Yes, somewhat limited","2011","Part Time","secondary school degree","283","0.191528666400348","0.172593282997697","0.210464049803"
"Yes, somewhat limited","2011","Part Time","college entrance qualification","208","0.149166314904983","0.130973310034229","0.167359319775738"
"Yes, somewhat limited","2011","Part Time","Other degree","57","0.202225023991016","0.155345716298611","0.24910433168342"
"Yes, somewhat limited","2011","Part Time","no degree/no degree yet","18","","",""
"Yes, somewhat limited","2011","Not Working","lower secondary degree","1264","0.34358322815021","0.328425795847783","0.358740660452638"
"Yes, somewhat limited","2011","Not Working","secondary school degree","495","0.311625596782354","0.289615353022989","0.333635840541718"
"Yes, somewhat limited","2011","Not Working","college entrance qualification","356","0.250799244517551","0.22887748849506","0.272721000540043"
"Yes, somewhat limited","2011","Not Working","Other degree","138","0.304488785012588","0.264743812974935","0.344233757050241"
"Yes, somewhat limited","2011","Not Working","no degree/no degree yet","72","0.231599776226466","0.190207009856705","0.272992542596228"
"No, not limited","2011","Full Time","lower secondary degree","1323","0.772503846191571","0.752605212657165","0.792402479725977"
"No, not limited","2011","Full Time","secondary school degree","2263","0.808015136182716","0.793397838986001","0.822632433379432"
"No, not limited","2011","Full Time","college entrance qualification","2217","0.840777470779394","0.826865293409731","0.854689648149057"
"No, not limited","2011","Full Time","Other degree","262","0.788008402930436","0.74424103447251","0.831775771388362"
"No, not limited","2011","Full Time","no degree/no degree yet","44","0.796293596200656","0.691737438362786","0.900849754038527"
"No, not limited","2011","Part Time","lower secondary degree","844","0.690411233721912","0.66415461899594","0.716667848447885"
"No, not limited","2011","Part Time","secondary school degree","1278","0.736624745771658","0.715429642643896","0.75781984889942"
"No, not limited","2011","Part Time","college entrance qualification","1213","0.808055667651719","0.787943679501925","0.828167655801513"
"No, not limited","2011","Part Time","Other degree","207","0.736159735527818","0.684722205791276","0.787597265264361"
"No, not limited","2011","Part Time","no degree/no degree yet","88","0.791981207564645","0.716472797550179","0.86748961757911"
"No, not limited","2011","Not Working","lower secondary degree","1609","0.400810700410551","0.385169448773802","0.4164519520473"
"No, not limited","2011","Not Working","secondary school degree","891","0.489772555096609","0.466016459481517","0.513528650711701"
"No, not limited","2011","Not Working","college entrance qualification","992","0.628515599200913","0.604078961721691","0.652952236680135"
"No, not limited","2011","Not Working","Other degree","268","0.490737723528395","0.44756196740148","0.533913479655309"
"No, not limited","2011","Not Working","no degree/no degree yet","289","0.624559979632159","0.577046263175559","0.672073696088758"
"Yes, strongly limited","2012","Full Time","lower secondary degree","92","0.0417109073981236","0.0331620483575628","0.0502597664386844"
"Yes, strongly limited","2012","Full Time","secondary school degree","104","0.0324556504589612","0.0266040809444829","0.0383072199734395"
"Yes, strongly limited","2012","Full Time","college entrance qualification","66","0.0133224499319095","0.00958708126729336","0.0170578185965256"
"Yes, strongly limited","2012","Full Time","Other degree","23","","",""
"Yes, strongly limited","2012","Full Time","no degree/no degree yet","3","","",""
"Yes, strongly limited","2012","Part Time","lower secondary degree","143","0.0983892718277496","0.0836846658068158","0.113093877848684"
"Yes, strongly limited","2012","Part Time","secondary school degree","131","0.061090761221206","0.0517547980287928","0.0704267244136192"
