"ple0009","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes, strongly limited","2011","Full Time","in school","","","",""
"Yes, strongly limited","2011","Full Time","inadequately","3","","",""
"Yes, strongly limited","2011","Full Time","general elemantary","11","","",""
"Yes, strongly limited","2011","Full Time","middle vocational","149","0.0440040632767142","0.0373428623508345","0.0506652642025939"
"Yes, strongly limited","2011","Full Time","vocational + Abi","14","","",""
"Yes, strongly limited","2011","Full Time","higher vocational","20","","",""
"Yes, strongly limited","2011","Full Time","higher education","67","0.0254772405085794","0.019006657428834","0.0319478235883248"
"Yes, strongly limited","2011","Part Time","in school","","","",""
"Yes, strongly limited","2011","Part Time","inadequately","8","","",""
"Yes, strongly limited","2011","Part Time","general elemantary","31","0.0882968617351405","0.061664835787298","0.114928887682983"
"Yes, strongly limited","2011","Part Time","middle vocational","155","0.0637977294727912","0.0544073768444226","0.0731880821011598"
"Yes, strongly limited","2011","Part Time","vocational + Abi","16","","",""
"Yes, strongly limited","2011","Part Time","higher vocational","27","","",""
"Yes, strongly limited","2011","Part Time","higher education","39","0.0528911795527347","0.038740478242558","0.0670418808629113"
"Yes, strongly limited","2011","Not Working","in school","2","","",""
"Yes, strongly limited","2011","Not Working","inadequately","34","0.273724477332598","0.19960229247831","0.347846662186886"
"Yes, strongly limited","2011","Not Working","general elemantary","300","0.261988676477751","0.237651393270687","0.286325959684814"
"Yes, strongly limited","2011","Not Working","middle vocational","877","0.221661347216931","0.209141187039106","0.234181507394756"
"Yes, strongly limited","2011","Not Working","vocational + Abi","43","0.170025636013942","0.12521761616002","0.214833655867864"
"Yes, strongly limited","2011","Not Working","higher vocational","98","0.229635222346427","0.191650837475378","0.267619607217476"
"Yes, strongly limited","2011","Not Working","higher education","166","0.1399489005896","0.12126141065773","0.158636390521471"
"Yes, somewhat limited","2011","Full Time","in school","","","",""
"Yes, somewhat limited","2011","Full Time","inadequately","10","","",""
"Yes, somewhat limited","2011","Full Time","general elemantary","68","0.148720951251543","0.116484500908529","0.180957401594557"
"Yes, somewhat limited","2011","Full Time","middle vocational","576","0.158902903243211","0.147029721837097","0.170776084649325"
"Yes, somewhat limited","2011","Full Time","vocational + Abi","79","0.142930725536935","0.113890381723496","0.171971069350373"
"Yes, somewhat limited","2011","Full Time","higher vocational","117","0.168139720897381","0.139842278420918","0.196437163373845"
"Yes, somewhat limited","2011","Full Time","higher education","333","0.147406471514217","0.1328485114942","0.161964431534234"
"Yes, somewhat limited","2011","Part Time","in school","1","","",""
"Yes, somewhat limited","2011","Part Time","inadequately","12","","",""
"Yes, somewhat limited","2011","Part Time","general elemantary","88","0.194673635546906","0.157507759455805","0.231839511638008"
"Yes, somewhat limited","2011","Part Time","middle vocational","450","0.195600663770602","0.180359593733271","0.210841733807932"
"Yes, somewhat limited","2011","Part Time","vocational + Abi","63","0.221560777193992","0.179527693523204","0.263593860864781"
"Yes, somewhat limited","2011","Part Time","higher vocational","44","0.120381399328594","0.0836200250034083","0.157142773653779"
"Yes, somewhat limited","2011","Part Time","higher education","160","0.163502031560348","0.140120098163595","0.1868839649571"
"Yes, somewhat limited","2011","Not Working","in school","16","","",""
"Yes, somewhat limited","2011","Not Working","inadequately","46","0.349241129833075","0.269988545783128","0.428493713883023"
"Yes, somewhat limited","2011","Not Working","general elemantary","408","0.330576473644606","0.304539783200873","0.356613164088338"
"Yes, somewhat limited","2011","Not Working","middle vocational","1243","0.306447970985186","0.292551692781398","0.320344249188975"
