"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","East Germany","3.53","3","101","1","2","5","6","7","3.17","3.89","1","7","3","4"
"2005","direct migration background","West Germany","3.28","3","2258","1","2","5","6","7","3.2","3.36","1","7","3","3"
"2005","indirect migration background","East Germany","3.67","4","35","2","2","5","6","7","3.1","4.24","1","7","3","5"
"2005","indirect migration background","West Germany","3.61","3","792","1","2","5","6","7","3.49","3.73","1","7","3","4"
"2005","no migration background","East Germany","3.29","3","4911","1","2","4","6","7","3.24","3.34","1","7","3","3"
"2005","no migration background","West Germany","3.24","3","12562","1","2","4","6","7","3.21","3.27","1","7","3","3"
"2006","direct migration background","East Germany","","","","","","","","","","","","","",""
"2006","direct migration background","West Germany","","","","","","","","","","","","","",""
"2006","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2006","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2006","no migration background","East Germany","","","","","","","","","","","","","",""
"2006","no migration background","West Germany","","","","","","","","","","","","","",""
"2007","direct migration background","East Germany","","","","","","","","","","","","","",""
"2007","direct migration background","West Germany","","","","","","","","","","","","","",""
"2007","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2007","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2007","no migration background","East Germany","","","","","","","","","","","","","",""
"2007","no migration background","West Germany","","","","","","","","","","","","","",""
"2008","direct migration background","East Germany","","","","","","","","","","","","","",""
"2008","direct migration background","West Germany","","","","","","","","","","","","","",""
"2008","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2008","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2008","no migration background","East Germany","","","","","","","","","","","","","",""
"2008","no migration background","West Germany","","","","","","","","","","","","","",""
"2009","direct migration background","East Germany","","","","","","","","","","","","","",""
"2009","direct migration background","West Germany","","","","","","","","","","","","","",""
"2009","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2009","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2009","no migration background","East Germany","","","","","","","","","","","","","",""
"2009","no migration background","West Germany","","","","","","","","","","","","","",""
"2010","direct migration background","East Germany","3.35","3","63","1","1","5","7","7","2.85","3.85","1","7","2","3"
"2010","direct migration background","West Germany","3.28","3","1395","1","2","5","6","7","3.19","3.37","1","7","3","3"
"2010","indirect migration background","East Germany","3.98","4","37","2","4","5","5","6","3.51","4.45","1","7","4","4"
"2010","indirect migration background","West Germany","3.41","3","617","1","2","5","6","7","3.27","3.55","1","7","3","3"
"2010","no migration background","East Germany","3.24","3","4032","1","2","4","6","7","3.19","3.29","1","7","3","3"
"2010","no migration background","West Germany","3.12","3","10510","1","2","4","6","7","3.09","3.15","1","7","3","3"
"2011","direct migration background","East Germany","","","","","","","","","","","","","",""
"2011","direct migration background","West Germany","","","","","","","","","","","","","",""
"2011","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2011","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2011","no migration background","East Germany","","","","","","","","","","","","","",""
"2011","no migration background","West Germany","","","","","","","","","","","","","",""
"2012","direct migration background","East Germany","","","","","","","","","","","","","",""
"2012","direct migration background","West Germany","","","","","","","","","","","","","",""
"2012","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2012","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2012","no migration background","East Germany","","","","","","","","","","","","","",""
"2012","no migration background","West Germany","","","","","","","","","","","","","",""
"2013","direct migration background","East Germany","","","","","","","","","","","","","",""
"2013","direct migration background","West Germany","","","","","","","","","","","","","",""
"2013","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2013","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2013","no migration background","East Germany","","","","","","","","","","","","","",""
"2013","no migration background","West Germany","","","","","","","","","","","","","",""
"2014","direct migration background","East Germany","","","","","","","","","","","","","",""
"2014","direct migration background","West Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2014","no migration background","East Germany","","","","","","","","","","","","","",""
"2014","no migration background","West Germany","","","","","","","","","","","","","",""
"2015","direct migration background","East Germany","3.08","3","425","1","2","4","5","7","2.91","3.25","1","7","2","3"
"2015","direct migration background","West Germany","2.8","2","5347","1","1","4","6","7","2.75","2.85","1","7","2","2"
"2015","indirect migration background","East Germany","3.09","3","105","1","2","4","5","7","2.75","3.43","1","7","3","4"
"2015","indirect migration background","West Germany","2.96","3","1579","1","2","4","6","7","2.87","3.05","1","7","2","3"
"2015","no migration background","East Germany","3.03","3","4892","1","2","4","6","7","2.98","3.08","1","7","3","3"
"2015","no migration background","West Germany","2.9","3","14370","1","2","4","5","7","2.87","2.93","1","7","2","2"
"2016","direct migration background","East Germany","1.97","1","730","1","1","2","5","7","1.84","2.1","1","7","1","1"
"2016","direct migration background","West Germany","2.16","1","3579","1","1","3","5","7","2.11","2.21","1","7","1","1"
"2016","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2016","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2016","no migration background","East Germany","","","","","","","","","","","","","",""
"2016","no migration background","West Germany","","","","","","","","","","","","","",""
"2017","direct migration background","East Germany","2.02","1","262","1","1","3","4","7","1.81","2.23","1","7","1","1"
"2017","direct migration background","West Germany","1.91","1","2591","1","1","2","5","7","1.85","1.97","1","7","1","1"
"2017","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2017","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2017","no migration background","East Germany","","","","","","","","","","","","","",""
"2017","no migration background","West Germany","","","","","","","","","","","","","",""
"2018","direct migration background","East Germany","2.14","1","49","1","1","2","7","7","1.56","2.72","1","7","1","2"
"2018","direct migration background","West Germany","2.29","1","369","1","1","3","7","7","2.09","2.49","1","7","1","1"
"2018","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2018","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2018","no migration background","East Germany","","","","","","","","","","","","","",""
"2018","no migration background","West Germany","","","","","","","","","","","","","",""
"2019","direct migration background","East Germany","","","","","","","","","","","","","",""
"2019","direct migration background","West Germany","2.28","1","252","1","1","3","5","7","2.04","2.52","1","7","1","2"
"2019","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2019","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2019","no migration background","East Germany","","","","","","","","","","","","","",""
"2019","no migration background","West Germany","","","","","","","","","","","","","",""
