"year","sampreg","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","East Germany","Female","3.13","3","2624","1","2","4","6","7","3.06","3.2","1","7","3","3"
"2005","East Germany","Male","3.48","3","2423","1","2","5","6","7","3.41","3.55","1","7","3","3"
"2005","West Germany","Female","3.1","3","8154","1","2","4","6","7","3.06","3.14","1","7","3","3"
"2005","West Germany","Male","3.44","3","7458","1","2","5","6","7","3.4","3.48","1","7","3","3"
"2006","East Germany","Female","","","","","","","","","","","","","",""
"2006","East Germany","Male","","","","","","","","","","","","","",""
"2006","West Germany","Female","","","","","","","","","","","","","",""
"2006","West Germany","Male","","","","","","","","","","","","","",""
"2007","East Germany","Female","","","","","","","","","","","","","",""
"2007","East Germany","Male","","","","","","","","","","","","","",""
"2007","West Germany","Female","","","","","","","","","","","","","",""
"2007","West Germany","Male","","","","","","","","","","","","","",""
"2008","East Germany","Female","","","","","","","","","","","","","",""
"2008","East Germany","Male","","","","","","","","","","","","","",""
"2008","West Germany","Female","","","","","","","","","","","","","",""
"2008","West Germany","Male","","","","","","","","","","","","","",""
"2009","East Germany","Female","","","","","","","","","","","","","",""
"2009","East Germany","Male","","","","","","","","","","","","","",""
"2009","West Germany","Female","","","","","","","","","","","","","",""
"2009","West Germany","Male","","","","","","","","","","","","","",""
"2010","East Germany","Female","3.07","3","2146","1","2","4","6","7","3","3.14","1","7","3","3"
"2010","East Germany","Male","3.42","3","1986","1","2","5","6","7","3.34","3.5","1","7","3","3"
"2010","West Germany","Female","2.98","3","6575","1","2","4","5","7","2.94","3.02","1","7","3","3"
"2010","West Germany","Male","3.34","3","5947","1","2","5","6","7","3.3","3.38","1","7","3","3"
"2011","East Germany","Female","","","","","","","","","","","","","",""
"2011","East Germany","Male","","","","","","","","","","","","","",""
"2011","West Germany","Female","","","","","","","","","","","","","",""
"2011","West Germany","Male","","","","","","","","","","","","","",""
"2012","East Germany","Female","","","","","","","","","","","","","",""
"2012","East Germany","Male","","","","","","","","","","","","","",""
"2012","West Germany","Female","","","","","","","","","","","","","",""
"2012","West Germany","Male","","","","","","","","","","","","","",""
"2013","East Germany","Female","","","","","","","","","","","","","",""
"2013","East Germany","Male","","","","","","","","","","","","","",""
"2013","West Germany","Female","","","","","","","","","","","","","",""
"2013","West Germany","Male","","","","","","","","","","","","","",""
"2014","East Germany","Female","","","","","","","","","","","","","",""
"2014","East Germany","Male","","","","","","","","","","","","","",""
"2014","West Germany","Female","","","","","","","","","","","","","",""
"2014","West Germany","Male","","","","","","","","","","","","","",""
"2015","East Germany","Female","2.82","2","2942","1","1","4","5","7","2.76","2.88","1","7","2","2"
"2015","East Germany","Male","3.25","3","2480","1","2","4","6","7","3.18","3.32","1","7","3","3"
"2015","West Germany","Female","2.67","2","11486","1","1","4","5","7","2.64","2.7","1","7","2","2"
"2015","West Germany","Male","3.1","3","9810","1","2","4","6","7","3.07","3.13","1","7","3","3"
"2016","East Germany","Female","2.1","1","266","1","1","2","5","7","1.89","2.31","1","7","1","1"
"2016","East Germany","Male","1.98","1","467","1","1","2","4","7","1.82","2.14","1","7","1","1"
"2016","West Germany","Female","2.08","1","1382","1","1","2","5","7","2","2.16","1","7","1","1"
"2016","West Germany","Male","2.41","1.97","2226","1","1","3","6","7","2.34","2.48","1","7","1","1"
"2017","East Germany","Female","1.53","1","125","1","1","1","3","7","1.26","1.8","1","7","1","1"
"2017","East Germany","Male","2.26","1","137","1","1","4","4","7","1.95","2.57","1","7","1","1"
"2017","West Germany","Female","1.87","1","1094","1","1","2","4","7","1.78","1.96","1","7","1","1"
"2017","West Germany","Male","1.93","1","1497","1","1","2","5","7","1.84","2.02","1","7","1","1"
"2018","East Germany","Female","1.95","1","33","1","1","2","7","7","1.28","2.62","1","7","1","2"
"2018","East Germany","Male","","","","","","","","","","","","","",""
"2018","West Germany","Female","2.23","1","190","1","1","3","7","7","1.96","2.5","1","7","1","1"
"2018","West Germany","Male","2.35","1","179","1","1","4","7","7","2.04","2.66","1","7","1","2"
"2019","East Germany","Female","","","","","","","","","","","","","",""
"2019","East Germany","Male","","","","","","","","","","","","","",""
"2019","West Germany","Female","2.26","1","129","1","1","3","6","7","1.94","2.58","1","7","1","2"
"2019","West Germany","Male","2.3","1","123","1","1","4","5","7","1.94","2.66","1","7","1","2"
