"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","direct migration background","(0) in school","3.56","3","55","1","2","5","7","3.06","4.06","3","4"
"2005","direct migration background","(1a) inadequately completed","3.09","3","158","1","1","5","6","2.79","3.39","2","3"
"2005","direct migration background","(1b) general elementary school","3.29","3","518","1","2","5","6","3.13","3.45","3","3"
"2005","direct migration background","(1c) basic vocational qualification","3.33","3","670","1","2","5","6","3.18","3.48","3","3"
"2005","direct migration background","(2a) intermediate vocational","3.15","3","148","1","1","4","6","2.87","3.43","2","3"
"2005","direct migration background","(2b) intermediate general qualification","3.88","4","49","2","2","5","6","3.37","4.39","3","4"
"2005","direct migration background","(2c_gen) general maturity certificate","3.45","3.23","107","1","2","4","6","3.13","3.77","3","4"
"2005","direct migration background","(2c_voc) vocational maturity certificate","3.39","3","268","1","2","5","7","3.17","3.61","3","3"
"2005","direct migration background","(3a) lower tertiary education","3.24","3","74","1","2","5","5","2.83","3.65","3","4"
"2005","direct migration background","(3b) higher tertiary education","3.15","3","264","1","2","4","6","2.94","3.36","3","3"
"2005","indirect migration background","(0) in school","3.75","4","90","1","2","5","6","3.39","4.11","3","4"
"2005","indirect migration background","(1a) inadequately completed","","","","","","","","","","",""
"2005","indirect migration background","(1b) general elementary school","3.7","4","115","1","2","5","6","3.37","4.03","3","4"
"2005","indirect migration background","(1c) basic vocational qualification","3.93","4","144","2","2","5","7","3.63","4.23","3","4"
"2005","indirect migration background","(2a) intermediate vocational","3.4","3","127","1","2","5","6","3.09","3.71","3","4"
"2005","indirect migration background","(2b) intermediate general qualification","3.99","4","69","2","3","6","7","3.57","4.41","3","4"
"2005","indirect migration background","(2c_gen) general maturity certificate","3.26","3","87","1","2","4","5","2.91","3.61","2","4"
"2005","indirect migration background","(2c_voc) vocational maturity certificate","2.7","2","57","1","2","4","5","2.25","3.15","2","4"
"2005","indirect migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2005","indirect migration background","(3b) higher tertiary education","2.93","3","48","2","2","4","4","2.61","3.25","2","3"
"2005","no migration background","(0) in school","3.82","4","506","1","2","5","6","3.67","3.97","4","4"
"2005","no migration background","(1a) inadequately completed","3.55","3","75","1","2","5","7","3.09","4.01","2","4"
"2005","no migration background","(1b) general elementary school","3.42","3","1223","1","2","5","6","3.31","3.53","3","4"
"2005","no migration background","(1c) basic vocational qualification","3.33","3","4892","1","2","5","6","3.28","3.38","3","3"
"2005","no migration background","(2a) intermediate vocational","3.24","3","4515","1","2","4","6","3.19","3.29","3","3"
"2005","no migration background","(2b) intermediate general qualification","3.64","4","460","1","2","5","7","3.47","3.81","3","4"
"2005","no migration background","(2c_gen) general maturity certificate","3.5","4","601","1","2","5","6","3.37","3.63","3","4"
"2005","no migration background","(2c_voc) vocational maturity certificate","3.05","3","1187","1","2","4","5","2.96","3.14","3","3"
"2005","no migration background","(3a) lower tertiary education","2.92","3","1552","1","2","4","5","2.84","3","2","3"
"2005","no migration background","(3b) higher tertiary education","2.88","3","2202","1","2","4","5","2.82","2.94","2","3"
"2006","direct migration background","(0) in school","","","","","","","","","","",""
"2006","direct migration background","(1a) inadequately completed","","","","","","","","","","",""
"2006","direct migration background","(1b) general elementary school","","","","","","","","","","",""
"2006","direct migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2006","direct migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2006","direct migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2006","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2006","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2006","direct migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2006","direct migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2006","indirect migration background","(0) in school","","","","","","","","","","",""
"2006","indirect migration background","(1a) inadequately completed","","","","","","","","","","",""
"2006","indirect migration background","(1b) general elementary school","","","","","","","","","","",""
"2006","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2006","indirect migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2006","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2006","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2006","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2006","indirect migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2006","indirect migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2006","no migration background","(0) in school","","","","","","","","","","",""
"2006","no migration background","(1a) inadequately completed","","","","","","","","","","",""
"2006","no migration background","(1b) general elementary school","","","","","","","","","","",""
"2006","no migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2006","no migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2006","no migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2006","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2006","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2006","no migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2006","no migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2007","direct migration background","(0) in school","","","","","","","","","","",""
"2007","direct migration background","(1a) inadequately completed","","","","","","","","","","",""
"2007","direct migration background","(1b) general elementary school","","","","","","","","","","",""
"2007","direct migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2007","direct migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2007","direct migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2007","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2007","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2007","direct migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2007","direct migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2007","indirect migration background","(0) in school","","","","","","","","","","",""
"2007","indirect migration background","(1a) inadequately completed","","","","","","","","","","",""
"2007","indirect migration background","(1b) general elementary school","","","","","","","","","","",""
"2007","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2007","indirect migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2007","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2007","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2007","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2007","indirect migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2007","indirect migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2007","no migration background","(0) in school","","","","","","","","","","",""
"2007","no migration background","(1a) inadequately completed","","","","","","","","","","",""
"2007","no migration background","(1b) general elementary school","","","","","","","","","","",""
"2007","no migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2007","no migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2007","no migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2007","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2007","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2007","no migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2007","no migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2008","direct migration background","(0) in school","","","","","","","","","","",""
"2008","direct migration background","(1a) inadequately completed","","","","","","","","","","",""
"2008","direct migration background","(1b) general elementary school","","","","","","","","","","",""
"2008","direct migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2008","direct migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2008","direct migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2008","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
