"year","age_gr","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","16-34 y.","(0) in school","3.78","4","651","1","2","5","6","3.64","3.92","4","4"
"2005","16-34 y.","(1a) inadequately completed","3.42","3","40","1","2","5","6","2.79","4.05","3","4"
"2005","16-34 y.","(1b) general elementary school","3.89","4","418","1","2","5","6","3.72","4.06","4","4"
"2005","16-34 y.","(1c) basic vocational qualification","3.97","4","607","2","3","5","7","3.83","4.11","4","4"
"2005","16-34 y.","(2a) intermediate vocational","3.57","3","1145","1","2","5","6","3.47","3.67","3","4"
"2005","16-34 y.","(2b) intermediate general qualification","3.87","4","443","1","2","5","7","3.71","4.03","4","4"
"2005","16-34 y.","(2c_gen) general maturity certificate","3.53","4","656","1","2","5","6","3.41","3.65","3","4"
"2005","16-34 y.","(2c_voc) vocational maturity certificate","3.25","3","504","1","2","4","6","3.1","3.4","3","3"
"2005","16-34 y.","(3a) lower tertiary education","3.35","3","197","1","2","4","5","3.15","3.55","3","4"
"2005","16-34 y.","(3b) higher tertiary education","3.19","3","324","2","2","4","6","3.03","3.35","3","3"
"2005","35-65 y.","(0) in school","","","","","","","","","","",""
"2005","35-65 y.","(1a) inadequately completed","3.36","3","138","1","2","5","6","3.03","3.69","3","3"
"2005","35-65 y.","(1b) general elementary school","3.44","3","734","1","2","5","6","3.3","3.58","3","4"
"2005","35-65 y.","(1c) basic vocational qualification","3.38","3","3377","1","2","5","6","3.32","3.44","3","3"
"2005","35-65 y.","(2a) intermediate vocational","3.18","3","3241","1","2","4","6","3.12","3.24","3","3"
"2005","35-65 y.","(2b) intermediate general qualification","3.3","3","100","1","2","4","6","2.95","3.65","3","4"
"2005","35-65 y.","(2c_gen) general maturity certificate","3.38","4","123","1","2","5","6","3.08","3.68","2","4"
"2005","35-65 y.","(2c_voc) vocational maturity certificate","3.17","3","858","1","2","4","5","3.06","3.28","3","3"
"2005","35-65 y.","(3a) lower tertiary education","2.95","3","1156","1","2","4","5","2.86","3.04","2","3"
"2005","35-65 y.","(3b) higher tertiary education","2.92","3","1820","1","2","4","5","2.85","2.99","2","3"
"2005","66 and older","(0) in school","","","","","","","","","","",""
"2005","66 and older","(1a) inadequately completed","2.85","2","62","1","1","4","6","2.36","3.34","1","3"
"2005","66 and older","(1b) general elementary school","3.09","3","704","1","1","4","6","2.95","3.23","3","3"
"2005","66 and older","(1c) basic vocational qualification","3.06","3","1722","1","1","4","6","2.97","3.15","3","3"
"2005","66 and older","(2a) intermediate vocational","2.86","3","404","1","1","4","5","2.7","3.02","2","3"
"2005","66 and older","(2b) intermediate general qualification","3.2","3","35","1","1","5","6","2.49","3.91","2","5"
"2005","66 and older","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2005","66 and older","(2c_voc) vocational maturity certificate","2.57","2","150","1","1","4","4","2.33","2.81","2","3"
"2005","66 and older","(3a) lower tertiary education","2.68","2","294","1","1","4","5","2.49","2.87","2","3"
"2005","66 and older","(3b) higher tertiary education","2.65","2","370","1","1","4","5","2.49","2.81","2","3"
"2006","16-34 y.","(0) in school","","","","","","","","","","",""
"2006","16-34 y.","(1a) inadequately completed","","","","","","","","","","",""
"2006","16-34 y.","(1b) general elementary school","","","","","","","","","","",""
"2006","16-34 y.","(1c) basic vocational qualification","","","","","","","","","","",""
"2006","16-34 y.","(2a) intermediate vocational","","","","","","","","","","",""
"2006","16-34 y.","(2b) intermediate general qualification","","","","","","","","","","",""
"2006","16-34 y.","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2006","16-34 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2006","16-34 y.","(3a) lower tertiary education","","","","","","","","","","",""
"2006","16-34 y.","(3b) higher tertiary education","","","","","","","","","","",""
"2006","35-65 y.","(0) in school","","","","","","","","","","",""
"2006","35-65 y.","(1a) inadequately completed","","","","","","","","","","",""
"2006","35-65 y.","(1b) general elementary school","","","","","","","","","","",""
"2006","35-65 y.","(1c) basic vocational qualification","","","","","","","","","","",""
"2006","35-65 y.","(2a) intermediate vocational","","","","","","","","","","",""
"2006","35-65 y.","(2b) intermediate general qualification","","","","","","","","","","",""
"2006","35-65 y.","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2006","35-65 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2006","35-65 y.","(3a) lower tertiary education","","","","","","","","","","",""
"2006","35-65 y.","(3b) higher tertiary education","","","","","","","","","","",""
"2006","66 and older","(0) in school","","","","","","","","","","",""
"2006","66 and older","(1a) inadequately completed","","","","","","","","","","",""
"2006","66 and older","(1b) general elementary school","","","","","","","","","","",""
"2006","66 and older","(1c) basic vocational qualification","","","","","","","","","","",""
"2006","66 and older","(2a) intermediate vocational","","","","","","","","","","",""
"2006","66 and older","(2b) intermediate general qualification","","","","","","","","","","",""
"2006","66 and older","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2006","66 and older","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2006","66 and older","(3a) lower tertiary education","","","","","","","","","","",""
"2006","66 and older","(3b) higher tertiary education","","","","","","","","","","",""
"2007","16-34 y.","(0) in school","","","","","","","","","","",""
"2007","16-34 y.","(1a) inadequately completed","","","","","","","","","","",""
"2007","16-34 y.","(1b) general elementary school","","","","","","","","","","",""
"2007","16-34 y.","(1c) basic vocational qualification","","","","","","","","","","",""
"2007","16-34 y.","(2a) intermediate vocational","","","","","","","","","","",""
"2007","16-34 y.","(2b) intermediate general qualification","","","","","","","","","","",""
"2007","16-34 y.","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2007","16-34 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2007","16-34 y.","(3a) lower tertiary education","","","","","","","","","","",""
"2007","16-34 y.","(3b) higher tertiary education","","","","","","","","","","",""
"2007","35-65 y.","(0) in school","","","","","","","","","","",""
"2007","35-65 y.","(1a) inadequately completed","","","","","","","","","","",""
"2007","35-65 y.","(1b) general elementary school","","","","","","","","","","",""
"2007","35-65 y.","(1c) basic vocational qualification","","","","","","","","","","",""
"2007","35-65 y.","(2a) intermediate vocational","","","","","","","","","","",""
"2007","35-65 y.","(2b) intermediate general qualification","","","","","","","","","","",""
"2007","35-65 y.","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2007","35-65 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2007","35-65 y.","(3a) lower tertiary education","","","","","","","","","","",""
"2007","35-65 y.","(3b) higher tertiary education","","","","","","","","","","",""
"2007","66 and older","(0) in school","","","","","","","","","","",""
"2007","66 and older","(1a) inadequately completed","","","","","","","","","","",""
"2007","66 and older","(1b) general elementary school","","","","","","","","","","",""
"2007","66 and older","(1c) basic vocational qualification","","","","","","","","","","",""
"2007","66 and older","(2a) intermediate vocational","","","","","","","","","","",""
"2007","66 and older","(2b) intermediate general qualification","","","","","","","","","","",""
"2007","66 and older","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2007","66 and older","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2007","66 and older","(3a) lower tertiary education","","","","","","","","","","",""
"2007","66 and older","(3b) higher tertiary education","","","","","","","","","","",""
"2008","16-34 y.","(0) in school","","","","","","","","","","",""
"2008","16-34 y.","(1a) inadequately completed","","","","","","","","","","",""
"2008","16-34 y.","(1b) general elementary school","","","","","","","","","","",""
"2008","16-34 y.","(1c) basic vocational qualification","","","","","","","","","","",""
"2008","16-34 y.","(2a) intermediate vocational","","","","","","","","","","",""
"2008","16-34 y.","(2b) intermediate general qualification","","","","","","","","","","",""
