"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","college entrance qualification","East Germany","2.99","3","1127","1","2","4","5","7","2.9","3.08","1","7","3","3"
"2005","college entrance qualification","West Germany","3.04","3","4056","1","2","4","5","7","2.99","3.09","1","7","3","3"
"2005","lower secondary degree","East Germany","3.34","3","1390","1","2","5","6","7","3.24","3.44","1","7","3","3"
"2005","lower secondary degree","West Germany","3.36","3","5679","1","2","5","6","7","3.31","3.41","1","7","3","3"
"2005","no degree/no degree yet","East Germany","3.7","3.93","167","1","2","5","7","7","3.43","3.97","1","7","3","4"
"2005","no degree/no degree yet","West Germany","3.55","3","726","1","2","5","6","7","3.42","3.68","1","7","3","4"
"2005","Other degree","East Germany","3.01","3","49","1","1","5","5","7","2.46","3.56","1","7","2","3"
"2005","Other degree","West Germany","3.28","3","1072","1","2","4","6","7","3.17","3.39","1","7","3","3"
"2005","secondary school degree","East Germany","3.36","3","2223","1","2","5","6","7","3.29","3.43","1","7","3","3"
"2005","secondary school degree","West Germany","3.22","3","3786","1","2","4","6","7","3.17","3.27","1","7","3","3"
"2006","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2006","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2006","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2006","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2006","Other degree","East Germany","","","","","","","","","","","","","",""
"2006","Other degree","West Germany","","","","","","","","","","","","","",""
"2006","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2006","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2007","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2007","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2007","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2007","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2007","Other degree","East Germany","","","","","","","","","","","","","",""
"2007","Other degree","West Germany","","","","","","","","","","","","","",""
"2007","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2007","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2008","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2008","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2008","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2008","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2008","Other degree","East Germany","","","","","","","","","","","","","",""
"2008","Other degree","West Germany","","","","","","","","","","","","","",""
"2008","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2008","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2009","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2009","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2009","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2009","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2009","Other degree","East Germany","","","","","","","","","","","","","",""
"2009","Other degree","West Germany","","","","","","","","","","","","","",""
"2009","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2009","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2010","college entrance qualification","East Germany","2.92","3","1022","1","2","4","5","7","2.83","3.01","1","7","3","3"
"2010","college entrance qualification","West Germany","2.91","3","3638","1","2","4","5","7","2.86","2.96","1","7","3","3"
"2010","lower secondary degree","East Germany","3.36","3","1061","1","2","5","6","7","3.25","3.47","1","7","3","4"
"2010","lower secondary degree","West Germany","3.33","3","4294","1","2","5","6","7","3.28","3.38","1","7","3","3"
"2010","no degree/no degree yet","East Germany","3.25","3","46","1","2","4","6","7","2.66","3.84","1","7","2","4"
"2010","no degree/no degree yet","West Germany","3.26","3","368","1","2","5","6","7","3.08","3.44","1","7","3","4"
"2010","Other degree","East Germany","3.81","3","38","1","2","5","7","7","3.23","4.39","1","7","2","4"
"2010","Other degree","West Germany","3.19","3","678","1","2","4","6","7","3.06","3.32","1","7","3","3"
"2010","secondary school degree","East Germany","3.29","3","1856","1","2","4","6","7","3.21","3.37","1","7","3","3"
"2010","secondary school degree","West Germany","3.09","3","3184","1","2","4","6","7","3.03","3.15","1","7","3","3"
"2011","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2011","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2011","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2011","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2011","Other degree","East Germany","","","","","","","","","","","","","",""
"2011","Other degree","West Germany","","","","","","","","","","","","","",""
"2011","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2011","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2012","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2012","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2012","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2012","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2012","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2012","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2012","Other degree","East Germany","","","","","","","","","","","","","",""
"2012","Other degree","West Germany","","","","","","","","","","","","","",""
"2012","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2012","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2013","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2013","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2013","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2013","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2013","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2013","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2013","Other degree","East Germany","","","","","","","","","","","","","",""
"2013","Other degree","West Germany","","","","","","","","","","","","","",""
"2013","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2013","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2014","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2014","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2014","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2014","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2014","Other degree","East Germany","","","","","","","","","","","","","",""
"2014","Other degree","West Germany","","","","","","","","","","","","","",""
"2014","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2014","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2015","college entrance qualification","East Germany","2.76","2","1308","1","2","4","5","7","2.68","2.84","1","7","2","2"
"2015","college entrance qualification","West Germany","2.67","2","5906","1","2","4","5","7","2.63","2.71","1","7","2","2"
"2015","lower secondary degree","East Germany","3.2","3","1126","1","2","5","6","7","3.09","3.31","1","7","3","3"
"2015","lower secondary degree","West Germany","3.13","3","5262","1","2","4","6","7","3.08","3.18","1","7","3","3"
