"year","e11103","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Full Time","direct migration background","3.31","3","807","1","2","5","6","7","3.18","3.44","1","7","3","3"
"2005","Full Time","indirect migration background","3.66","4","328","2","2","5","6","7","3.48","3.84","1","7","3","4"
"2005","Full Time","no migration background","3.33","3","6875","1","2","4","6","7","3.29","3.37","1","7","3","3"
"2005","Not Working","direct migration background","3.3","3","996","1","2","5","6","7","3.18","3.42","1","7","3","3"
"2005","Not Working","indirect migration background","3.72","4","282","1","2","5","7","7","3.51","3.93","1","7","4","4"
"2005","Not Working","no migration background","3.16","3","6565","1","2","4","6","7","3.12","3.2","1","7","3","3"
"2005","Part Time","direct migration background","3.27","3","556","1","2","5","6","7","3.12","3.42","1","7","3","3"
"2005","Part Time","indirect migration background","3.42","3","217","1","2","5","6","7","3.18","3.66","1","7","3","4"
"2005","Part Time","no migration background","3.29","3","4033","1","2","4","6","7","3.24","3.34","1","7","3","3"
"2006","Full Time","direct migration background","","","","","","","","","","","","","",""
"2006","Full Time","indirect migration background","","","","","","","","","","","","","",""
"2006","Full Time","no migration background","","","","","","","","","","","","","",""
"2006","Not Working","direct migration background","","","","","","","","","","","","","",""
"2006","Not Working","indirect migration background","","","","","","","","","","","","","",""
"2006","Not Working","no migration background","","","","","","","","","","","","","",""
"2006","Part Time","direct migration background","","","","","","","","","","","","","",""
"2006","Part Time","indirect migration background","","","","","","","","","","","","","",""
"2006","Part Time","no migration background","","","","","","","","","","","","","",""
"2007","Full Time","direct migration background","","","","","","","","","","","","","",""
"2007","Full Time","indirect migration background","","","","","","","","","","","","","",""
"2007","Full Time","no migration background","","","","","","","","","","","","","",""
"2007","Not Working","direct migration background","","","","","","","","","","","","","",""
"2007","Not Working","indirect migration background","","","","","","","","","","","","","",""
"2007","Not Working","no migration background","","","","","","","","","","","","","",""
"2007","Part Time","direct migration background","","","","","","","","","","","","","",""
"2007","Part Time","indirect migration background","","","","","","","","","","","","","",""
"2007","Part Time","no migration background","","","","","","","","","","","","","",""
"2008","Full Time","direct migration background","","","","","","","","","","","","","",""
"2008","Full Time","indirect migration background","","","","","","","","","","","","","",""
"2008","Full Time","no migration background","","","","","","","","","","","","","",""
"2008","Not Working","direct migration background","","","","","","","","","","","","","",""
"2008","Not Working","indirect migration background","","","","","","","","","","","","","",""
"2008","Not Working","no migration background","","","","","","","","","","","","","",""
