"year","pgcasmin","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","(0) in school","Female","3.45","3","340","1","2","5","6","3.26","3.64","3","4"
"2005","(0) in school","Male","4.13","4","311","2","3","6","7","3.94","4.32","4","4"
"2005","(1a) inadequately completed","Female","3.1","3","134","1","1","4","6","2.77","3.43","2","3"
"2005","(1a) inadequately completed","Male","3.36","3","106","1","1","5","7","2.99","3.73","3","4"
"2005","(1b) general elementary school","Female","3.25","3","1282","1","2","4","6","3.15","3.35","3","3"
"2005","(1b) general elementary school","Male","3.75","4","574","1","2","5","6","3.6","3.9","4","4"
"2005","(1c) basic vocational qualification","Female","3.15","3","2626","1","2","4","6","3.08","3.22","3","3"
"2005","(1c) basic vocational qualification","Male","3.5","3","3080","1","2","5","6","3.44","3.56","3","3"
"2005","(2a) intermediate vocational","Female","3.07","3","2732","1","2","4","6","3.01","3.13","3","3"
"2005","(2a) intermediate vocational","Male","3.45","3","2058","1","2","5","6","3.38","3.52","3","4"
"2005","(2b) intermediate general qualification","Female","3.55","4","352","1","2","5","6","3.36","3.74","3","4"
"2005","(2b) intermediate general qualification","Male","3.96","4","226","2","2","5","7","3.73","4.19","4","4"
"2005","(2c_gen) general maturity certificate","Female","3.36","3","432","1","2","4","6","3.21","3.51","3","3"
"2005","(2c_gen) general maturity certificate","Male","3.57","4","363","1","2","5","6","3.4","3.74","3","4"
"2005","(2c_voc) vocational maturity certificate","Female","2.89","3","845","1","1","4","5","2.78","3","2","3"
"2005","(2c_voc) vocational maturity certificate","Male","3.38","3","667","1","2","4","6","3.25","3.51","3","3"
"2005","(3a) lower tertiary education","Female","2.72","2","766","1","1","4","5","2.61","2.83","2","3"
"2005","(3a) lower tertiary education","Male","3.11","3","881","1","2","4","5","3.01","3.21","3","3"
"2005","(3b) higher tertiary education","Female","2.8","3","1088","1","2","4","5","2.71","2.89","2","3"
"2005","(3b) higher tertiary education","Male","3.02","3","1426","1","2","4","5","2.94","3.1","3","3"
"2006","(0) in school","Female","","","","","","","","","","",""
"2006","(0) in school","Male","","","","","","","","","","",""
"2006","(1a) inadequately completed","Female","","","","","","","","","","",""
"2006","(1a) inadequately completed","Male","","","","","","","","","","",""
"2006","(1b) general elementary school","Female","","","","","","","","","","",""
"2006","(1b) general elementary school","Male","","","","","","","","","","",""
"2006","(1c) basic vocational qualification","Female","","","","","","","","","","",""
"2006","(1c) basic vocational qualification","Male","","","","","","","","","","",""
"2006","(2a) intermediate vocational","Female","","","","","","","","","","",""
"2006","(2a) intermediate vocational","Male","","","","","","","","","","",""
"2006","(2b) intermediate general qualification","Female","","","","","","","","","","",""
"2006","(2b) intermediate general qualification","Male","","","","","","","","","","",""
"2006","(2c_gen) general maturity certificate","Female","","","","","","","","","","",""
