"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","general elemantary","3.37","3","567","1","2","5","6","7","3.22","3.52","1","7","3","3"
"2005","direct migration background","higher education","3.17","3","338","1","2","4","6","7","2.99","3.35","1","7","3","3"
"2005","direct migration background","higher vocational","2.77","3","133","1","1","4","5","7","2.49","3.05","1","7","2","3"
"2005","direct migration background","in school","3.56","3","55","1","2","5","7","7","3.06","4.06","1","7","3","4"
"2005","direct migration background","inadequately","3.1","3","142","1","1","4","6","7","2.79","3.41","1","7","2","3"
"2005","direct migration background","middle vocational","3.35","3","873","1","2","5","6","7","3.22","3.48","1","7","3","3"
"2005","direct migration background","vocational + Abi","3.41","3","215","1","2","5","7","7","3.17","3.65","1","7","3","3"
"2005","indirect migration background","general elemantary","3.83","4","181","1","2","5","6","7","3.57","4.09","1","7","3","4"
"2005","indirect migration background","higher education","3.08","3","69","2","2","4","5","6","2.78","3.38","1","6","3","3"
"2005","indirect migration background","higher vocational","3.77","3.6","41","2","2","6","6","7","3.2","4.34","1","7","2","5"
"2005","indirect migration background","in school","3.74","4","89","1","2","5","6","7","3.38","4.1","1","7","3","4"
"2005","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2005","indirect migration background","middle vocational","3.57","3","335","1","2","5","6","7","3.38","3.76","1","7","3","4"
"2005","indirect migration background","vocational + Abi","2.71","2","46","1","1","4","5","7","2.21","3.21","1","7","2","4"
"2005","no migration background","general elemantary","3.46","3","1649","1","2","5","6","7","3.37","3.55","1","7","3","4"
"2005","no migration background","higher education","2.9","3","3754","1","2","4","5","7","2.85","2.95","1","7","2","3"
"2005","no migration background","higher vocational","3.07","3","1382","1","2","4","6","7","2.98","3.16","1","7","3","3"
"2005","no migration background","in school","3.82","4","503","1","2","5","6","7","3.67","3.97","1","7","4","4"
"2005","no migration background","inadequately","3.98","4","80","1","2","6","7","7","3.5","4.46","1","7","3","5"
