"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","general elemantary","Female","3.3","3","1618","1","2","5","6","7","3.21","3.39","1","7","3","3"
"2005","general elemantary","Male","3.81","4","779","1","2","5","6","7","3.68","3.94","1","7","4","4"
"2005","higher education","Female","2.77","2","1854","1","2","4","5","7","2.7","2.84","1","7","2","2"
"2005","higher education","Male","3.06","3","2307","1","2","4","5","7","3","3.12","1","7","3","3"
"2005","higher vocational","Female","2.88","3","666","1","1","4","6","7","2.75","3.01","1","7","2","3"
"2005","higher vocational","Male","3.17","3","890","1","2","4","6","7","3.06","3.28","1","7","3","3"
"2005","in school","Female","3.45","3","339","1","2","5","6","7","3.26","3.64","1","7","3","4"
"2005","in school","Male","4.13","4","308","2","3","6","7","7","3.94","4.32","1","7","4","4"
"2005","inadequately","Female","3.2","3","129","1","1","4","7","7","2.84","3.56","1","7","2","4"
"2005","inadequately","Male","3.63","4","102","1","2","5","7","7","3.24","4.02","1","7","3","4"
"2005","middle vocational","Female","3.14","3","5361","1","2","4","6","7","3.09","3.19","1","7","3","3"
"2005","middle vocational","Male","3.51","3","4874","1","2","5","6","7","3.46","3.56","1","7","3","4"
"2005","vocational + Abi","Female","2.91","3","666","1","1","4","5","7","2.79","3.03","1","7","3","3"
"2005","vocational + Abi","Male","3.53","3.15","466","1","2","5","6","7","3.38","3.68","1","7","3","4"
"2006","general elemantary","Female","","","","","","","","","","","","","",""
"2006","general elemantary","Male","","","","","","","","","","","","","",""
"2006","higher education","Female","","","","","","","","","","","","","",""
"2006","higher education","Male","","","","","","","","","","","","","",""
"2006","higher vocational","Female","","","","","","","","","","","","","",""
"2006","higher vocational","Male","","","","","","","","","","","","","",""
"2006","in school","Female","","","","","","","","","","","","","",""
"2006","in school","Male","","","","","","","","","","","","","",""
"2006","inadequately","Female","","","","","","","","","","","","","",""
"2006","inadequately","Male","","","","","","","","","","","","","",""
"2006","middle vocational","Female","","","","","","","","","","","","","",""
"2006","middle vocational","Male","","","","","","","","","","","","","",""
"2006","vocational + Abi","Female","","","","","","","","","","","","","",""
"2006","vocational + Abi","Male","","","","","","","","","","","","","",""
"2007","general elemantary","Female","","","","","","","","","","","","","",""
"2007","general elemantary","Male","","","","","","","","","","","","","",""
"2007","higher education","Female","","","","","","","","","","","","","",""
"2007","higher education","Male","","","","","","","","","","","","","",""
"2007","higher vocational","Female","","","","","","","","","","","","","",""
"2007","higher vocational","Male","","","","","","","","","","","","","",""
"2007","in school","Female","","","","","","","","","","","","","",""
"2007","in school","Male","","","","","","","","","","","","","",""
"2007","inadequately","Female","","","","","","","","","","","","","",""
"2007","inadequately","Male","","","","","","","","","","","","","",""
"2007","middle vocational","Female","","","","","","","","","","","","","",""
"2007","middle vocational","Male","","","","","","","","","","","","","",""
"2007","vocational + Abi","Female","","","","","","","","","","","","","",""
"2007","vocational + Abi","Male","","","","","","","","","","","","","",""
"2008","general elemantary","Female","","","","","","","","","","","","","",""
"2008","general elemantary","Male","","","","","","","","","","","","","",""
"2008","higher education","Female","","","","","","","","","","","","","",""
"2008","higher education","Male","","","","","","","","","","","","","",""
"2008","higher vocational","Female","","","","","","","","","","","","","",""
"2008","higher vocational","Male","","","","","","","","","","","","","",""
"2008","in school","Female","","","","","","","","","","","","","",""
"2008","in school","Male","","","","","","","","","","","","","",""
"2008","inadequately","Female","","","","","","","","","","","","","",""
"2008","inadequately","Male","","","","","","","","","","","","","",""
"2008","middle vocational","Female","","","","","","","","","","","","","",""
"2008","middle vocational","Male","","","","","","","","","","","","","",""
"2008","vocational + Abi","Female","","","","","","","","","","","","","",""
"2008","vocational + Abi","Male","","","","","","","","","","","","","",""
"2009","general elemantary","Female","","","","","","","","","","","","","",""
"2009","general elemantary","Male","","","","","","","","","","","","","",""
"2009","higher education","Female","","","","","","","","","","","","","",""
"2009","higher education","Male","","","","","","","","","","","","","",""
"2009","higher vocational","Female","","","","","","","","","","","","","",""
"2009","higher vocational","Male","","","","","","","","","","","","","",""
"2009","in school","Female","","","","","","","","","","","","","",""
"2009","in school","Male","","","","","","","","","","","","","",""
"2009","inadequately","Female","","","","","","","","","","","","","",""
"2009","inadequately","Male","","","","","","","","","","","","","",""
"2009","middle vocational","Female","","","","","","","","","","","","","",""
"2009","middle vocational","Male","","","","","","","","","","","","","",""
"2009","vocational + Abi","Female","","","","","","","","","","","","","",""
"2009","vocational + Abi","Male","","","","","","","","","","","","","",""
"2010","general elemantary","Female","3.11","3","1124","1","1","4","6","7","3","3.22","1","7","3","3"
"2010","general elemantary","Male","3.93","4","497","1","3","5","7","7","3.78","4.08","1","7","4","4"
"2010","higher education","Female","2.67","2","1769","1","1","4","5","7","2.6","2.74","1","7","2","2"
"2010","higher education","Male","2.96","3","2061","1","2","4","5","7","2.89","3.03","1","7","3","3"
"2010","higher vocational","Female","2.84","2","515","1","2","4","5","7","2.71","2.97","1","7","2","3"
"2010","higher vocational","Male","3.26","3","741","1","2","4","6","7","3.14","3.38","1","7","3","3"
"2010","in school","Female","3.23","3","115","1","2","4","6","7","2.93","3.53","1","7","3","4"
"2010","in school","Male","3.47","3","154","1","2","5","6","7","3.19","3.75","1","7","3","4"
"2010","inadequately","Female","2.95","2","79","1","1","5","6","7","2.5","3.4","1","7","2","4"
"2010","inadequately","Male","3.21","3","57","1","1","5","6","7","2.64","3.78","1","7","2","5"
"2010","middle vocational","Female","3.09","3","4398","1","2","4","6","7","3.04","3.14","1","7","3","3"
