"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","Rural Area","3.15","3","399","1","1","4","6","7","2.98","3.32","1","7","3","3"
"2005","direct migration background","Urban Area","3.32","3","1960","1","2","5","6","7","3.24","3.4","1","7","3","3"
"2005","indirect migration background","Rural Area","4.01","4","104","2","3","5","7","7","3.7","4.32","1","7","4","4"
"2005","indirect migration background","Urban Area","3.55","3","723","1","2","5","6","7","3.42","3.68","1","7","3","4"
"2005","no migration background","Rural Area","3.39","3","6326","1","2","5","6","7","3.35","3.43","1","7","3","3"
"2005","no migration background","Urban Area","3.18","3","11147","1","2","4","6","7","3.15","3.21","1","7","3","3"
"2006","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2006","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2006","no migration background","Rural Area","","","","","","","","","","","","","",""
"2006","no migration background","Urban Area","","","","","","","","","","","","","",""
"2007","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2007","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2007","no migration background","Rural Area","","","","","","","","","","","","","",""
"2007","no migration background","Urban Area","","","","","","","","","","","","","",""
"2008","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2008","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2008","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2008","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2008","no migration background","Rural Area","","","","","","","","","","","","","",""
"2008","no migration background","Urban Area","","","","","","","","","","","","","",""
"2009","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2009","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2009","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2009","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2009","no migration background","Rural Area","","","","","","","","","","","","","",""
"2009","no migration background","Urban Area","","","","","","","","","","","","","",""
"2010","direct migration background","Rural Area","3.14","3","276","1","2","4","6","7","2.94","3.34","1","7","2","3"
"2010","direct migration background","Urban Area","3.32","3","1182","1","2","5","6","7","3.22","3.42","1","7","3","3"
"2010","indirect migration background","Rural Area","3.43","3.81","101","1","2","4","6","7","3.11","3.75","1","7","3","4"
"2010","indirect migration background","Urban Area","3.43","3","553","1","2","5","6","7","3.28","3.58","1","7","3","3"
"2010","no migration background","Rural Area","3.35","3","5266","1","2","5","6","7","3.3","3.4","1","7","3","3"
"2010","no migration background","Urban Area","3.05","3","9276","1","2","4","5","7","3.02","3.08","1","7","3","3"
"2011","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2011","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2011","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2011","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2011","no migration background","Rural Area","","","","","","","","","","","","","",""
"2011","no migration background","Urban Area","","","","","","","","","","","","","",""
"2012","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2012","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2012","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2012","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2012","no migration background","Rural Area","","","","","","","","","","","","","",""
"2012","no migration background","Urban Area","","","","","","","","","","","","","",""
"2013","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2013","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2013","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2013","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2013","no migration background","Rural Area","","","","","","","","","","","","","",""
"2013","no migration background","Urban Area","","","","","","","","","","","","","",""
"2014","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2014","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2014","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2014","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2014","no migration background","Rural Area","","","","","","","","","","","","","",""
"2014","no migration background","Urban Area","","","","","","","","","","","","","",""
"2015","direct migration background","Rural Area","2.81","2","1464","1","1","4","5","7","2.72","2.9","1","7","2","2"
"2015","direct migration background","Urban Area","2.82","2","4308","1","1","4","6","7","2.77","2.87","1","7","2","2"
"2015","indirect migration background","Rural Area","2.97","3","312","1","2","4","6","7","2.77","3.17","1","7","2","3"
"2015","indirect migration background","Urban Area","2.97","2","1372","1","2","4","6","7","2.87","3.07","1","7","2","3"
"2015","no migration background","Rural Area","3.05","3","7340","1","2","4","6","7","3.01","3.09","1","7","3","3"
"2015","no migration background","Urban Area","2.86","2","11922","1","1","4","5","7","2.83","2.89","1","7","2","2"
"2016","direct migration background","Rural Area","1.95","1","1332","1","1","2","5","7","1.86","2.04","1","7","1","1"
"2016","direct migration background","Urban Area","2.21","1","2977","1","1","3","5","7","2.15","2.27","1","7","1","1"
"2016","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2016","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2016","no migration background","Rural Area","","","","","","","","","","","","","",""
"2016","no migration background","Urban Area","","","","","","","","","","","","","",""
"2017","direct migration background","Rural Area","1.58","1","774","1","1","1","3","7","1.48","1.68","1","7","1","1"
"2017","direct migration background","Urban Area","2.05","1","2079","1","1","2","5","7","1.98","2.12","1","7","1","1"
"2017","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2017","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2017","no migration background","Rural Area","","","","","","","","","","","","","",""
"2017","no migration background","Urban Area","","","","","","","","","","","","","",""
"2018","direct migration background","Rural Area","2.21","1","155","1","1","3","7","7","1.89","2.53","1","7","1","1"
"2018","direct migration background","Urban Area","2.3","1","263","1","1","3","7","7","2.06","2.54","1","7","1","1"
"2018","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2018","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2018","no migration background","Rural Area","","","","","","","","","","","","","",""
"2018","no migration background","Urban Area","","","","","","","","","","","","","",""
"2019","direct migration background","Rural Area","2.1","1","101","1","1","3","4","7","1.79","2.41","1","7","1","2"
"2019","direct migration background","Urban Area","2.4","1","171","1","1","3","6","7","2.1","2.7","1","7","1","2"
"2019","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2019","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2019","no migration background","Rural Area","","","","","","","","","","","","","",""
"2019","no migration background","Urban Area","","","","","","","","","","","","","",""
