"ple0020","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Not Employed","no migration background","39","0.0074868881177495","0.00530589108032051","0.00966788515517849"
"Yes","2009","Not Employed","direct migration background","7","","",""
"Yes","2009","Not Employed","indirect migration background","","","",""
"Yes","2009","Employed","no migration background","4","","",""
"Yes","2009","Employed","direct migration background","","","",""
"Yes","2009","Employed","indirect migration background","","","",""
"No","2009","Not Employed","no migration background","5962","0.992513111882251","0.990332114844822","0.99469410891968"
"No","2009","Not Employed","direct migration background","678","0.983326181902439","0.973737274245728","0.99291508955915"
"No","2009","Not Employed","indirect migration background","194","1","1","1"
"No","2009","Employed","no migration background","9738","0.999211250786414","0.998653779945973","0.999768721626856"
"No","2009","Employed","direct migration background","983","1","1","1"
"No","2009","Employed","indirect migration background","521","1","1","1"
"Yes","2010","Not Employed","no migration background","","","",""
"Yes","2010","Not Employed","direct migration background","","","",""
"Yes","2010","Not Employed","indirect migration background","","","",""
"Yes","2010","Employed","no migration background","","","",""
"Yes","2010","Employed","direct migration background","","","",""
"Yes","2010","Employed","indirect migration background","","","",""
"No","2010","Not Employed","no migration background","","","",""
"No","2010","Not Employed","direct migration background","","","",""
"No","2010","Not Employed","indirect migration background","","","",""
"No","2010","Employed","no migration background","","","",""
"No","2010","Employed","direct migration background","","","",""
"No","2010","Employed","indirect migration background","","","",""
"Yes","2011","Not Employed","no migration background","52","0.00979925022592141","0.00750230807690938","0.0120961923749334"
"Yes","2011","Not Employed","direct migration background","9","","",""
"Yes","2011","Not Employed","indirect migration background","","","",""
"Yes","2011","Employed","no migration background","3","","",""
"Yes","2011","Employed","direct migration background","","","",""
"Yes","2011","Employed","indirect migration background","","","",""
"No","2011","Not Employed","no migration background","7013","0.990200749774079","0.987903807625067","0.992497691923091"
"No","2011","Not Employed","direct migration background","846","0.983701773987294","0.975214525276447","0.992189022698141"
"No","2011","Not Employed","indirect migration background","226","1","1","1"
"No","2011","Employed","no migration background","10973","0.999564313684333","0.999173905985905","0.999954721382761"
"No","2011","Employed","direct migration background","1165","1","1","1"
"No","2011","Employed","indirect migration background","573","1","1","1"
"Yes","2012","Not Employed","no migration background","","","",""
"Yes","2012","Not Employed","direct migration background","","","",""
"Yes","2012","Not Employed","indirect migration background","","","",""
"Yes","2012","Employed","no migration background","","","",""
"Yes","2012","Employed","direct migration background","","","",""
"Yes","2012","Employed","indirect migration background","","","",""
"No","2012","Not Employed","no migration background","","","",""
"No","2012","Not Employed","direct migration background","","","",""
"No","2012","Not Employed","indirect migration background","","","",""
"No","2012","Employed","no migration background","","","",""
"No","2012","Employed","direct migration background","","","",""
"No","2012","Employed","indirect migration background","","","",""
"Yes","2013","Not Employed","no migration background","53","0.00894748052435471","0.00666333656241443","0.011231624486295"
"Yes","2013","Not Employed","direct migration background","10","","",""
"Yes","2013","Not Employed","indirect migration background","1","","",""
"Yes","2013","Employed","no migration background","4","","",""
"Yes","2013","Employed","direct migration background","","","",""
"Yes","2013","Employed","indirect migration background","","","",""
"No","2013","Not Employed","no migration background","6476","0.991052519475645","0.988768375513705","0.993336663437586"
"No","2013","Not Employed","direct migration background","673","0.976626881444213","0.965296085794439","0.987957677093987"
"No","2013","Not Employed","indirect migration background","163","0.996278176772099","0.986958639562726","1.00559771398147"
"No","2013","Employed","no migration background","10026","0.999487674947435","0.999044822404643","0.999930527490226"
"No","2013","Employed","direct migration background","1013","1","1","1"
"No","2013","Employed","indirect migration background","552","1","1","1"
"Yes","2014","Not Employed","no migration background","","","",""
"Yes","2014","Not Employed","direct migration background","","","",""
"Yes","2014","Not Employed","indirect migration background","","","",""
"Yes","2014","Employed","no migration background","","","",""
"Yes","2014","Employed","direct migration background","","","",""
"Yes","2014","Employed","indirect migration background","","","",""
"No","2014","Not Employed","no migration background","","","",""
"No","2014","Not Employed","direct migration background","","","",""
"No","2014","Not Employed","indirect migration background","","","",""
"No","2014","Employed","no migration background","","","",""
"No","2014","Employed","direct migration background","","","",""
"No","2014","Employed","indirect migration background","","","",""
"Yes","2015","Not Employed","no migration background","55","0.00966366719119316","0.00732781732117651","0.0119995170612098"
"Yes","2015","Not Employed","direct migration background","11","","",""
"Yes","2015","Not Employed","indirect migration background","1","","",""
"Yes","2015","Employed","no migration background","8","","",""
"Yes","2015","Employed","direct migration background","","","",""
"Yes","2015","Employed","indirect migration background","","","",""
"No","2015","Not Employed","no migration background","6683","0.990336332808807","0.98800048293879","0.992672182678824"
"No","2015","Not Employed","direct migration background","1315","0.988308319076361","0.982522550854638","0.994094087298083"
"No","2015","Not Employed","indirect migration background","442","0.999342830012731","0.996956434966031","1.00172922505943"
"No","2015","Employed","no migration background","12470","0.998427748614026","0.997732572382735","0.999122924845316"
"No","2015","Employed","direct migration background","2995","1","1","1"
"No","2015","Employed","indirect migration background","1190","1","1","1"
"Yes","2016","Not Employed","no migration background","","","",""
"Yes","2016","Not Employed","direct migration background","","","",""
"Yes","2016","Not Employed","indirect migration background","","","",""
"Yes","2016","Employed","no migration background","","","",""
"Yes","2016","Employed","direct migration background","","","",""
"Yes","2016","Employed","indirect migration background","","","",""
"No","2016","Not Employed","no migration background","","","",""
"No","2016","Not Employed","direct migration background","","","",""
"No","2016","Not Employed","indirect migration background","","","",""
"No","2016","Employed","no migration background","","","",""
"No","2016","Employed","direct migration background","","","",""
"No","2016","Employed","indirect migration background","","","",""
"Yes","2017","Not Employed","no migration background","49","0.0103010904149365","0.00789271037268088","0.0127094704571921"
"Yes","2017","Not Employed","direct migration background","7","","",""
"Yes","2017","Not Employed","indirect migration background","2","","",""
"Yes","2017","Employed","no migration background","10","","",""
"Yes","2017","Employed","direct migration background","1","","",""
"Yes","2017","Employed","indirect migration background","","","",""
"No","2017","Not Employed","no migration background","6703","0.989698909585064","0.987290529542808","0.992107289627319"
"No","2017","Not Employed","direct migration background","1425","0.991843606997376","0.987185094628534","0.996502119366219"
"No","2017","Not Employed","indirect migration background","448","0.996047334646582","0.990250020342773","1.00184464895039"
"No","2017","Employed","no migration background","13578","0.999026072312861","0.998501600576322","0.9995505440494"
"No","2017","Employed","direct migration background","3235","0.999591853349845","0.998895926957938","1.00028777974175"
"No","2017","Employed","indirect migration background","1265","1","1","1"
"Yes","2018","Not Employed","no migration background","","","",""
"Yes","2018","Not Employed","direct migration background","","","",""
"Yes","2018","Not Employed","indirect migration background","","","",""
"Yes","2018","Employed","no migration background","","","",""
"Yes","2018","Employed","direct migration background","","","",""
"Yes","2018","Employed","indirect migration background","","","",""
"No","2018","Not Employed","no migration background","","","",""
"No","2018","Not Employed","direct migration background","","","",""
"No","2018","Not Employed","indirect migration background","","","",""
"No","2018","Employed","no migration background","","","",""
"No","2018","Employed","direct migration background","","","",""
"No","2018","Employed","indirect migration background","","","",""
"Yes","2019","Not Employed","no migration background","63","0.0100510786638374","0.0076438325354262","0.0124583247922486"
"Yes","2019","Not Employed","direct migration background","8","","",""
"Yes","2019","Not Employed","indirect migration background","2","","",""
"Yes","2019","Employed","no migration background","11","","",""
"Yes","2019","Employed","direct migration background","3","","",""
"Yes","2019","Employed","indirect migration background","","","",""
"No","2019","Not Employed","no migration background","6533","0.989948921336163","0.987541675207752","0.992356167464574"
"No","2019","Not Employed","direct migration background","1124","0.992134033431948","0.986987840078901","0.997280226784995"
"No","2019","Not Employed","indirect migration background","392","0.997143395736862","0.991873478088035","1.00241331338569"
"No","2019","Employed","no migration background","13703","0.99941041551512","0.99900414904825","0.999816681981991"
