"ple0020","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2009","West Germany","Male","10","","",""
"Yes","2009","West Germany","Female","27","","",""
"Yes","2009","East Germany","Male","3","","",""
"Yes","2009","East Germany","Female","10","","",""
"No","2009","West Germany","Male","6438","0.998467765109812","0.997513068732601","0.999422461487024"
"No","2009","West Germany","Female","7088","0.994361034853037","0.992621102383177","0.996100967322896"
"No","2009","East Germany","Male","2193","0.998298116576505","0.99657415749667","1.00002207565634"
"No","2009","East Germany","Female","2357","0.994754545999328","0.991844509274979","0.997664582723677"
"Yes","2010","West Germany","Male","","","",""
"Yes","2010","West Germany","Female","","","",""
"Yes","2010","East Germany","Male","","","",""
"Yes","2010","East Germany","Female","","","",""
"No","2010","West Germany","Male","","","",""
"No","2010","West Germany","Female","","","",""
"No","2010","East Germany","Male","","","",""
"No","2010","East Germany","Female","","","",""
"Yes","2011","West Germany","Male","18","","",""
"Yes","2011","West Germany","Female","33","0.00661758090676564","0.00488690235702382","0.00834825945650747"
"Yes","2011","East Germany","Male","5","","",""
"Yes","2011","East Germany","Female","8","","",""
"No","2011","West Germany","Male","7479","0.997499881243564","0.996369457994145","0.998630304492982"
"No","2011","West Germany","Female","8398","0.993382419093234","0.991651740543493","0.995113097642976"
"No","2011","East Germany","Male","2337","0.998052947409482","0.996267610113869","0.999838284705096"
"No","2011","East Germany","Female","2582","0.996745156037628","0.994551566518065","0.998938745557192"
"Yes","2012","West Germany","Male","","","",""
"Yes","2012","West Germany","Female","","","",""
"Yes","2012","East Germany","Male","","","",""
"Yes","2012","East Germany","Female","","","",""
"No","2012","West Germany","Male","","","",""
"No","2012","West Germany","Female","","","",""
"No","2012","East Germany","Male","","","",""
"No","2012","East Germany","Female","","","",""
"Yes","2013","West Germany","Male","10","","",""
"Yes","2013","West Germany","Female","34","0.0057275575288977","0.00404539604159794","0.00740971901619747"
"Yes","2013","East Germany","Male","9","","",""
"Yes","2013","East Germany","Female","15","","",""
"No","2013","West Germany","Male","6748","0.997925246091202","0.996840392082946","0.999010100099458"
"No","2013","West Germany","Female","7697","0.994272442471102","0.992590280983803","0.995954603958402"
"No","2013","East Germany","Male","2107","0.996081933152347","0.993420143628085","0.998743722676608"
"No","2013","East Germany","Female","2351","0.991904037570929","0.988293184707711","0.995514890434147"
"Yes","2014","West Germany","Male","","","",""
"Yes","2014","West Germany","Female","","","",""
"Yes","2014","East Germany","Male","","","",""
"Yes","2014","East Germany","Female","","","",""
"No","2014","West Germany","Male","","","",""
"No","2014","West Germany","Female","","","",""
"No","2014","East Germany","Male","","","",""
"No","2014","East Germany","Female","","","",""
"Yes","2015","West Germany","Male","26","","",""
"Yes","2015","West Germany","Female","28","","",""
"Yes","2015","East Germany","Male","6","","",""
"Yes","2015","East Germany","Female","15","","",""
"No","2015","West Germany","Male","9074","0.99625416608705","0.994999041813474","0.997509290360627"
"No","2015","West Germany","Female","10751","0.995514288128448","0.994252756071128","0.996775820185768"
"No","2015","East Germany","Male","2411","0.997880792844491","0.996047483283427","0.999714102405556"
"No","2015","East Germany","Female","2859","0.991400393690033","0.988024657205981","0.994776130174086"
"Yes","2016","West Germany","Male","","","",""
"Yes","2016","West Germany","Female","","","",""
"Yes","2016","East Germany","Male","","","",""
"Yes","2016","East Germany","Female","","","",""
"No","2016","West Germany","Male","","","",""
"No","2016","West Germany","Female","","","",""
"No","2016","East Germany","Male","","","",""
"No","2016","East Germany","Female","","","",""
"Yes","2017","West Germany","Male","19","","",""
"Yes","2017","West Germany","Female","31","0.00406325010910946","0.00289257392886105","0.00523392628935786"
"Yes","2017","East Germany","Male","11","","",""
"Yes","2017","East Germany","Female","8","","",""
"No","2017","West Germany","Male","9721","0.997431263265297","0.996426022946825","0.998436503583769"
"No","2017","West Germany","Female","11312","0.995936749890891","0.994766073710642","0.997107426071139"
"No","2017","East Germany","Male","2588","0.994796697950768","0.992030701379655","0.997562694521881"
"No","2017","East Germany","Female","3033","0.990722867840493","0.98731546997955","0.994130265701436"
"Yes","2018","West Germany","Male","","","",""
"Yes","2018","West Germany","Female","","","",""
"Yes","2018","East Germany","Male","","","",""
"Yes","2018","East Germany","Female","","","",""
"No","2018","West Germany","Male","","","",""
"No","2018","West Germany","Female","","","",""
"No","2018","East Germany","Male","","","",""
"No","2018","East Germany","Female","","","",""
"Yes","2019","West Germany","Male","29","","",""
"Yes","2019","West Germany","Female","30","0.00398316234232993","0.00278171537368606","0.0051846093109738"
"Yes","2019","East Germany","Male","18","","",""
"Yes","2019","East Germany","Female","10","","",""
"No","2019","West Germany","Male","9627","0.99730616007554","0.996272328944033","0.998339991207048"
"No","2019","West Germany","Female","10528","0.99601683765767","0.994815390689026","0.997218284626314"
"No","2019","East Germany","Male","2641","0.992502264903127","0.989223428699614","0.995781101106639"
"No","2019","East Germany","Female","2913","0.996850240462448","0.994818878377494","0.998881602547401"
