"ple0020","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2009","16-34 y.","(0) in school","","","",""
"Yes","2009","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2009","16-34 y.","(1b) general elementary school","","","",""
"Yes","2009","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2009","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2009","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2009","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2009","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2009","35-65 y.","(0) in school","","","",""
"Yes","2009","35-65 y.","(1a) inadequately completed","2","","",""
"Yes","2009","35-65 y.","(1b) general elementary school","3","","",""
"Yes","2009","35-65 y.","(1c) basic vocational qualification","2","","",""
"Yes","2009","35-65 y.","(2a) intermediate vocational","1","","",""
"Yes","2009","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2009","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2009","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2009","66 and older","(0) in school","","","",""
"Yes","2009","66 and older","(1a) inadequately completed","","","",""
"Yes","2009","66 and older","(1b) general elementary school","16","","",""
"Yes","2009","66 and older","(1c) basic vocational qualification","13","","",""
"Yes","2009","66 and older","(2a) intermediate vocational","7","","",""
"Yes","2009","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2009","66 and older","(2c_voc) vocational maturity certificate","1","","",""
"Yes","2009","66 and older","(3a) lower tertiary education","2","","",""
"Yes","2009","66 and older","(3b) higher tertiary education","2","","",""
"Yes","2010","16-34 y.","(0) in school","","","",""
"Yes","2010","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2010","16-34 y.","(1b) general elementary school","","","",""
"Yes","2010","16-34 y.","(1c) basic vocational qualification","","","",""
