"ple0020","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2009","1-pers.-HH","(0) in school","","","",""
"Yes","2009","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","2009","1-pers.-HH","(1b) general elementary school","8","","",""
"Yes","2009","1-pers.-HH","(1c) basic vocational qualification","6","","",""
"Yes","2009","1-pers.-HH","(2a) intermediate vocational","3","","",""
"Yes","2009","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Yes","2009","1-pers.-HH","(2c_voc) vocational maturity certificate","1","","",""
"Yes","2009","1-pers.-HH","(3a) lower tertiary education","1","","",""
"Yes","2009","1-pers.-HH","(3b) higher tertiary education","","","",""
"Yes","2009","(Married) couple without C. ","(0) in school","","","",""
"Yes","2009","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"Yes","2009","(Married) couple without C. ","(1b) general elementary school","6","","",""
"Yes","2009","(Married) couple without C. ","(1c) basic vocational qualification","5","","",""
"Yes","2009","(Married) couple without C. ","(2a) intermediate vocational","1","","",""
"Yes","2009","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Yes","2009","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","(Married) couple without C. ","(3a) lower tertiary education","1","","",""
"Yes","2009","(Married) couple without C. ","(3b) higher tertiary education","2","","",""
"Yes","2009","Single parent ","(0) in school","","","",""
"Yes","2009","Single parent ","(1a) inadequately completed","","","",""
"Yes","2009","Single parent ","(1b) general elementary school","2","","",""
"Yes","2009","Single parent ","(1c) basic vocational qualification","","","",""
"Yes","2009","Single parent ","(2a) intermediate vocational","1","","",""
"Yes","2009","Single parent ","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","Single parent ","(3a) lower tertiary education","","","",""
"Yes","2009","Single parent ","(3b) higher tertiary education","","","",""
"Yes","2009","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2009","Couple + C. LE 16 ","(1a) inadequately completed","1","","",""
"Yes","2009","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Yes","2009","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Yes","2009","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Yes","2009","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Yes","2009","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Yes","2009","Couple + C. GT 16 ","(0) in school","","","",""
"Yes","2009","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Yes","2009","Couple + C. GT 16 ","(1b) general elementary school","1","","",""
"Yes","2009","Couple + C. GT 16 ","(1c) basic vocational qualification","1","","",""
