"ple0020","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Rural Area","Male","3023","0.998152592278954","0.996623090444179","0.999682094113729","2"
"No","2009","Rural Area","Female","3220","0.996853628393945","0.994922846937838","0.998784409850052","2"
"No","2009","Urban Area","Female","6225","0.993291715316163","0.99126798689321","0.995315443739117","2"
"No","2009","Urban Area","Male","5608","0.998567218355498","0.997577952093042","0.999556484617954","2"
"Yes","2009","Urban Area","Male","8","","","","1"
"Yes","2009","Urban Area","Female","25","","","","1"
"Yes","2009","Rural Area","Male","5","","","","1"
"Yes","2009","Rural Area","Female","12","","","","1"
"No","2010","Urban Area","Female","","","","","2"
"No","2010","Urban Area","Male","","","","","2"
"No","2010","Rural Area","Male","","","","","2"
"No","2010","Rural Area","Female","","","","","2"
"Yes","2010","Urban Area","Male","","","","","1"
"Yes","2010","Urban Area","Female","","","","","1"
"Yes","2010","Rural Area","Male","","","","","1"
"Yes","2010","Rural Area","Female","","","","","1"
"No","2011","Urban Area","Female","7207","0.993538872739","0.991692431726645","0.995385313751355","2"
"No","2011","Rural Area","Female","3773","0.994955495147042","0.992699416654182","0.997211573639903","2"
"No","2011","Urban Area","Male","6347","0.997546894910357","0.996331431564039","0.998762358256674","2"
"No","2011","Rural Area","Male","3469","0.997724910453441","0.996141064780786","0.999308756126097","2"
"Yes","2011","Urban Area","Female","26","","","","1"
"Yes","2011","Rural Area","Male","7","","","","1"
"Yes","2011","Rural Area","Female","15","","","","1"
"Yes","2011","Urban Area","Male","16","","","","1"
"No","2012","Urban Area","Female","","","","","2"
"No","2012","Rural Area","Female","","","","","2"
"No","2012","Urban Area","Male","","","","","2"
"No","2012","Rural Area","Male","","","","","2"
"Yes","2012","Urban Area","Female","","","","","1"
"Yes","2012","Rural Area","Male","","","","","1"
"Yes","2012","Rural Area","Female","","","","","1"
"Yes","2012","Urban Area","Male","","","","","1"
"No","2013","Urban Area","Female","6546","0.993046431628061","0.991038616202751","0.995054247053371","2"
"No","2013","Rural Area","Female","3502","0.995469346133182","0.993249840280623","0.997688851985742","2"
"No","2013","Urban Area","Male","5693","0.997461855140554","0.996156205608818","0.99876750467229","2"
"No","2013","Rural Area","Male","3162","0.997766942003665","0.996123510801894","0.999410373205435","2"
"Yes","2013","Urban Area","Female","34","0.00695356837193923","0.00494575294662908","0.00896138379724938","1"
"Yes","2013","Urban Area","Male","12","","","","1"
"Yes","2013","Rural Area","Male","7","","","","1"
"Yes","2013","Rural Area","Female","15","","","","1"
"No","2014","Urban Area","Female","","","","","2"
"No","2014","Rural Area","Female","","","","","2"
"No","2014","Urban Area","Male","","","","","2"
"No","2014","Rural Area","Male","","","","","2"
"Yes","2014","Urban Area","Female","","","","","1"
"Yes","2014","Rural Area","Female","","","","","1"
"Yes","2014","Urban Area","Male","","","","","1"
"Yes","2014","Rural Area","Male","","","","","1"
"No","2015","Urban Area","Male","7463","0.996949525690776","0.99570020923604","0.998198842145511","2"
"No","2015","Urban Area","Female","8918","0.995138447041101","0.993697118762919","0.996579775319284","2"
"No","2015","Rural Area","Female","4692","0.994001157575538","0.991795169482179","0.996207145668896","2"
"No","2015","Rural Area","Male","4022","0.995687231636624","0.993664550777151","0.997709912496097","2"
"Yes","2015","Urban Area","Female","28","","","","1"
"Yes","2015","Rural Area","Female","15","","","","1"
"Yes","2015","Urban Area","Male","22","","","","1"
"Yes","2015","Rural Area","Male","10","","","","1"
"No","2016","Rural Area","Female","","","","","2"
"No","2016","Urban Area","Male","","","","","2"
"No","2016","Urban Area","Female","","","","","2"
"No","2016","Rural Area","Male","","","","","2"
"Yes","2016","Urban Area","Female","","","","","1"
"Yes","2016","Rural Area","Female","","","","","1"
"Yes","2016","Urban Area","Male","","","","","1"
"Yes","2016","Rural Area","Male","","","","","1"
"No","2017","Rural Area","Female","5033","0.995281706938481","0.993390181713204","0.997173232163757","2"
"No","2017","Urban Area","Male","7911","0.997459421608372","0.996351388339093","0.99856745487765","2"
"No","2017","Urban Area","Female","9312","0.994930161771496","0.993489966074827","0.996370357468165","2"
"No","2017","Rural Area","Male","4398","0.995920175209096","0.99403885891146","0.997801491506733","2"
"Yes","2017","Urban Area","Female","30","0.00506983822850409","0.00362964253183503","0.00651003392517315","1"
"Yes","2017","Rural Area","Female","9","","","","1"
"Yes","2017","Urban Area","Male","18","","","","1"
"Yes","2017","Rural Area","Male","12","","","","1"
"No","2018","Urban Area","Male","","","","","2"
"No","2018","Urban Area","Female","","","","","2"
"No","2018","Rural Area","Male","","","","","2"
"No","2018","Rural Area","Female","","","","","2"
"Yes","2018","Urban Area","Male","","","","","1"
"Yes","2018","Urban Area","Female","","","","","1"
"Yes","2018","Rural Area","Female","","","","","1"
"Yes","2018","Rural Area","Male","","","","","1"
"No","2019","Urban Area","Male","7285","0.997830992142205","0.996764376671144","0.998897607613266","2"
"No","2019","Urban Area","Female","8141","0.995037470522108","0.993513552890028","0.996561388154187","2"
"No","2019","Rural Area","Male","4239","0.993804262795074","0.991447910545126","0.996160615045022","2"
"No","2019","Rural Area","Female","4609","0.998091843969593","0.99683357843125","0.999350109507936","2"
"Yes","2019","Rural Area","Female","12","","","","1"
"Yes","2019","Rural Area","Male","21","","","","1"
"Yes","2019","Urban Area","Male","23","","","","1"
"Yes","2019","Urban Area","Female","27","","","","1"
