"ple0020","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2009","lower secondary degree","in school","","","",""
"Yes","2009","lower secondary degree","inadequately","","","",""
"Yes","2009","lower secondary degree","general elemantary","16","","",""
"Yes","2009","lower secondary degree","middle vocational","14","","",""
"Yes","2009","lower secondary degree","vocational + Abi","","","",""
"Yes","2009","lower secondary degree","higher vocational","1","","",""
"Yes","2009","lower secondary degree","higher education","","","",""
"Yes","2009","secondary school degree","in school","","","",""
"Yes","2009","secondary school degree","inadequately","","","",""
"Yes","2009","secondary school degree","general elemantary","","","",""
"Yes","2009","secondary school degree","middle vocational","7","","",""
"Yes","2009","secondary school degree","vocational + Abi","1","","",""
"Yes","2009","secondary school degree","higher vocational","1","","",""
"Yes","2009","secondary school degree","higher education","1","","",""
"Yes","2009","college entrance qualification","in school","","","",""
"Yes","2009","college entrance qualification","inadequately","","","",""
"Yes","2009","college entrance qualification","general elemantary","","","",""
"Yes","2009","college entrance qualification","middle vocational","","","",""
"Yes","2009","college entrance qualification","vocational + Abi","","","",""
"Yes","2009","college entrance qualification","higher vocational","","","",""
"Yes","2009","college entrance qualification","higher education","3","","",""
"Yes","2009","Other degree","in school","","","",""
"Yes","2009","Other degree","inadequately","","","",""
"Yes","2009","Other degree","general elemantary","3","","",""
"Yes","2009","Other degree","middle vocational","","","",""
"Yes","2009","Other degree","vocational + Abi","","","",""
"Yes","2009","Other degree","higher vocational","","","",""
"Yes","2009","Other degree","higher education","","","",""
"Yes","2009","no degree/no degree yet","in school","","","",""
"Yes","2009","no degree/no degree yet","inadequately","2","","",""
"Yes","2009","no degree/no degree yet","general elemantary","","","",""
"Yes","2009","no degree/no degree yet","middle vocational","","","",""
"Yes","2009","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2009","no degree/no degree yet","higher vocational","","","",""
"Yes","2009","no degree/no degree yet","higher education","","","",""
"Yes","2010","lower secondary degree","in school","","","",""
"Yes","2010","lower secondary degree","inadequately","","","",""
"Yes","2010","lower secondary degree","general elemantary","","","",""
"Yes","2010","lower secondary degree","middle vocational","","","",""
"Yes","2010","lower secondary degree","vocational + Abi","","","",""
"Yes","2010","lower secondary degree","higher vocational","","","",""
"Yes","2010","lower secondary degree","higher education","","","",""
"Yes","2010","secondary school degree","in school","","","",""
"Yes","2010","secondary school degree","inadequately","","","",""
"Yes","2010","secondary school degree","general elemantary","","","",""
"Yes","2010","secondary school degree","middle vocational","","","",""
"Yes","2010","secondary school degree","vocational + Abi","","","",""
"Yes","2010","secondary school degree","higher vocational","","","",""
"Yes","2010","secondary school degree","higher education","","","",""
"Yes","2010","college entrance qualification","in school","","","",""
"Yes","2010","college entrance qualification","inadequately","","","",""
"Yes","2010","college entrance qualification","general elemantary","","","",""
"Yes","2010","college entrance qualification","middle vocational","","","",""
"Yes","2010","college entrance qualification","vocational + Abi","","","",""
"Yes","2010","college entrance qualification","higher vocational","","","",""
"Yes","2010","college entrance qualification","higher education","","","",""
"Yes","2010","Other degree","in school","","","",""
"Yes","2010","Other degree","inadequately","","","",""
"Yes","2010","Other degree","general elemantary","","","",""
"Yes","2010","Other degree","middle vocational","","","",""
"Yes","2010","Other degree","vocational + Abi","","","",""
"Yes","2010","Other degree","higher vocational","","","",""
"Yes","2010","Other degree","higher education","","","",""
"Yes","2010","no degree/no degree yet","in school","","","",""
