"ple0020","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Employed","Couple + C. LE 16 ","2430","0.998410501981293","0.996826921364349","0.999994082598237","2"
"No","2009","Not Employed","Single parent ","290","0.984266248998194","0.970017172637369","0.99851532535902","2"
"No","2009","Not Employed","Couple + C. LE 16 ","429","1","1","1","2"
"No","2009","Not Employed","(Married) couple without C. ","3377","0.994730738966215","0.992294343428885","0.997167134503545","2"
"No","2009","Employed","Single parent ","703","1","1","1","2"
"No","2009","Employed","Couple + C. GT 16 ","2325","1","1","1","2"
"No","2009","Employed","Couple + C. LE and GT 16","878","0.99924565311756","0.997430658517617","1.0010606477175","2"
"No","2009","Not Employed","1-pers.-HH","1451","0.985762229786991","0.979706081502641","0.991818378071342","2"
"No","2009","Not Employed","Couple + C. GT 16 ","837","0.993536805525236","0.988117744521553","0.998955866528919","2"
"No","2009","Not Employed","Couple + C. LE and GT 16","302","1","1","1","2"
"No","2009","Employed","1-pers.-HH","1439","0.998882154320274","0.997156257222542","1.00060805141801","2"
"No","2009","Employed","(Married) couple without C. ","3288","0.999814675426425","0.999349472527289","1.00027987832556","2"
"Yes","2009","Not Employed","1-pers.-HH","19","","","","1"
"Yes","2009","Not Employed","(Married) couple without C. ","15","","","","1"
"Yes","2009","Not Employed","Single parent ","3","","","","1"
"Yes","2009","Not Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2009","Not Employed","Couple + C. GT 16 ","3","","","","1"
"Yes","2009","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2009","Employed","1-pers.-HH","1","","","","1"
"Yes","2009","Employed","(Married) couple without C. ","1","","","","1"
"Yes","2009","Employed","Single parent ","","","","","1"
"Yes","2009","Employed","Couple + C. LE 16 ","1","","","","1"
"Yes","2009","Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2009","Employed","Couple + C. LE and GT 16","1","","","","1"
"No","2010","Employed","Couple + C. LE 16 ","","","","","2"
"No","2010","Employed","Couple + C. LE and GT 16","","","","","2"
"No","2010","Not Employed","(Married) couple without C. ","","","","","2"
"No","2010","Not Employed","Couple + C. LE 16 ","","","","","2"
"No","2010","Employed","Single parent ","","","","","2"
"No","2010","Employed","Couple + C. GT 16 ","","","","","2"
"No","2010","Not Employed","1-pers.-HH","","","","","2"
"No","2010","Not Employed","Single parent ","","","","","2"
