"ple0020","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Full Time","1-pers.-HH","","","",""
"Yes","2009","Full Time","(Married) couple without C. ","","","",""
"Yes","2009","Full Time","Single parent ","","","",""
"Yes","2009","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2009","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2009","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2009","Part Time","1-pers.-HH","1","","",""
"Yes","2009","Part Time","(Married) couple without C. ","1","","",""
"Yes","2009","Part Time","Single parent ","","","",""
"Yes","2009","Part Time","Couple + C. LE 16 ","1","","",""
"Yes","2009","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2009","Part Time","Couple + C. LE and GT 16","1","","",""
"Yes","2009","Not Working","1-pers.-HH","19","","",""
"Yes","2009","Not Working","(Married) couple without C. ","15","","",""
"Yes","2009","Not Working","Single parent ","3","","",""
"Yes","2009","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2009","Not Working","Couple + C. GT 16 ","3","","",""
"Yes","2009","Not Working","Couple + C. LE and GT 16","","","",""
"No","2009","Full Time","1-pers.-HH","998","1","1","1"
"No","2009","Full Time","(Married) couple without C. ","2197","1","1","1"
"No","2009","Full Time","Single parent ","358","1","1","1"
"No","2009","Full Time","Couple + C. LE 16 ","1410","1","1","1"
"No","2009","Full Time","Couple + C. GT 16 ","1451","1","1","1"
"No","2009","Full Time","Couple + C. LE and GT 16","492","1","1","1"
"No","2009","Part Time","1-pers.-HH","441","0.996393882076714","0.990805675595282","1.00198208855815"
"No","2009","Part Time","(Married) couple without C. ","1091","0.99944694305503","0.998052497478434","1.00084138863163"
"No","2009","Part Time","Single parent ","345","1","1","1"
"No","2009","Part Time","Couple + C. LE 16 ","1020","0.996296226815201","0.992570151283378","1.00002230234702"
"No","2009","Part Time","Couple + C. GT 16 ","874","1","1","1"
"No","2009","Part Time","Couple + C. LE and GT 16","386","0.998299932235313","0.994195470174372","1.00240439429625"
"No","2009","Not Working","1-pers.-HH","1451","0.985762229786991","0.979706081502641","0.991818378071342"
"No","2009","Not Working","(Married) couple without C. ","3377","0.994730738966215","0.992294343428885","0.997167134503545"
"No","2009","Not Working","Single parent ","290","0.984266248998194","0.970017172637369","0.99851532535902"
"No","2009","Not Working","Couple + C. LE 16 ","429","1","1","1"
"No","2009","Not Working","Couple + C. GT 16 ","837","0.993536805525236","0.988117744521553","0.998955866528919"
"No","2009","Not Working","Couple + C. LE and GT 16","302","1","1","1"
"Yes","2010","Full Time","1-pers.-HH","","","",""
"Yes","2010","Full Time","(Married) couple without C. ","","","",""
"Yes","2010","Full Time","Single parent ","","","",""
"Yes","2010","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2010","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2010","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2010","Part Time","1-pers.-HH","","","",""
"Yes","2010","Part Time","(Married) couple without C. ","","","",""
"Yes","2010","Part Time","Single parent ","","","",""
"Yes","2010","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2010","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2010","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2010","Not Working","1-pers.-HH","","","",""
"Yes","2010","Not Working","(Married) couple without C. ","","","",""
"Yes","2010","Not Working","Single parent ","","","",""
"Yes","2010","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2010","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2010","Not Working","Couple + C. LE and GT 16","","","",""
"No","2010","Full Time","1-pers.-HH","","","",""
"No","2010","Full Time","(Married) couple without C. ","","","",""
"No","2010","Full Time","Single parent ","","","",""
"No","2010","Full Time","Couple + C. LE 16 ","","","",""
"No","2010","Full Time","Couple + C. GT 16 ","","","",""
"No","2010","Full Time","Couple + C. LE and GT 16","","","",""
"No","2010","Part Time","1-pers.-HH","","","",""
"No","2010","Part Time","(Married) couple without C. ","","","",""
"No","2010","Part Time","Single parent ","","","",""
"No","2010","Part Time","Couple + C. LE 16 ","","","",""
"No","2010","Part Time","Couple + C. GT 16 ","","","",""
"No","2010","Part Time","Couple + C. LE and GT 16","","","",""
"No","2010","Not Working","1-pers.-HH","","","",""
"No","2010","Not Working","(Married) couple without C. ","","","",""
"No","2010","Not Working","Single parent ","","","",""
"No","2010","Not Working","Couple + C. LE 16 ","","","",""
"No","2010","Not Working","Couple + C. GT 16 ","","","",""
"No","2010","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","2011","Full Time","1-pers.-HH","","","",""
"Yes","2011","Full Time","(Married) couple without C. ","1","","",""
"Yes","2011","Full Time","Single parent ","","","",""
"Yes","2011","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2011","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2011","Full Time","Couple + C. LE and GT 16","1","","",""
"Yes","2011","Part Time","1-pers.-HH","","","",""
"Yes","2011","Part Time","(Married) couple without C. ","1","","",""
"Yes","2011","Part Time","Single parent ","","","",""
"Yes","2011","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2011","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2011","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2011","Not Working","1-pers.-HH","28","","",""
"Yes","2011","Not Working","(Married) couple without C. ","20","","",""
"Yes","2011","Not Working","Single parent ","1","","",""
"Yes","2011","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2011","Not Working","Couple + C. GT 16 ","4","","",""
"Yes","2011","Not Working","Couple + C. LE and GT 16","","","",""
"No","2011","Full Time","1-pers.-HH","1143","1","1","1"
"No","2011","Full Time","(Married) couple without C. ","2589","0.999449617702669","0.99854636162924","1.0003528737761"
"No","2011","Full Time","Single parent ","417","1","1","1"
"No","2011","Full Time","Couple + C. LE 16 ","1543","1","1","1"
"No","2011","Full Time","Couple + C. GT 16 ","1458","1","1","1"
"No","2011","Full Time","Couple + C. LE and GT 16","515","0.994613738944414","0.988298436319783","1.00092904156904"
"No","2011","Part Time","1-pers.-HH","572","1","1","1"
"No","2011","Part Time","(Married) couple without C. ","1404","0.999286944425391","0.997891165215037","1.00068272363575"
"No","2011","Part Time","Single parent ","387","1","1","1"
"No","2011","Part Time","Couple + C. LE 16 ","1132","1","1","1"
"No","2011","Part Time","Couple + C. GT 16 ","895","1","1","1"
"No","2011","Part Time","Couple + C. LE and GT 16","419","1","1","1"
"No","2011","Not Working","1-pers.-HH","1831","0.98058445780544","0.974312174584855","0.986856741026025"
"No","2011","Not Working","(Married) couple without C. ","4130","0.995096722346144","0.992971521727144","0.997221922965143"
"No","2011","Not Working","Single parent ","369","0.997251358227962","0.991916675219224","1.0025860412367"
"No","2011","Not Working","Couple + C. LE 16 ","442","1","1","1"
"No","2011","Not Working","Couple + C. GT 16 ","844","0.995007250434173","0.99026337606857","0.999751124799777"
"No","2011","Not Working","Couple + C. LE and GT 16","299","1","1","1"
"Yes","2012","Full Time","1-pers.-HH","","","",""
"Yes","2012","Full Time","(Married) couple without C. ","","","",""
"Yes","2012","Full Time","Single parent ","","","",""
"Yes","2012","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2012","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2012","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2012","Part Time","1-pers.-HH","","","",""
"Yes","2012","Part Time","(Married) couple without C. ","","","",""
"Yes","2012","Part Time","Single parent ","","","",""
"Yes","2012","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2012","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2012","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2012","Not Working","1-pers.-HH","","","",""
"Yes","2012","Not Working","(Married) couple without C. ","","","",""
"Yes","2012","Not Working","Single parent ","","","",""
"Yes","2012","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2012","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2012","Not Working","Couple + C. LE and GT 16","","","",""
"No","2012","Full Time","1-pers.-HH","","","",""
"No","2012","Full Time","(Married) couple without C. ","","","",""
"No","2012","Full Time","Single parent ","","","",""
"No","2012","Full Time","Couple + C. LE 16 ","","","",""
"No","2012","Full Time","Couple + C. GT 16 ","","","",""
"No","2012","Full Time","Couple + C. LE and GT 16","","","",""
"No","2012","Part Time","1-pers.-HH","","","",""
"No","2012","Part Time","(Married) couple without C. ","","","",""
"No","2012","Part Time","Single parent ","","","",""
"No","2012","Part Time","Couple + C. LE 16 ","","","",""
"No","2012","Part Time","Couple + C. GT 16 ","","","",""
"No","2012","Part Time","Couple + C. LE and GT 16","","","",""
"No","2012","Not Working","1-pers.-HH","","","",""
"No","2012","Not Working","(Married) couple without C. ","","","",""
"No","2012","Not Working","Single parent ","","","",""
"No","2012","Not Working","Couple + C. LE 16 ","","","",""
"No","2012","Not Working","Couple + C. GT 16 ","","","",""
"No","2012","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","2013","Full Time","1-pers.-HH","","","",""
"Yes","2013","Full Time","(Married) couple without C. ","","","",""
"Yes","2013","Full Time","Single parent ","","","",""
"Yes","2013","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2013","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2013","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2013","Part Time","1-pers.-HH","1","","",""
"Yes","2013","Part Time","(Married) couple without C. ","2","","",""
"Yes","2013","Part Time","Single parent ","","","",""
"Yes","2013","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2013","Part Time","Couple + C. GT 16 ","1","","",""
