"ple0020","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Not Employed","in school","","","",""
"Yes","2009","Not Employed","inadequately","1","","",""
"Yes","2009","Not Employed","general elemantary","18","","",""
"Yes","2009","Not Employed","middle vocational","19","","",""
"Yes","2009","Not Employed","vocational + Abi","1","","",""
"Yes","2009","Not Employed","higher vocational","2","","",""
"Yes","2009","Not Employed","higher education","4","","",""
"Yes","2009","Employed","in school","","","",""
"Yes","2009","Employed","inadequately","1","","",""
"Yes","2009","Employed","general elemantary","1","","",""
"Yes","2009","Employed","middle vocational","2","","",""
"Yes","2009","Employed","vocational + Abi","","","",""
"Yes","2009","Employed","higher vocational","","","",""
"Yes","2009","Employed","higher education","","","",""
"No","2009","Not Employed","in school","252","1","1","1"
"No","2009","Not Employed","inadequately","96","0.970832960553396","0.937345620316859","1.00432030078993"
"No","2009","Not Employed","general elemantary","1040","0.97625474017943","0.967080390314895","0.985429090043965"
"No","2009","Not Employed","middle vocational","3535","0.995481954213575","0.993277092333354","0.997686816093795"
"No","2009","Not Employed","vocational + Abi","243","0.995243760207437","0.986610997954043","1.00387652246083"
"No","2009","Not Employed","higher vocational","424","0.998058274683718","0.993877900685426","1.00223864868201"
"No","2009","Not Employed","higher education","1103","0.993497397089245","0.988762601172122","0.998232193006368"
"No","2009","Employed","in school","61","1","1","1"
"No","2009","Employed","inadequately","71","0.964728860976329","0.922120559621077","1.00733716233158"
"No","2009","Employed","general elemantary","753","0.999325485097792","0.997472330403184","1.0011786397924"
"No","2009","Employed","middle vocational","5555","0.999475864501741","0.998874087154745","1.00007764184874"
"No","2009","Employed","vocational + Abi","759","1","1","1"
"No","2009","Employed","higher vocational","912","1","1","1"
"No","2009","Employed","higher education","2942","1","1","1"
"Yes","2010","Not Employed","in school","","","",""
"Yes","2010","Not Employed","inadequately","","","",""
"Yes","2010","Not Employed","general elemantary","","","",""
"Yes","2010","Not Employed","middle vocational","","","",""
"Yes","2010","Not Employed","vocational + Abi","","","",""
"Yes","2010","Not Employed","higher vocational","","","",""
"Yes","2010","Not Employed","higher education","","","",""
"Yes","2010","Employed","in school","","","",""
"Yes","2010","Employed","inadequately","","","",""
"Yes","2010","Employed","general elemantary","","","",""
"Yes","2010","Employed","middle vocational","","","",""
"Yes","2010","Employed","vocational + Abi","","","",""
"Yes","2010","Employed","higher vocational","","","",""
"Yes","2010","Employed","higher education","","","",""
"No","2010","Not Employed","in school","","","",""
"No","2010","Not Employed","inadequately","","","",""
"No","2010","Not Employed","general elemantary","","","",""
"No","2010","Not Employed","middle vocational","","","",""
"No","2010","Not Employed","vocational + Abi","","","",""
"No","2010","Not Employed","higher vocational","","","",""
"No","2010","Not Employed","higher education","","","",""
"No","2010","Employed","in school","","","",""
"No","2010","Employed","inadequately","","","",""
"No","2010","Employed","general elemantary","","","",""
"No","2010","Employed","middle vocational","","","",""
"No","2010","Employed","vocational + Abi","","","",""
"No","2010","Employed","higher vocational","","","",""
"No","2010","Employed","higher education","","","",""
"Yes","2011","Not Employed","in school","","","",""
"Yes","2011","Not Employed","inadequately","1","","",""
"Yes","2011","Not Employed","general elemantary","28","","",""
"Yes","2011","Not Employed","middle vocational","22","","",""
"Yes","2011","Not Employed","vocational + Abi","","","",""
"Yes","2011","Not Employed","higher vocational","2","","",""
"Yes","2011","Not Employed","higher education","7","","",""
"Yes","2011","Employed","in school","","","",""
"Yes","2011","Employed","inadequately","","","",""
"Yes","2011","Employed","general elemantary","","","",""
"Yes","2011","Employed","middle vocational","2","","",""
"Yes","2011","Employed","vocational + Abi","","","",""
"Yes","2011","Employed","higher vocational","","","",""
"Yes","2011","Employed","higher education","1","","",""
"No","2011","Not Employed","in school","249","1","1","1"
"No","2011","Not Employed","inadequately","138","0.985083856563064","0.964932440618548","1.00523527250758"
"No","2011","Not Employed","general elemantary","1249","0.967838916636121","0.958162389523713","0.977515443748528"
"No","2011","Not Employed","middle vocational","4241","0.993609372615527","0.991217323941826","0.996001421289229"
"No","2011","Not Employed","vocational + Abi","274","1","1","1"
"No","2011","Not Employed","higher vocational","473","0.997425566124241","0.99286853069684","1.00198260155164"
"No","2011","Not Employed","higher education","1331","0.99452739953458","0.990574413481099","0.998480385588061"
"No","2011","Employed","in school","64","1","1","1"
"No","2011","Employed","inadequately","94","1","1","1"
"No","2011","Employed","general elemantary","911","1","1","1"
"No","2011","Employed","middle vocational","6283","0.999441644418135","0.99885762188746","1.00002566694881"
"No","2011","Employed","vocational + Abi","935","1","1","1"
"No","2011","Employed","higher vocational","979","1","1","1"
"No","2011","Employed","higher education","3261","0.999657536869274","0.99902258815765","1.0002924855809"
"Yes","2012","Not Employed","in school","","","",""
"Yes","2012","Not Employed","inadequately","","","",""
"Yes","2012","Not Employed","general elemantary","","","",""
"Yes","2012","Not Employed","middle vocational","","","",""
"Yes","2012","Not Employed","vocational + Abi","","","",""
"Yes","2012","Not Employed","higher vocational","","","",""
"Yes","2012","Not Employed","higher education","","","",""
"Yes","2012","Employed","in school","","","",""
"Yes","2012","Employed","inadequately","","","",""
"Yes","2012","Employed","general elemantary","","","",""
"Yes","2012","Employed","middle vocational","","","",""
"Yes","2012","Employed","vocational + Abi","","","",""
"Yes","2012","Employed","higher vocational","","","",""
"Yes","2012","Employed","higher education","","","",""
"No","2012","Not Employed","in school","","","",""
"No","2012","Not Employed","inadequately","","","",""
"No","2012","Not Employed","general elemantary","","","",""
"No","2012","Not Employed","middle vocational","","","",""
"No","2012","Not Employed","vocational + Abi","","","",""
"No","2012","Not Employed","higher vocational","","","",""
"No","2012","Not Employed","higher education","","","",""
"No","2012","Employed","in school","","","",""
"No","2012","Employed","inadequately","","","",""
"No","2012","Employed","general elemantary","","","",""
"No","2012","Employed","middle vocational","","","",""
"No","2012","Employed","vocational + Abi","","","",""
"No","2012","Employed","higher vocational","","","",""
"No","2012","Employed","higher education","","","",""
"Yes","2013","Not Employed","in school","","","",""
"Yes","2013","Not Employed","inadequately","2","","",""
"Yes","2013","Not Employed","general elemantary","19","","",""
"Yes","2013","Not Employed","middle vocational","29","","",""
"Yes","2013","Not Employed","vocational + Abi","","","",""
"Yes","2013","Not Employed","higher vocational","8","","",""
"Yes","2013","Not Employed","higher education","6","","",""
"Yes","2013","Employed","in school","","","",""
"Yes","2013","Employed","inadequately","","","",""
"Yes","2013","Employed","general elemantary","","","",""
"Yes","2013","Employed","middle vocational","3","","",""
"Yes","2013","Employed","vocational + Abi","","","",""
"Yes","2013","Employed","higher vocational","","","",""
"Yes","2013","Employed","higher education","1","","",""
"No","2013","Not Employed","in school","194","1","1","1"
"No","2013","Not Employed","inadequately","113","0.954376681466263","0.91623915549043","0.992514207442095"
"No","2013","Not Employed","general elemantary","1054","0.976706127144536","0.967681047639491","0.98573120664958"
