"ple0020","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2009","no migration background","(0) in school","","","",""
"Yes","2009","no migration background","(1a) inadequately completed","1","","",""
"Yes","2009","no migration background","(1b) general elementary school","15","","",""
"Yes","2009","no migration background","(1c) basic vocational qualification","14","","",""
"Yes","2009","no migration background","(2a) intermediate vocational","8","","",""
"Yes","2009","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2009","no migration background","(2c_voc) vocational maturity certificate","1","","",""
"Yes","2009","no migration background","(3a) lower tertiary education","2","","",""
"Yes","2009","no migration background","(3b) higher tertiary education","2","","",""
"Yes","2009","direct migration background","(0) in school","","","",""
"Yes","2009","direct migration background","(1a) inadequately completed","1","","",""
"Yes","2009","direct migration background","(1b) general elementary school","4","","",""
"Yes","2009","direct migration background","(1c) basic vocational qualification","1","","",""
"Yes","2009","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2009","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2009","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2009","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2009","indirect migration background","(0) in school","","","",""
"Yes","2009","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2009","indirect migration background","(1b) general elementary school","","","",""
"Yes","2009","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2009","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2009","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2009","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2009","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2010","no migration background","(0) in school","","","",""
"Yes","2010","no migration background","(1a) inadequately completed","","","",""
"Yes","2010","no migration background","(1b) general elementary school","","","",""
"Yes","2010","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2010","no migration background","(2a) intermediate vocational","","","",""
"Yes","2010","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2010","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","no migration background","(3a) lower tertiary education","","","",""
"Yes","2010","no migration background","(3b) higher tertiary education","","","",""
"Yes","2010","direct migration background","(0) in school","","","",""
"Yes","2010","direct migration background","(1a) inadequately completed","","","",""
"Yes","2010","direct migration background","(1b) general elementary school","","","",""
"Yes","2010","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2010","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2010","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2010","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2010","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2010","indirect migration background","(0) in school","","","",""
"Yes","2010","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2010","indirect migration background","(1b) general elementary school","","","",""
"Yes","2010","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2010","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2010","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2010","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2010","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2011","no migration background","(0) in school","","","",""
"Yes","2011","no migration background","(1a) inadequately completed","","","",""
"Yes","2011","no migration background","(1b) general elementary school","23","","",""
"Yes","2011","no migration background","(1c) basic vocational qualification","21","","",""
"Yes","2011","no migration background","(2a) intermediate vocational","3","","",""
"Yes","2011","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2011","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2011","no migration background","(3a) lower tertiary education","2","","",""
"Yes","2011","no migration background","(3b) higher tertiary education","5","","",""
"Yes","2011","direct migration background","(0) in school","","","",""
"Yes","2011","direct migration background","(1a) inadequately completed","","","",""
"Yes","2011","direct migration background","(1b) general elementary school","6","","",""
"Yes","2011","direct migration background","(1c) basic vocational qualification","1","","",""
"Yes","2011","direct migration background","(2a) intermediate vocational","1","","",""
"Yes","2011","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2011","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2011","direct migration background","(3a) lower tertiary education","1","","",""
"Yes","2011","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2011","indirect migration background","(0) in school","","","",""
"Yes","2011","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2011","indirect migration background","(1b) general elementary school","","","",""
"Yes","2011","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2011","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2011","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2011","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2011","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2011","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2012","no migration background","(0) in school","","","",""
"Yes","2012","no migration background","(1a) inadequately completed","","","",""
"Yes","2012","no migration background","(1b) general elementary school","","","",""
"Yes","2012","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2012","no migration background","(2a) intermediate vocational","","","",""
"Yes","2012","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2012","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","no migration background","(3a) lower tertiary education","","","",""
"Yes","2012","no migration background","(3b) higher tertiary education","","","",""
"Yes","2012","direct migration background","(0) in school","","","",""
"Yes","2012","direct migration background","(1a) inadequately completed","","","",""
"Yes","2012","direct migration background","(1b) general elementary school","","","",""
"Yes","2012","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2012","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2012","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2012","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2012","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2012","indirect migration background","(0) in school","","","",""
"Yes","2012","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2012","indirect migration background","(1b) general elementary school","","","",""
"Yes","2012","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2012","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2012","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2012","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2012","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2012","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2013","no migration background","(0) in school","","","",""
"Yes","2013","no migration background","(1a) inadequately completed","1","","",""
"Yes","2013","no migration background","(1b) general elementary school","17","","",""
"Yes","2013","no migration background","(1c) basic vocational qualification","24","","",""
"Yes","2013","no migration background","(2a) intermediate vocational","9","","",""
"Yes","2013","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2013","no migration background","(2c_voc) vocational maturity certificate","1","","",""
"Yes","2013","no migration background","(3a) lower tertiary education","2","","",""
"Yes","2013","no migration background","(3b) higher tertiary education","3","","",""
"Yes","2013","direct migration background","(0) in school","","","",""
"Yes","2013","direct migration background","(1a) inadequately completed","1","","",""
"Yes","2013","direct migration background","(1b) general elementary school","2","","",""
"Yes","2013","direct migration background","(1c) basic vocational qualification","4","","",""
"Yes","2013","direct migration background","(2a) intermediate vocational","1","","",""
"Yes","2013","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2013","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2013","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2013","direct migration background","(3b) higher tertiary education","2","","",""
"Yes","2013","indirect migration background","(0) in school","","","",""
"Yes","2013","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2013","indirect migration background","(1b) general elementary school","","","",""
"Yes","2013","indirect migration background","(1c) basic vocational qualification","1","","",""
"Yes","2013","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2013","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2013","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2013","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2013","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2014","no migration background","(0) in school","","","",""
"Yes","2014","no migration background","(1a) inadequately completed","","","",""
"Yes","2014","no migration background","(1b) general elementary school","","","",""
"Yes","2014","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2014","no migration background","(2a) intermediate vocational","","","",""
"Yes","2014","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2014","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","no migration background","(3a) lower tertiary education","","","",""
"Yes","2014","no migration background","(3b) higher tertiary education","","","",""
"Yes","2014","direct migration background","(0) in school","","","",""
"Yes","2014","direct migration background","(1a) inadequately completed","","","",""
"Yes","2014","direct migration background","(1b) general elementary school","","","",""
"Yes","2014","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2014","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2014","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2014","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2014","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2014","indirect migration background","(0) in school","","","",""
"Yes","2014","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2014","indirect migration background","(1b) general elementary school","","","",""
"Yes","2014","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2014","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2014","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2014","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2014","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2015","no migration background","(0) in school","","","",""
"Yes","2015","no migration background","(1a) inadequately completed","","","",""
"Yes","2015","no migration background","(1b) general elementary school","16","","",""
"Yes","2015","no migration background","(1c) basic vocational qualification","21","","",""
"Yes","2015","no migration background","(2a) intermediate vocational","13","","",""
"Yes","2015","no migration background","(2c_gen) general maturity certificate","1","","",""
"Yes","2015","no migration background","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2015","no migration background","(3a) lower tertiary education","6","","",""
"Yes","2015","no migration background","(3b) higher tertiary education","3","","",""
"Yes","2015","direct migration background","(0) in school","","","",""
"Yes","2015","direct migration background","(1a) inadequately completed","5","","",""
"Yes","2015","direct migration background","(1b) general elementary school","3","","",""
"Yes","2015","direct migration background","(1c) basic vocational qualification","1","","",""
"Yes","2015","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2015","direct migration background","(2c_gen) general maturity certificate","1","","",""
"Yes","2015","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2015","direct migration background","(3b) higher tertiary education","1","","",""
"Yes","2015","indirect migration background","(0) in school","","","",""
"Yes","2015","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2015","indirect migration background","(1b) general elementary school","","","",""
"Yes","2015","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2015","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2015","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2015","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2015","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2016","no migration background","(0) in school","","","",""
"Yes","2016","no migration background","(1a) inadequately completed","","","",""
"Yes","2016","no migration background","(1b) general elementary school","","","",""
"Yes","2016","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2016","no migration background","(2a) intermediate vocational","","","",""
"Yes","2016","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2016","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","no migration background","(3a) lower tertiary education","","","",""
"Yes","2016","no migration background","(3b) higher tertiary education","","","",""
"Yes","2016","direct migration background","(0) in school","","","",""
"Yes","2016","direct migration background","(1a) inadequately completed","","","",""
"Yes","2016","direct migration background","(1b) general elementary school","","","",""
"Yes","2016","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2016","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2016","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2016","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2016","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2016","indirect migration background","(0) in school","","","",""
