"ple0020","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Full Time","in school","","","",""
"Yes","2009","Full Time","inadequately","","","",""
"Yes","2009","Full Time","general elemantary","","","",""
"Yes","2009","Full Time","middle vocational","","","",""
"Yes","2009","Full Time","vocational + Abi","","","",""
"Yes","2009","Full Time","higher vocational","","","",""
"Yes","2009","Full Time","higher education","","","",""
"Yes","2009","Part Time","in school","","","",""
"Yes","2009","Part Time","inadequately","1","","",""
"Yes","2009","Part Time","general elemantary","1","","",""
"Yes","2009","Part Time","middle vocational","2","","",""
"Yes","2009","Part Time","vocational + Abi","","","",""
"Yes","2009","Part Time","higher vocational","","","",""
"Yes","2009","Part Time","higher education","","","",""
"Yes","2009","Not Working","in school","","","",""
"Yes","2009","Not Working","inadequately","1","","",""
"Yes","2009","Not Working","general elemantary","18","","",""
"Yes","2009","Not Working","middle vocational","19","","",""
"Yes","2009","Not Working","vocational + Abi","1","","",""
"Yes","2009","Not Working","higher vocational","2","","",""
"Yes","2009","Not Working","higher education","4","","",""
"No","2009","Full Time","in school","1","","",""
"No","2009","Full Time","inadequately","40","1","1","1"
"No","2009","Full Time","general elemantary","391","1","1","1"
"No","2009","Full Time","middle vocational","3357","1","1","1"
"No","2009","Full Time","vocational + Abi","477","1","1","1"
"No","2009","Full Time","higher vocational","608","1","1","1"
"No","2009","Full Time","higher education","2052","1","1","1"
"No","2009","Part Time","in school","60","1","1","1"
"No","2009","Part Time","inadequately","31","0.913618858847798","0.816284740761472","1.01095297693412"
"No","2009","Part Time","general elemantary","362","0.998654315406406","0.994883163643071","1.00242546716974"
"No","2009","Part Time","middle vocational","2198","0.998657420720948","0.99712733772988","1.00018750371202"
"No","2009","Part Time","vocational + Abi","282","1","1","1"
"No","2009","Part Time","higher vocational","304","1","1","1"
"No","2009","Part Time","higher education","890","1","1","1"
"No","2009","Not Working","in school","252","1","1","1"
"No","2009","Not Working","inadequately","96","0.970832960553396","0.937345620316859","1.00432030078993"
"No","2009","Not Working","general elemantary","1040","0.97625474017943","0.967080390314895","0.985429090043965"
"No","2009","Not Working","middle vocational","3535","0.995481954213575","0.993277092333354","0.997686816093795"
"No","2009","Not Working","vocational + Abi","243","0.995243760207437","0.986610997954043","1.00387652246083"
"No","2009","Not Working","higher vocational","424","0.998058274683718","0.993877900685426","1.00223864868201"
"No","2009","Not Working","higher education","1103","0.993497397089245","0.988762601172122","0.998232193006368"
"Yes","2010","Full Time","in school","","","",""
"Yes","2010","Full Time","inadequately","","","",""
"Yes","2010","Full Time","general elemantary","","","",""
"Yes","2010","Full Time","middle vocational","","","",""
"Yes","2010","Full Time","vocational + Abi","","","",""
"Yes","2010","Full Time","higher vocational","","","",""
"Yes","2010","Full Time","higher education","","","",""
"Yes","2010","Part Time","in school","","","",""
"Yes","2010","Part Time","inadequately","","","",""
"Yes","2010","Part Time","general elemantary","","","",""
"Yes","2010","Part Time","middle vocational","","","",""
"Yes","2010","Part Time","vocational + Abi","","","",""
"Yes","2010","Part Time","higher vocational","","","",""
"Yes","2010","Part Time","higher education","","","",""
"Yes","2010","Not Working","in school","","","",""
"Yes","2010","Not Working","inadequately","","","",""
"Yes","2010","Not Working","general elemantary","","","",""
"Yes","2010","Not Working","middle vocational","","","",""
"Yes","2010","Not Working","vocational + Abi","","","",""
"Yes","2010","Not Working","higher vocational","","","",""
"Yes","2010","Not Working","higher education","","","",""
"No","2010","Full Time","in school","","","",""
"No","2010","Full Time","inadequately","","","",""
"No","2010","Full Time","general elemantary","","","",""
"No","2010","Full Time","middle vocational","","","",""
"No","2010","Full Time","vocational + Abi","","","",""
"No","2010","Full Time","higher vocational","","","",""
"No","2010","Full Time","higher education","","","",""
"No","2010","Part Time","in school","","","",""
"No","2010","Part Time","inadequately","","","",""
"No","2010","Part Time","general elemantary","","","",""
"No","2010","Part Time","middle vocational","","","",""
"No","2010","Part Time","vocational + Abi","","","",""
"No","2010","Part Time","higher vocational","","","",""
"No","2010","Part Time","higher education","","","",""
"No","2010","Not Working","in school","","","",""
"No","2010","Not Working","inadequately","","","",""
"No","2010","Not Working","general elemantary","","","",""
"No","2010","Not Working","middle vocational","","","",""
"No","2010","Not Working","vocational + Abi","","","",""
"No","2010","Not Working","higher vocational","","","",""
"No","2010","Not Working","higher education","","","",""
"Yes","2011","Full Time","in school","","","",""
"Yes","2011","Full Time","inadequately","","","",""
"Yes","2011","Full Time","general elemantary","","","",""
"Yes","2011","Full Time","middle vocational","2","","",""
"Yes","2011","Full Time","vocational + Abi","","","",""
"Yes","2011","Full Time","higher vocational","","","",""
"Yes","2011","Full Time","higher education","","","",""
"Yes","2011","Part Time","in school","","","",""
"Yes","2011","Part Time","inadequately","","","",""
"Yes","2011","Part Time","general elemantary","","","",""
"Yes","2011","Part Time","middle vocational","","","",""
"Yes","2011","Part Time","vocational + Abi","","","",""
"Yes","2011","Part Time","higher vocational","","","",""
"Yes","2011","Part Time","higher education","1","","",""
"Yes","2011","Not Working","in school","","","",""
"Yes","2011","Not Working","inadequately","1","","",""
"Yes","2011","Not Working","general elemantary","28","","",""
"Yes","2011","Not Working","middle vocational","22","","",""
"Yes","2011","Not Working","vocational + Abi","","","",""
"Yes","2011","Not Working","higher vocational","2","","",""
"Yes","2011","Not Working","higher education","7","","",""
"No","2011","Full Time","in school","5","","",""
"No","2011","Full Time","inadequately","43","1","1","1"
"No","2011","Full Time","general elemantary","470","1","1","1"
"No","2011","Full Time","middle vocational","3666","0.999097253443806","0.998125356469168","1.00006915041844"
"No","2011","Full Time","vocational + Abi","560","1","1","1"
"No","2011","Full Time","higher vocational","674","1","1","1"
"No","2011","Full Time","higher education","2297","1","1","1"
"No","2011","Part Time","in school","59","1","1","1"
"No","2011","Part Time","inadequately","51","1","1","1"
"No","2011","Part Time","general elemantary","441","1","1","1"
"No","2011","Part Time","middle vocational","2617","1","1","1"
"No","2011","Part Time","vocational + Abi","375","1","1","1"
"No","2011","Part Time","higher vocational","305","1","1","1"
"No","2011","Part Time","higher education","964","0.998803719061101","0.996622792201326","1.00098464592088"
