"ple0020","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Employed","Urban Area","7385","0.999596498554845","0.999138515982727","1.00005448112696","2"
"No","2009","Employed","Rural Area","3857","0.998832089660697","0.997754479452985","0.999909699868408","2"
"No","2009","Not Employed","Rural Area","2386","0.995316548070083","0.992585586072086","0.99804751006808","2"
"No","2009","Not Employed","Urban Area","4448","0.989837223431367","0.986899941461426","0.992774505401308","2"
"Yes","2009","Not Employed","Urban Area","31","0.0101627765686328","0.00722549459869201","0.0131000585385736","1"
"Yes","2009","Not Employed","Rural Area","15","","","","1"
"Yes","2009","Employed","Urban Area","2","","","","1"
"Yes","2009","Employed","Rural Area","2","","","","1"
"No","2010","Not Employed","Rural Area","","","","","2"
"No","2010","Not Employed","Urban Area","","","","","2"
"No","2010","Employed","Urban Area","","","","","2"
"No","2010","Employed","Rural Area","","","","","2"
"Yes","2010","Not Employed","Urban Area","","","","","1"
"Yes","2010","Not Employed","Rural Area","","","","","1"
"Yes","2010","Employed","Urban Area","","","","","1"
"Yes","2010","Employed","Rural Area","","","","","1"
"No","2011","Not Employed","Rural Area","2812","0.990991348469814","0.987512066477727","0.994470630461901","2"
"No","2011","Employed","Rural Area","4430","0.999623705551704","0.99905264863674","1.00019476246667","2"
"No","2011","Not Employed","Urban Area","5273","0.989028256873345","0.986227210180107","0.991829303566582","2"
"No","2011","Employed","Urban Area","8281","0.999644828417991","0.999239043195761","1.00005061364022","2"
"Yes","2011","Not Employed","Rural Area","21","","","","1"
"Yes","2011","Employed","Urban Area","2","","","","1"
"Yes","2011","Employed","Rural Area","1","","","","1"
"Yes","2011","Not Employed","Urban Area","40","0.0109717431266554","0.00817069643341805","0.0137727898198927","1"
"No","2012","Not Employed","Rural Area","","","","","2"
"No","2012","Employed","Rural Area","","","","","2"
"No","2012","Not Employed","Urban Area","","","","","2"
"No","2012","Employed","Urban Area","","","","","2"
"Yes","2012","Not Employed","Rural Area","","","","","1"
"Yes","2012","Employed","Urban Area","","","","","1"
"Yes","2012","Employed","Rural Area","","","","","1"
"Yes","2012","Not Employed","Urban Area","","","","","1"
"No","2013","Not Employed","Rural Area","2619","0.992413572612556","0.989103074106685","0.995724071118428","2"
"No","2013","Employed","Rural Area","4045","0.999364041303285","0.998587333258236","1.00014074934833","2"
"No","2013","Not Employed","Urban Area","4693","0.988487034033683","0.985449119877692","0.991524948189675","2"
"No","2013","Employed","Urban Area","7546","0.999643605726247","0.999217791565394","1.0000694198871","2"
"Yes","2013","Not Employed","Rural Area","20","","","","1"
"Yes","2013","Not Employed","Urban Area","44","0.0115129659663169","0.00847505181032553","0.0145508801223082","1"
"Yes","2013","Employed","Urban Area","2","","","","1"
"Yes","2013","Employed","Rural Area","2","","","","1"
"No","2014","Not Employed","Rural Area","","","","","2"
"No","2014","Employed","Rural Area","","","","","2"
"No","2014","Not Employed","Urban Area","","","","","2"
"No","2014","Employed","Urban Area","","","","","2"
"Yes","2014","Not Employed","Rural Area","","","","","1"
"Yes","2014","Employed","Rural Area","","","","","1"
"Yes","2014","Not Employed","Urban Area","","","","","1"
"Yes","2014","Employed","Urban Area","","","","","1"
