"year","pgisced97","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","general elemantary","Rural Area","2.32","2","758","1","1","3","5","7","2.2","2.44","1","7","2","2"
"2005","general elemantary","Urban Area","2.23","2","1636","1","1","3","5","7","2.15","2.31","1","7","2","2"
"2005","higher education","Rural Area","2.13","2","1200","1","1","3","5","7","2.05","2.21","1","7","1","2"
"2005","higher education","Urban Area","2.36","2","2966","1","1","3","5","6","2.31","2.41","1","7","2","2"
"2005","higher vocational","Rural Area","2.01","2","555","1","1","2","4","6","1.89","2.13","1","7","1","2"
"2005","higher vocational","Urban Area","2.14","2","996","1","1","3","4","6","2.05","2.23","1","7","2","2"
"2005","in school","Rural Area","3.45","3","197","1","2","5","6","7","3.22","3.68","1","7","3","4"
"2005","in school","Urban Area","3.8","4","450","1","2","5","6","7","3.63","3.97","1","7","3","4"
"2005","inadequately","Rural Area","2.39","2","58","1","1","4","4","7","1.94","2.84","1","7","2","3"
"2005","inadequately","Urban Area","2.4","2","178","1","1","3","6","7","2.15","2.65","1","7","1","2"
"2005","middle vocational","Rural Area","2.06","1","3703","1","1","3","4","7","2.01","2.11","1","7","1","2"
"2005","middle vocational","Urban Area","2.19","2","6524","1","1","3","5","7","2.15","2.23","1","7","2","2"
"2005","vocational + Abi","Rural Area","2.56","2","264","1","1","3","6","6","2.38","2.74","1","6","2","2"
"2005","vocational + Abi","Urban Area","2.39","2","869","1","1","3","5","6","2.29","2.49","1","7","2","2"
"2006","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2006","general elemantary","Urban Area","","","","","","","","","","","","","",""
"2006","higher education","Rural Area","","","","","","","","","","","","","",""
"2006","higher education","Urban Area","","","","","","","","","","","","","",""
"2006","higher vocational","Rural Area","","","","","","","","","","","","","",""
"2006","higher vocational","Urban Area","","","","","","","","","","","","","",""
"2006","in school","Rural Area","","","","","","","","","","","","","",""
"2006","in school","Urban Area","","","","","","","","","","","","","",""
"2006","inadequately","Rural Area","","","","","","","","","","","","","",""
"2006","inadequately","Urban Area","","","","","","","","","","","","","",""
"2006","middle vocational","Rural Area","","","","","","","","","","","","","",""
"2006","middle vocational","Urban Area","","","","","","","","","","","","","",""
"2006","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"2006","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"2007","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2007","general elemantary","Urban Area","","","","","","","","","","","","","",""
"2007","higher education","Rural Area","","","","","","","","","","","","","",""
"2007","higher education","Urban Area","","","","","","","","","","","","","",""
"2007","higher vocational","Rural Area","","","","","","","","","","","","","",""
"2007","higher vocational","Urban Area","","","","","","","","","","","","","",""
"2007","in school","Rural Area","","","","","","","","","","","","","",""
"2007","in school","Urban Area","","","","","","","","","","","","","",""
"2007","inadequately","Rural Area","","","","","","","","","","","","","",""
"2007","inadequately","Urban Area","","","","","","","","","","","","","",""
"2007","middle vocational","Rural Area","","","","","","","","","","","","","",""
"2007","middle vocational","Urban Area","","","","","","","","","","","","","",""
"2007","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"2007","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"2008","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2008","general elemantary","Urban Area","","","","","","","","","","","","","",""
"2008","higher education","Rural Area","","","","","","","","","","","","","",""
"2008","higher education","Urban Area","","","","","","","","","","","","","",""
"2008","higher vocational","Rural Area","","","","","","","","","","","","","",""
"2008","higher vocational","Urban Area","","","","","","","","","","","","","",""
"2008","in school","Rural Area","","","","","","","","","","","","","",""
"2008","in school","Urban Area","","","","","","","","","","","","","",""
"2008","inadequately","Rural Area","","","","","","","","","","","","","",""
"2008","inadequately","Urban Area","","","","","","","","","","","","","",""
"2008","middle vocational","Rural Area","","","","","","","","","","","","","",""
"2008","middle vocational","Urban Area","","","","","","","","","","","","","",""
"2008","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"2008","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"2009","general elemantary","Rural Area","2.45","2","598","1","1","4","5","7","2.32","2.58","1","7","2","2"
