"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","general elemantary","Female","2.12","2","1617","1","1","3","4","2.05","2.19","2","2"
"2005","general elemantary","Male","2.55","2","777","1","1","4","5","2.43","2.67","2","2"
"2005","higher education","Female","2.19","2","1857","1","1","3","4","2.13","2.25","2","2"
"2005","higher education","Male","2.38","2","2309","1","1","3","5","2.32","2.44","2","2"
"2005","higher vocational","Female","2.02","2","661","1","1","2","4","1.92","2.12","1","2"
"2005","higher vocational","Male","2.15","2","890","1","1","3","5","2.06","2.24","2","2"
"2005","in school","Female","3.22","3","338","1","2","5","6","3.04","3.4","3","3"
"2005","in school","Male","4.21","4","309","1","3","6","7","4.01","4.41","4","4"
"2005","inadequately","Female","2.08","1","135","1","1","2","4","1.8","2.36","1","2"
"2005","inadequately","Male","2.72","2","101","1","1","3","6","2.37","3.07","2","2"
"2005","middle vocational","Female","2.01","1","5356","1","1","2","4","1.97","2.05","1","1"
"2005","middle vocational","Male","2.28","2","4871","1","1","3","5","2.24","2.32","2","2"
"2005","vocational + Abi","Female","2.23","2","666","1","1","3","4","2.13","2.33","2","2"
"2005","vocational + Abi","Male","2.67","2","467","1","1","4","5","2.52","2.82","2","2"
"2006","general elemantary","Female","","","","","","","","","","",""
"2006","general elemantary","Male","","","","","","","","","","",""
"2006","higher education","Female","","","","","","","","","","",""
"2006","higher education","Male","","","","","","","","","","",""
"2006","higher vocational","Female","","","","","","","","","","",""
"2006","higher vocational","Male","","","","","","","","","","",""
"2006","in school","Female","","","","","","","","","","",""
"2006","in school","Male","","","","","","","","","","",""
"2006","inadequately","Female","","","","","","","","","","",""
"2006","inadequately","Male","","","","","","","","","","",""
"2006","middle vocational","Female","","","","","","","","","","",""
"2006","middle vocational","Male","","","","","","","","","","",""
"2006","vocational + Abi","Female","","","","","","","","","","",""
"2006","vocational + Abi","Male","","","","","","","","","","",""
"2007","general elemantary","Female","","","","","","","","","","",""
"2007","general elemantary","Male","","","","","","","","","","",""
"2007","higher education","Female","","","","","","","","","","",""
"2007","higher education","Male","","","","","","","","","","",""
"2007","higher vocational","Female","","","","","","","","","","",""
"2007","higher vocational","Male","","","","","","","","","","",""
"2007","in school","Female","","","","","","","","","","",""
"2007","in school","Male","","","","","","","","","","",""
"2007","inadequately","Female","","","","","","","","","","",""
"2007","inadequately","Male","","","","","","","","","","",""
"2007","middle vocational","Female","","","","","","","","","","",""
"2007","middle vocational","Male","","","","","","","","","","",""
"2007","vocational + Abi","Female","","","","","","","","","","",""
"2007","vocational + Abi","Male","","","","","","","","","","",""
"2008","general elemantary","Female","","","","","","","","","","",""
"2008","general elemantary","Male","","","","","","","","","","",""
"2008","higher education","Female","","","","","","","","","","",""
"2008","higher education","Male","","","","","","","","","","",""
"2008","higher vocational","Female","","","","","","","","","","",""
"2008","higher vocational","Male","","","","","","","","","","",""
"2008","in school","Female","","","","","","","","","","",""
"2008","in school","Male","","","","","","","","","","",""
"2008","inadequately","Female","","","","","","","","","","",""
"2008","inadequately","Male","","","","","","","","","","",""
"2008","middle vocational","Female","","","","","","","","","","",""
"2008","middle vocational","Male","","","","","","","","","","",""
"2008","vocational + Abi","Female","","","","","","","","","","",""
"2008","vocational + Abi","Male","","","","","","","","","","",""
"2009","general elemantary","Female","2.19","2","1226","1","1","3","5","2.11","2.27","2","2"
"2009","general elemantary","Male","2.88","2","556","1","1","4","6","2.73","3.03","2","3"
"2009","higher education","Female","2.51","2","1848","1","1","3","5","2.44","2.58","2","2"
"2009","higher education","Male","2.64","2","2181","1","1","4","5","2.58","2.7","2","2"
"2009","higher vocational","Female","2.32","2","546","1","1","3","5","2.2","2.44","2","2"
"2009","higher vocational","Male","2.42","2","776","1","1","3","5","2.31","2.53","2","2"
"2009","in school","Female","3.71","3.99","144","2","2","5","6","3.42","4","3","4"
"2009","in school","Male","4.26","4","168","2","3","6","7","3.97","4.55","4","5"
"2009","inadequately","Female","1.98","2","95","1","1","3","3","1.71","2.25","1","2"
"2009","inadequately","Male","2.97","2","70","1","1","5","6","2.5","3.44","2","2"
"2009","middle vocational","Female","2.22","2","4771","1","1","3","4","2.18","2.26","2","2"
"2009","middle vocational","Male","2.54","2","4249","1","1","4","5","2.49","2.59","2","2"
"2009","vocational + Abi","Female","2.53","2","605","1","1","3","5","2.41","2.65","2","2"
"2009","vocational + Abi","Male","3.05","3","392","1","2","4","5","2.88","3.22","2","3"
"2010","general elemantary","Female","","","","","","","","","","",""
"2010","general elemantary","Male","","","","","","","","","","",""
"2010","higher education","Female","","","","","","","","","","",""
"2010","higher education","Male","","","","","","","","","","",""
"2010","higher vocational","Female","","","","","","","","","","",""
"2010","higher vocational","Male","","","","","","","","","","",""
"2010","in school","Female","","","","","","","","","","",""
"2010","in school","Male","","","","","","","","","","",""
"2010","inadequately","Female","","","","","","","","","","",""
"2010","inadequately","Male","","","","","","","","","","",""
"2010","middle vocational","Female","","","","","","","","","","",""
"2010","middle vocational","Male","","","","","","","","","","",""
"2010","vocational + Abi","Female","","","","","","","","","","",""
"2010","vocational + Abi","Male","","","","","","","","","","",""
"2011","general elemantary","Female","","","","","","","","","","",""
