"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","college entrance qualification","2.57","2","5191","1","1","4","5","2.53","2.61","2","2"
"2005","lower secondary degree","2.02","1","7065","1","1","3","4","1.99","2.05","1","1"
"2005","no degree/no degree yet","3.16","3","898","1","1","5","6","3.04","3.28","3","3"
"2005","Other degree","1.95","1","1113","1","1","2","4","1.87","2.03","1","2"
"2005","secondary school degree","2.23","2","6002","1","1","3","5","2.19","2.27","2","2"
"2006","college entrance qualification","","","","","","","","","","",""
"2006","lower secondary degree","","","","","","","","","","",""
"2006","no degree/no degree yet","","","","","","","","","","",""
"2006","Other degree","","","","","","","","","","",""
"2006","secondary school degree","","","","","","","","","","",""
"2007","college entrance qualification","","","","","","","","","","",""
"2007","lower secondary degree","","","","","","","","","","",""
"2007","no degree/no degree yet","","","","","","","","","","",""
"2007","Other degree","","","","","","","","","","",""
"2007","secondary school degree","","","","","","","","","","",""
"2008","college entrance qualification","","","","","","","","","","",""
"2008","lower secondary degree","","","","","","","","","","",""
"2008","no degree/no degree yet","","","","","","","","","","",""
"2008","Other degree","","","","","","","","","","",""
"2008","secondary school degree","","","","","","","","","","",""
"2009","college entrance qualification","2.82","2","4886","1","1","4","5","2.78","2.86","2","2"
"2009","lower secondary degree","2.22","2","5886","1","1","3","5","2.18","2.26","2","2"
"2009","no degree/no degree yet","3.26","3","484","1","2","5","6","3.09","3.43","3","3"
"2009","Other degree","2.23","2","798","1","1","3","4","2.13","2.33","2","2"
"2009","secondary school degree","2.44","2","5396","1","1","3","5","2.4","2.48","2","2"
"2010","college entrance qualification","","","","","","","","","","",""
"2010","lower secondary degree","","","","","","","","","","",""
"2010","no degree/no degree yet","","","","","","","","","","",""
"2010","Other degree","","","","","","","","","","",""
"2010","secondary school degree","","","","","","","","","","",""
"2011","college entrance qualification","","","","","","","","","","",""
"2011","lower secondary degree","","","","","","","","","","",""
"2011","no degree/no degree yet","","","","","","","","","","",""
"2011","Other degree","","","","","","","","","","",""
"2011","secondary school degree","","","","","","","","","","",""
"2012","college entrance qualification","2.52","2","2148","1","1","4","5","2.46","2.58","2","2"
"2012","lower secondary degree","2.41","2","1409","1","1","3","5","2.32","2.5","2","2"
"2012","no degree/no degree yet","3.36","3","352","1","2","5","6","3.16","3.56","3","4"
"2012","Other degree","2.17","2","674","1","1","3","5","2.06","2.28","2","2"
"2012","secondary school degree","2.3","2","2388","1","1","3","5","2.24","2.36","2","2"
"2013","college entrance qualification","2.83","2","5381","1","1","4","5","2.79","2.87","2","2"
"2013","lower secondary degree","2.22","2","5801","1","1","3","5","2.18","2.26","2","2"
"2013","no degree/no degree yet","3.14","3","485","1","1","5","6","2.97","3.31","3","4"
"2013","Other degree","2.21","2","1012","1","1","3","4","2.12","2.3","1","2"
"2013","secondary school degree","2.42","2","5624","1","1","3","5","2.38","2.46","2","2"
"2014","college entrance qualification","","","","","","","","","","",""
"2014","lower secondary degree","","","","","","","","","","",""
"2014","no degree/no degree yet","","","","","","","","","","",""
"2014","Other degree","","","","","","","","","","",""
"2014","secondary school degree","","","","","","","","","","",""
"2015","college entrance qualification","","","","","","","","","","",""
"2015","lower secondary degree","","","","","","","","","","",""
"2015","no degree/no degree yet","","","","","","","","","","",""
"2015","Other degree","","","","","","","","","","",""
"2015","secondary school degree","","","","","","","","","","",""
"2016","college entrance qualification","","","","","","","","","","",""
"2016","lower secondary degree","","","","","","","","","","",""
"2016","no degree/no degree yet","","","","","","","","","","",""
"2016","Other degree","","","","","","","","","","",""
"2016","secondary school degree","","","","","","","","","","",""
"2017","college entrance qualification","2.98","3","7943","1","2","4","5","2.94","3.02","2","3"
"2017","lower secondary degree","2.42","2","6084","1","1","3","5","2.38","2.46","2","2"
"2017","no degree/no degree yet","3.05","3","1856","1","1","4","6","2.97","3.13","1","1"
"2017","Other degree","2.33","2","4561","1","1","3","5","2.29","2.37","1","1"
"2017","secondary school degree","2.61","2","7611","1","1","4","5","2.57","2.65","2","2"
"2018","college entrance qualification","","","","","","","","","","",""
"2018","lower secondary degree","","","","","","","","","","",""
"2018","no degree/no degree yet","","","","","","","","","","",""
"2018","Other degree","","","","","","","","","","",""
"2018","secondary school degree","","","","","","","","","","",""
"2019","college entrance qualification","2.81","2","8529","1","1","4","5","2.78","2.84","2","2"
"2019","lower secondary degree","2.32","2","5281","1","1","3","5","2.28","2.36","2","2"
"2019","no degree/no degree yet","2.81","2","776","1","1","4","6","2.68","2.94","2","3"
"2019","Other degree","2.22","2","2543","1","1","3","4","2.16","2.28","2","2"
"2019","secondary school degree","2.51","2","7413","1","1","4","5","2.47","2.55","2","2"
