"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","Rural Area","2.07","1","403","1","1","3","5","7","1.94","2.2","1","7","1","2"
"2005","direct migration background","Urban Area","2.11","1","1955","1","1","3","4","7","2.05","2.17","1","7","1","2"
"2005","indirect migration background","Rural Area","2.75","2","105","1","1","4","6","7","2.41","3.09","1","7","2","3"
"2005","indirect migration background","Urban Area","2.81","2","723","1","1","4","5","7","2.69","2.93","1","7","2","2"
"2005","no migration background","Rural Area","2.17","2","6322","1","1","3","5","7","2.13","2.21","1","7","2","2"
"2005","no migration background","Urban Area","2.3","2","11147","1","1","3","5","7","2.27","2.33","1","7","2","2"
"2006","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2006","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2006","no migration background","Rural Area","","","","","","","","","","","","","",""
"2006","no migration background","Urban Area","","","","","","","","","","","","","",""
"2007","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2007","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2007","no migration background","Rural Area","","","","","","","","","","","","","",""
"2007","no migration background","Urban Area","","","","","","","","","","","","","",""
"2008","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2008","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2008","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2008","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2008","no migration background","Rural Area","","","","","","","","","","","","","",""
"2008","no migration background","Urban Area","","","","","","","","","","","","","",""
"2009","direct migration background","Rural Area","2.25","2","312","1","1","3","5","7","2.09","2.41","1","7","2","2"
"2009","direct migration background","Urban Area","2.31","2","1333","1","1","3","5","7","2.23","2.39","1","7","2","2"
"2009","indirect migration background","Rural Area","2.47","2","118","1","1","4","5","6","2.14","2.8","1","7","2","3"
"2009","indirect migration background","Urban Area","2.92","3","591","1","1","4","6","7","2.78","3.06","1","7","2","3"
"2009","no migration background","Rural Area","2.39","2","5771","1","1","3","5","7","2.35","2.43","1","7","2","2"
"2009","no migration background","Urban Area","2.55","2","9831","1","1","4","5","7","2.52","2.58","1","7","2","2"
"2010","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2010","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2010","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2010","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2010","no migration background","Rural Area","","","","","","","","","","","","","",""
"2010","no migration background","Urban Area","","","","","","","","","","","","","",""
"2011","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2011","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2011","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2011","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2011","no migration background","Rural Area","","","","","","","","","","","","","",""
"2011","no migration background","Urban Area","","","","","","","","","","","","","",""
"2012","direct migration background","Rural Area","2.25","2","300","1","1","3","5","7","2.07","2.43","1","7","2","2"
"2012","direct migration background","Urban Area","2.17","2","787","1","1","3","5","7","2.07","2.27","1","7","2","2"
"2012","indirect migration background","Rural Area","2.63","2","98","1","1","4","5","7","2.28","2.98","1","7","1","2"
"2012","indirect migration background","Urban Area","2.92","2","386","1","1","4","5","7","2.74","3.1","1","7","2","2"
"2012","no migration background","Rural Area","2.4","2","2284","1","1","3","5","7","2.34","2.46","1","7","2","2"
"2012","no migration background","Urban Area","2.54","2","3269","1","1","4","5","7","2.49","2.59","1","7","2","2"
"2013","direct migration background","Rural Area","2.17","2","391","1","1","3","4","7","2.03","2.31","1","7","1","2"
"2013","direct migration background","Urban Area","2.35","2","1284","1","1","3","5","7","2.27","2.43","1","7","2","2"
"2013","indirect migration background","Rural Area","2.65","2","136","1","1","4","5","7","2.35","2.95","1","7","2","2"
"2013","indirect migration background","Urban Area","3.06","3","578","1","2","4","6","7","2.91","3.21","1","7","2","3"
"2013","no migration background","Rural Area","2.32","2","6107","1","1","3","5","7","2.28","2.36","1","7","2","2"
"2013","no migration background","Urban Area","2.58","2","10324","1","1","4","5","7","2.55","2.61","1","7","2","2"
"2014","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2014","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2014","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2014","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2014","no migration background","Rural Area","","","","","","","","","","","","","",""
"2014","no migration background","Urban Area","","","","","","","","","","","","","",""
"2015","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2015","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2015","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2015","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2015","no migration background","Rural Area","","","","","","","","","","","","","",""
"2015","no migration background","Urban Area","","","","","","","","","","","","","",""
"2016","direct migration background","Rural Area","","","","","","","","","","","","","",""
