"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","East Germany","2.13","2","100","1","1","3","4","6","1.89","2.37","1","6","1","2"
"2005","direct migration background","West Germany","2.1","1","2258","1","1","3","5","7","2.04","2.16","1","7","1","2"
"2005","indirect migration background","East Germany","3.07","3","35","1","2","4","5","7","2.46","3.68","1","7","2","4"
"2005","indirect migration background","West Germany","2.79","2","793","1","1","4","5","7","2.67","2.91","1","7","2","2"
"2005","no migration background","East Germany","2.12","2","4901","1","1","3","5","7","2.08","2.16","1","7","2","2"
"2005","no migration background","West Germany","2.29","2","12568","1","1","3","5","7","2.26","2.32","1","7","2","2"
"2006","direct migration background","East Germany","","","","","","","","","","","","","",""
"2006","direct migration background","West Germany","","","","","","","","","","","","","",""
"2006","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2006","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2006","no migration background","East Germany","","","","","","","","","","","","","",""
"2006","no migration background","West Germany","","","","","","","","","","","","","",""
"2007","direct migration background","East Germany","","","","","","","","","","","","","",""
"2007","direct migration background","West Germany","","","","","","","","","","","","","",""
"2007","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2007","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2007","no migration background","East Germany","","","","","","","","","","","","","",""
"2007","no migration background","West Germany","","","","","","","","","","","","","",""
"2008","direct migration background","East Germany","","","","","","","","","","","","","",""
"2008","direct migration background","West Germany","","","","","","","","","","","","","",""
"2008","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2008","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2008","no migration background","East Germany","","","","","","","","","","","","","",""
"2008","no migration background","West Germany","","","","","","","","","","","","","",""
"2009","direct migration background","East Germany","2.43","1.55","74","1","1","4","5","7","2.05","2.81","1","7","1","2"
"2009","direct migration background","West Germany","2.29","2","1571","1","1","3","5","7","2.22","2.36","1","7","2","2"
"2009","indirect migration background","East Germany","3.45","3.1","41","1","1","5","6","7","2.84","4.06","1","7","2","5"
"2009","indirect migration background","West Germany","2.81","2","668","1","1","4","6","7","2.68","2.94","1","7","2","3"
"2009","no migration background","East Germany","2.32","2","4419","1","1","3","5","7","2.28","2.36","1","7","2","2"
"2009","no migration background","West Germany","2.54","2","11183","1","1","4","5","7","2.51","2.57","1","7","2","2"
"2010","direct migration background","East Germany","","","","","","","","","","","","","",""
"2010","direct migration background","West Germany","","","","","","","","","","","","","",""
"2010","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2010","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2010","no migration background","East Germany","","","","","","","","","","","","","",""
"2010","no migration background","West Germany","","","","","","","","","","","","","",""
"2011","direct migration background","East Germany","","","","","","","","","","","","","",""
"2011","direct migration background","West Germany","","","","","","","","","","","","","",""
"2011","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2011","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2011","no migration background","East Germany","","","","","","","","","","","","","",""
"2011","no migration background","West Germany","","","","","","","","","","","","","",""
"2012","direct migration background","East Germany","2.43","2","55","1","1","3","5","6","2.01","2.85","1","6","2","3"
"2012","direct migration background","West Germany","2.18","2","1032","1","1","3","5","7","2.09","2.27","1","7","2","2"
"2012","indirect migration background","East Germany","2.34","2","32","1","1","4","4","5","1.77","2.91","1","7","2","4"
"2012","indirect migration background","West Germany","2.9","2","452","1","1","5","5","7","2.73","3.07","1","7","2","2"
"2012","no migration background","East Germany","2.27","2","1251","1","1","3","5","6","2.19","2.35","1","7","2","2"
"2012","no migration background","West Germany","2.55","2","4302","1","1","4","5","7","2.5","2.6","1","7","2","2"
"2013","direct migration background","East Germany","1.63","1","81","1","1","2","3","6","1.35","1.91","1","6","1","2"
"2013","direct migration background","West Germany","2.33","2","1594","1","1","3","5","7","2.26","2.4","1","7","2","2"
"2013","indirect migration background","East Germany","2.81","3","45","1","2","4","5","6","2.3","3.32","1","6","2","3"
"2013","indirect migration background","West Germany","2.98","2.89","669","1","1","4","6","7","2.84","3.12","1","7","2","3"
"2013","no migration background","East Germany","2.25","2","4331","1","1","3","5","7","2.21","2.29","1","7","2","2"
"2013","no migration background","West Germany","2.56","2","12100","1","1","4","5","7","2.53","2.59","1","7","2","2"
"2014","direct migration background","East Germany","","","","","","","","","","","","","",""
"2014","direct migration background","West Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2014","no migration background","East Germany","","","","","","","","","","","","","",""
"2014","no migration background","West Germany","","","","","","","","","","","","","",""
"2015","direct migration background","East Germany","","","","","","","","","","","","","",""
"2015","direct migration background","West Germany","","","","","","","","","","","","","",""
"2015","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2015","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2015","no migration background","East Germany","","","","","","","","","","","","","",""
"2015","no migration background","West Germany","","","","","","","","","","","","","",""
"2016","direct migration background","East Germany","","","","","","","","","","","","","",""
"2016","direct migration background","West Germany","","","","","","","","","","","","","",""
"2016","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2016","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2016","no migration background","East Germany","","","","","","","","","","","","","",""
"2016","no migration background","West Germany","","","","","","","","","","","","","",""
"2017","direct migration background","East Germany","2.47","2","837","1","1","4","5","7","2.37","2.57","1","7","1","1"
"2017","direct migration background","West Germany","2.34","2","6431","1","1","3","5","7","2.3","2.38","1","7","1","1"
"2017","indirect migration background","East Germany","2.47","2","107","1","1","3","4","7","2.16","2.78","1","7","2","3"
"2017","indirect migration background","West Germany","3.27","3","1606","1","2","5","6","7","3.18","3.36","1","7","2","3"
"2017","no migration background","East Germany","2.59","2","5149","1","1","4","5","7","2.55","2.63","1","7","2","2"
"2017","no migration background","West Germany","2.72","2","15130","1","1","4","5","7","2.69","2.75","1","7","2","2"
"2018","direct migration background","East Germany","","","","","","","","","","","","","",""
"2018","direct migration background","West Germany","","","","","","","","","","","","","",""
"2018","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2018","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2018","no migration background","East Germany","","","","","","","","","","","","","",""
"2018","no migration background","West Germany","","","","","","","","","","","","","",""
"2019","direct migration background","East Germany","2.26","2","290","1","1","3","4","6","2.09","2.43","1","7","2","2"
"2019","direct migration background","West Germany","2.29","2","3534","1","1","3","5","7","2.24","2.34","1","7","2","2"
"2019","indirect migration background","East Germany","2.85","2","133","1","2","4","5","7","2.56","3.14","1","7","2","3"
"2019","indirect migration background","West Germany","3.01","3","1555","1","2","4","5","7","2.92","3.1","1","7","2","2"
"2019","no migration background","East Germany","2.45","2","5127","1","1","3","5","7","2.41","2.49","1","7","2","2"
"2019","no migration background","West Germany","2.6","2","15000","1","1","4","5","7","2.57","2.63","1","7","2","2"
