"year","age_gr","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","16-34 y.","direct migration background","2.6","2","525","1","1","4","5","2.46","2.74","2","2"
"2005","16-34 y.","indirect migration background","2.89","2","663","1","1","4","6","2.76","3.02","2","3"
"2005","16-34 y.","no migration background","2.85","2","4125","1","1","4","5","2.8","2.9","2","3"
"2005","35-65 y.","direct migration background","1.95","1","1469","1","1","2","4","1.88","2.02","1","1"
"2005","35-65 y.","indirect migration background","2.23","2","154","1","1","3","5","2.02","2.44","1","2"
"2005","35-65 y.","no migration background","2.13","2","9963","1","1","3","4","2.1","2.16","2","2"
"2005","66 and older","direct migration background","1.88","1","364","1","1","2","4","1.74","2.02","1","1"
"2005","66 and older","indirect migration background","","","","","","","","","","",""
"2005","66 and older","no migration background","1.95","1","3381","1","1","2","4","1.9","2","1","1"
"2006","16-34 y.","direct migration background","","","","","","","","","","",""
"2006","16-34 y.","indirect migration background","","","","","","","","","","",""
"2006","16-34 y.","no migration background","","","","","","","","","","",""
"2006","35-65 y.","direct migration background","","","","","","","","","","",""
"2006","35-65 y.","indirect migration background","","","","","","","","","","",""
"2006","35-65 y.","no migration background","","","","","","","","","","",""
"2006","66 and older","direct migration background","","","","","","","","","","",""
"2006","66 and older","indirect migration background","","","","","","","","","","",""
"2006","66 and older","no migration background","","","","","","","","","","",""
"2007","16-34 y.","direct migration background","","","","","","","","","","",""
"2007","16-34 y.","indirect migration background","","","","","","","","","","",""
"2007","16-34 y.","no migration background","","","","","","","","","","",""
"2007","35-65 y.","direct migration background","","","","","","","","","","",""
"2007","35-65 y.","indirect migration background","","","","","","","","","","",""
"2007","35-65 y.","no migration background","","","","","","","","","","",""
"2007","66 and older","direct migration background","","","","","","","","","","",""
"2007","66 and older","indirect migration background","","","","","","","","","","",""
"2007","66 and older","no migration background","","","","","","","","","","",""
"2008","16-34 y.","direct migration background","","","","","","","","","","",""
"2008","16-34 y.","indirect migration background","","","","","","","","","","",""
"2008","16-34 y.","no migration background","","","","","","","","","","",""
"2008","35-65 y.","direct migration background","","","","","","","","","","",""
"2008","35-65 y.","indirect migration background","","","","","","","","","","",""
"2008","35-65 y.","no migration background","","","","","","","","","","",""
"2008","66 and older","direct migration background","","","","","","","","","","",""
"2008","66 and older","indirect migration background","","","","","","","","","","",""
"2008","66 and older","no migration background","","","","","","","","","","",""
"2009","16-34 y.","direct migration background","2.45","2","296","1","1","3","5","2.26","2.64","2","2"
"2009","16-34 y.","indirect migration background","2.98","3","514","1","1","4","6","2.83","3.13","2","3"
"2009","16-34 y.","no migration background","3.22","3","3175","1","2","5","6","3.16","3.28","3","3"
"2009","35-65 y.","direct migration background","2.23","2","1018","1","1","3","4","2.14","2.32","2","2"
"2009","35-65 y.","indirect migration background","2.36","2","189","1","1","3","5","2.14","2.58","2","2"
"2009","35-65 y.","no migration background","2.38","2","8632","1","1","3","5","2.35","2.41","2","2"
"2009","66 and older","direct migration background","2.32","2","331","1","1","3","4","2.16","2.48","2","2"
"2009","66 and older","indirect migration background","","","","","","","","","","",""
"2009","66 and older","no migration background","2.12","2","3795","1","1","3","4","2.08","2.16","2","2"
"2010","16-34 y.","direct migration background","","","","","","","","","","",""
"2010","16-34 y.","indirect migration background","","","","","","","","","","",""
"2010","16-34 y.","no migration background","","","","","","","","","","",""
"2010","35-65 y.","direct migration background","","","","","","","","","","",""
"2010","35-65 y.","indirect migration background","","","","","","","","","","",""
"2010","35-65 y.","no migration background","","","","","","","","","","",""
"2010","66 and older","direct migration background","","","","","","","","","","",""
"2010","66 and older","indirect migration background","","","","","","","","","","",""
"2010","66 and older","no migration background","","","","","","","","","","",""
"2011","16-34 y.","direct migration background","","","","","","","","","","",""
"2011","16-34 y.","indirect migration background","","","","","","","","","","",""
"2011","16-34 y.","no migration background","","","","","","","","","","",""
"2011","35-65 y.","direct migration background","","","","","","","","","","",""
"2011","35-65 y.","indirect migration background","","","","","","","","","","",""
"2011","35-65 y.","no migration background","","","","","","","","","","",""
"2011","66 and older","direct migration background","","","","","","","","","","",""
"2011","66 and older","indirect migration background","","","","","","","","","","",""
"2011","66 and older","no migration background","","","","","","","","","","",""
"2012","16-34 y.","direct migration background","2.28","2","408","1","1","3","5","2.13","2.43","2","2"
"2012","16-34 y.","indirect migration background","3.16","3","243","1","1","5","6","2.92","3.4","2","3"
"2012","16-34 y.","no migration background","2.88","2","1549","1","1","4","6","2.79","2.97","2","2"
"2012","35-65 y.","direct migration background","2.13","2","678","1","1","3","5","2.02","2.24","2","2"
"2012","35-65 y.","indirect migration background","2.47","2","241","1","1","4","5","2.27","2.67","2","2"
"2012","35-65 y.","no migration background","2.3","2","3981","1","1","3","5","2.25","2.35","2","2"
"2012","66 and older","direct migration background","","","","","","","","","","",""
"2012","66 and older","indirect migration background","","","","","","","","","","",""
"2012","66 and older","no migration background","","","","","","","","","","",""
"2013","16-34 y.","direct migration background","2.81","2","284","1","2","4","5","2.63","2.99","2","3"
"2013","16-34 y.","indirect migration background","3.23","3","423","1","2","5","6","3.05","3.41","2","3"
"2013","16-34 y.","no migration background","3.27","3","2986","1","2","5","6","3.21","3.33","3","3"
"2013","35-65 y.","direct migration background","2.26","2","1025","1","1","3","5","2.17","2.35","1","2"
"2013","35-65 y.","indirect migration background","2.58","2","286","1","1","4","5","2.4","2.76","2","2"
"2013","35-65 y.","no migration background","2.38","2","8897","1","1","3","5","2.35","2.41","2","2"
"2013","66 and older","direct migration background","2.1","2","366","1","1","3","4","1.95","2.25","1","2"
"2013","66 and older","indirect migration background","","","","","","","","","","",""
"2013","66 and older","no migration background","2.17","2","4548","1","1","3","4","2.13","2.21","2","2"
"2014","16-34 y.","direct migration background","","","","","","","","","","",""
"2014","16-34 y.","indirect migration background","","","","","","","","","","",""
"2014","16-34 y.","no migration background","","","","","","","","","","",""
"2014","35-65 y.","direct migration background","","","","","","","","","","",""
"2014","35-65 y.","indirect migration background","","","","","","","","","","",""
"2014","35-65 y.","no migration background","","","","","","","","","","",""
"2014","66 and older","direct migration background","","","","","","","","","","",""
"2014","66 and older","indirect migration background","","","","","","","","","","",""
"2014","66 and older","no migration background","","","","","","","","","","",""
"2015","16-34 y.","direct migration background","","","","","","","","","","",""
"2015","16-34 y.","indirect migration background","","","","","","","","","","",""
"2015","16-34 y.","no migration background","","","","","","","","","","",""
