"plh0214","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","no migration background","1930","0.320685105760854","0.309394800378282","0.331975411143427"
"1 Strongly disagree","2005","Not Employed","direct migration background","362","0.351353978361151","0.321765378952585","0.380942577769718"
"1 Strongly disagree","2005","Not Employed","indirect migration background","74","0.276538276190904","0.224517799675208","0.3285587527066"
"1 Strongly disagree","2005","Employed","no migration background","2220","0.210299801724455","0.202657788226756","0.217941815222154"
"1 Strongly disagree","2005","Employed","direct migration background","405","0.303682504184206","0.279260962481556","0.328104045886856"
"1 Strongly disagree","2005","Employed","indirect migration background","115","0.209768122825844","0.175648718053294","0.243887527598393"
"2 on scale 1-7 ","2005","Not Employed","no migration background","1505","0.225383269962252","0.215275973605622","0.235490566318883"
"2 on scale 1-7 ","2005","Not Employed","direct migration background","211","0.189132340824545","0.16486031757154","0.213404364077549"
"2 on scale 1-7 ","2005","Not Employed","indirect migration background","65","0.176290451593248","0.131971409370109","0.220609493816387"
"2 on scale 1-7 ","2005","Employed","no migration background","2727","0.235857571441612","0.227896540467384","0.24381860241584"
"2 on scale 1-7 ","2005","Employed","direct migration background","324","0.239678241997307","0.217007144120206","0.262349339874407"
"2 on scale 1-7 ","2005","Employed","indirect migration background","139","0.242414454365767","0.206501633130218","0.278327275601317"
"3 on scale 1-7 ","2005","Not Employed","no migration background","954","0.138681729152632","0.130321423033865","0.147042035271398"
"3 on scale 1-7 ","2005","Not Employed","direct migration background","132","0.139726226813727","0.118237761572483","0.161214692054971"
"3 on scale 1-7 ","2005","Not Employed","indirect migration background","43","0.147401038868901","0.106171204249821","0.188630873487982"
"3 on scale 1-7 ","2005","Employed","no migration background","1840","0.164919702722025","0.157960529679921","0.171878875764128"
"3 on scale 1-7 ","2005","Employed","direct migration background","198","0.135171938459858","0.117013951717434","0.153329925202282"
"3 on scale 1-7 ","2005","Employed","indirect migration background","102","0.201774618578187","0.168142791460085","0.235406445696289"
"4 on scale 1-7","2005","Not Employed","no migration background","916","0.137019667145486","0.128701596029699","0.145337738261272"
"4 on scale 1-7","2005","Not Employed","direct migration background","138","0.149905647316453","0.127780271634303","0.172031022998602"
