"plh0214","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","Male","711","0.237540636476314","0.222700066293931","0.252381206658698","1"
"1 Strongly disagree","2005","Not Employed","Female","1655","0.379913396733541","0.366022504306466","0.393804289160616","1"
"1 Strongly disagree","2005","Employed","Male","1134","0.180368075899547","0.17118541472252","0.189550737076574","1"
"1 Strongly disagree","2005","Employed","Female","1606","0.272596938146419","0.261420525446908","0.283773350845931","1"
"2 on scale 1-7 ","2005","Not Employed","Female","1130","0.231365570359176","0.219296579660592","0.24343456105776","2"
"2 on scale 1-7 ","2005","Employed","Male","1530","0.217339891778503","0.207489905771435","0.227189877785571","2"
"2 on scale 1-7 ","2005","Employed","Female","1660","0.259794067956147","0.248787668344461","0.270800467567833","2"
"2 on scale 1-7 ","2005","Not Employed","Male","651","0.200171760519514","0.186218585257512","0.214124935781515","2"
"3 on scale 1-7 ","2005","Not Employed","Female","646","0.133497298978867","0.123763488872775","0.14323110908496","3"
"3 on scale 1-7 ","2005","Employed","Male","1190","0.169978405623716","0.161007818626978","0.178948992620454","3"
"3 on scale 1-7 ","2005","Employed","Female","950","0.153982637572781","0.144923645154534","0.163041629991028","3"
"3 on scale 1-7 ","2005","Not Employed","Male","483","0.147600341487595","0.135231227472963","0.159969455502228","3"
"4 on scale 1-7","2005","Employed","Female","772","0.126952426004241","0.118596514377567","0.135308337630915","4"
"4 on scale 1-7","2005","Not Employed","Female","546","0.114795215524412","0.105672052408097","0.123918378640728","4"
"4 on scale 1-7","2005","Employed","Male","1141","0.179507283745071","0.170341751414452","0.18867281607569","4"
"4 on scale 1-7","2005","Not Employed","Male","550","0.177559434636965","0.164233508052628","0.190885361221302","4"
"5 on scale 1-7","2005","Employed","Male","1091","0.156042818781525","0.147375966571508","0.164709670991542","5"
"5 on scale 1-7","2005","Not Employed","Female","443","0.0880830035892152","0.0799717985007414","0.096194208677689","5"
"5 on scale 1-7","2005","Not Employed","Male","470","0.148623958955985","0.13621948353117","0.1610284343808","5"
"5 on scale 1-7","2005","Employed","Female","681","0.113736508578925","0.105767840142321","0.121705177015528","5"
"6 on scale 1-7","2005","Employed","Male","487","0.0712403967410626","0.0650972043825554","0.0773835890995698","6"
"6 on scale 1-7","2005","Employed","Female","316","0.0525801264252631","0.0469782124001174","0.0581820404504089","6"
"6 on scale 1-7","2005","Not Employed","Female","185","0.033789284457571","0.0286181349767743","0.0389604339383677","6"
"6 on scale 1-7","2005","Not Employed","Male","190","0.0541574311755847","0.0462649830818753","0.062049879269294","6"
"7 Strongly agree","2005","Employed","Female","113","0.0203572953162234","0.0168128500544423","0.0239017405780046","7"
"7 Strongly agree","2005","Not Employed","Female","85","0.0185562303572169","0.0146939903476043","0.0224184703668295","7"
"7 Strongly agree","2005","Employed","Male","162","0.0255231274305757","0.0217566791903892","0.0292895756707622","7"
"7 Strongly agree","2005","Not Employed","Male","104","0.0343464367480423","0.027995689981003","0.0406971835150816","7"
"1 Strongly disagree","2006","Not Employed","Male","","","","","1"
"1 Strongly disagree","2006","Not Employed","Female","","","","","1"
"1 Strongly disagree","2006","Employed","Male","","","","","1"
"1 Strongly disagree","2006","Employed","Female","","","","","1"
"2 on scale 1-7 ","2006","Employed","Male","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Female","","","","","2"
"2 on scale 1-7 ","2006","Employed","Female","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Male","","","","","2"
"3 on scale 1-7 ","2006","Not Employed","Female","","","","","3"
"3 on scale 1-7 ","2006","Employed","Female","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","Male","","","","","3"
"3 on scale 1-7 ","2006","Employed","Male","","","","","3"
"4 on scale 1-7","2006","Not Employed","Female","","","","","4"
"4 on scale 1-7","2006","Employed","Male","","","","","4"
"4 on scale 1-7","2006","Employed","Female","","","","","4"
"4 on scale 1-7","2006","Not Employed","Male","","","","","4"
"5 on scale 1-7","2006","Employed","Male","","","","","5"
"5 on scale 1-7","2006","Not Employed","Female","","","","","5"
"5 on scale 1-7","2006","Employed","Female","","","","","5"
"5 on scale 1-7","2006","Not Employed","Male","","","","","5"
"6 on scale 1-7","2006","Employed","Male","","","","","6"
"6 on scale 1-7","2006","Not Employed","Female","","","","","6"
"6 on scale 1-7","2006","Employed","Female","","","","","6"
"6 on scale 1-7","2006","Not Employed","Male","","","","","6"
"7 Strongly agree","2006","Not Employed","Female","","","","","7"
"7 Strongly agree","2006","Employed","Male","","","","","7"
"7 Strongly agree","2006","Employed","Female","","","","","7"
"7 Strongly agree","2006","Not Employed","Male","","","","","7"
"1 Strongly disagree","2007","Not Employed","Male","","","","","1"
"1 Strongly disagree","2007","Not Employed","Female","","","","","1"
"1 Strongly disagree","2007","Employed","Male","","","","","1"
"1 Strongly disagree","2007","Employed","Female","","","","","1"
"2 on scale 1-7 ","2007","Not Employed","Female","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","Male","","","","","2"
"2 on scale 1-7 ","2007","Employed","Male","","","","","2"
"2 on scale 1-7 ","2007","Employed","Female","","","","","2"
"3 on scale 1-7 ","2007","Not Employed","Male","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","Female","","","","","3"
"3 on scale 1-7 ","2007","Employed","Male","","","","","3"
"3 on scale 1-7 ","2007","Employed","Female","","","","","3"
"4 on scale 1-7","2007","Not Employed","Male","","","","","4"
"4 on scale 1-7","2007","Not Employed","Female","","","","","4"
"4 on scale 1-7","2007","Employed","Male","","","","","4"
"4 on scale 1-7","2007","Employed","Female","","","","","4"
"5 on scale 1-7","2007","Not Employed","Male","","","","","5"
